restaurant;url;info
BLO Restaurant;https://www.tripadvisor.fr/Restaurant_Review-g187265-d14913909-Reviews-BLO_Restaurant-Lyon_Rhone_Auvergne_Rhone_Alpes.html;"{'Notes et avis': {'NOTE GLOBALE': '4,5', 'CUISINE': '4,6', 'SERVICE': '4,5', 'RAPPORT QUALITÉ-PRIX': '4,2', 'AMBIANCE': '4,3'}, 'Détails': {'CUISINES': 'Française, Steakhouse, Grillades, Brasserie gastronomique', 'REPAS': 'Déjeuner, Dîner, Ouvert tard, Boissons', 'FONCTIONNALITÉS': ""Réservations, Terrasse, Salle privée, Places assises, Stationnement dans la rue, Accessible en fauteuil roulant, Sert de l'alcool, Bières & Vins, Paiements électroniques, Cartes bancaires acceptées, Service de table"", 'ÉTOILES MICHELIN': 0}, 'Emplacement et coordonnées': {'ADRESSE': '37 Rue de la Charite, 69002 Lyon France', 'EMAIL': 'hello@blo-restaurant.com', 'TELEPHONE': '+33 4 72 31 76 95'}}"
Carmelo;https://www.tripadvisor.fr/Restaurant_Review-g187265-d20088872-Reviews-Carmelo-Lyon_Rhone_Auvergne_Rhone_Alpes.html;{'Notes et avis': {'NOTE GLOBALE': '4,0', 'CUISINE': '3,9', 'SERVICE': '4,0', 'RAPPORT QUALITÉ-PRIX': '3,6', 'AMBIANCE': '3,9'}, 'Détails': {'FOURCHETTE DE PRIX': '9,00\xa0€-25,00\xa0€', 'CUISINES': 'Italienne, Toscane, Romana, Latium, Sicilienne, Ligurienne, Italie du Nord, Italie du Centre, Italie du Sud', 'REPAS': 'Déjeuner, Dîner', 'ÉTOILES MICHELIN': 0}, 'Emplacement et coordonnées': {'ADRESSE': '7 Rue Neuve, 69001 Lyon France', 'EMAIL': 'N/A', 'TELEPHONE': '+33 4 81 69 47 26'}}
Wasabi;https://www.tripadvisor.fr/Restaurant_Review-g187265-d1014592-Reviews-Wasabi-Lyon_Rhone_Auvergne_Rhone_Alpes.html;{'Notes et avis': {'NOTE GLOBALE': '4,5', 'CUISINE': '4,7', 'SERVICE': '4,4', 'RAPPORT QUALITÉ-PRIX': '4,0', 'AMBIANCE': '4,3'}, 'Détails': {'FOURCHETTE DE PRIX': '39,00\xa0€-79,00\xa0€', 'CUISINES': 'Japonaise, Sushi', 'REPAS': 'Dîner', 'ÉTOILES MICHELIN': 0}, 'Emplacement et coordonnées': {'ADRESSE': '76 Rue D’Anvers, 69007 Lyon France', 'EMAIL': 'wasabilyon@gmail.com', 'TELEPHONE': '+33 4 37 28 08 77'}}
Bouchon Les Lyonnais;https://www.tripadvisor.fr/Restaurant_Review-g187265-d2281210-Reviews-Bouchon_Les_Lyonnais-Lyon_Rhone_Auvergne_Rhone_Alpes.html;"{'Notes et avis': {'NOTE GLOBALE': '4,0', 'CUISINE': '4,2', 'SERVICE': '4,3', 'RAPPORT QUALITÉ-PRIX': '3,9', 'AMBIANCE': '4,1'}, 'Détails': {'CUISINES': 'Française, Européenne', 'REPAS': 'Déjeuner, Dîner, Ouvert tard', 'FONCTIONNALITÉS': ""Réservations, Places assises, Sert de l'alcool, Cartes bancaires acceptées, Service de table"", 'ÉTOILES MICHELIN': 0}, 'Emplacement et coordonnées': {'ADRESSE': '19 Rue de la Bombarde Angle Rue Tramassac, 69005 Lyon France', 'EMAIL': 'restaurantlyonnais@gmail.com', 'TELEPHONE': '+33 4 78 37 64 82'}}"
L'Institut Restaurant;https://www.tripadvisor.fr/Restaurant_Review-g187265-d5539701-Reviews-L_Institut_Restaurant-Lyon_Rhone_Auvergne_Rhone_Alpes.html;"{'Notes et avis': {'NOTE GLOBALE': '4,5', 'CUISINE': '4,7', 'SERVICE': '4,6', 'RAPPORT QUALITÉ-PRIX': '4,3', 'AMBIANCE': '4,5'}, 'Détails': {'CUISINES': 'Française, Européenne', 'REPAS': 'Déjeuner, Dîner', 'FONCTIONNALITÉS': ""Réservations, Salle privée, Places assises, Chaises hautes disponibles, Accessible en fauteuil roulant, Sert de l'alcool, Cartes bancaires acceptées, Service de table, Chèques-cadeaux disponibles"", 'ÉTOILES MICHELIN': 0}, 'Emplacement et coordonnées': {'ADRESSE': '20 Place Bellecour, 69002 Lyon France', 'EMAIL': 'bellecour@institutpaulbocuse.com', 'TELEPHONE': '+33 4 28 31 69 06'}}"
La Source;https://www.tripadvisor.fr/Restaurant_Review-g187265-d17541665-Reviews-La_Source-Lyon_Rhone_Auvergne_Rhone_Alpes.html;{'Notes et avis': {'NOTE GLOBALE': '5,0', 'CUISINE': '4,9', 'SERVICE': '4,9', 'RAPPORT QUALITÉ-PRIX': '4,8', 'AMBIANCE': '4,8'}, 'Détails': {'FOURCHETTE DE PRIX': '7,00\xa0€-29,00\xa0€', 'CUISINES': 'Française, Saine, Bars-restaurants', 'REPAS': 'Petit déjeuner, Déjeuner, Dîner, Boissons', 'ÉTOILES MICHELIN': 0}, 'Emplacement et coordonnées': {'ADRESSE': '17 B Rue Antoine Delandine, 69002 Lyon France', 'EMAIL': 'contact@lasource.store', 'TELEPHONE': '+33 4 87 63 82 87'}}
Mama Restaurant Lyon;https://www.tripadvisor.fr/Restaurant_Review-g187265-d4059959-Reviews-Mama_Restaurant_Lyon-Lyon_Rhone_Auvergne_Rhone_Alpes.html;{'Notes et avis': {'NOTE GLOBALE': '4,0', 'CUISINE': '3,8', 'SERVICE': '4,1', 'RAPPORT QUALITÉ-PRIX': '3,4', 'AMBIANCE': '4,2'}, 'Détails': {'FOURCHETTE DE PRIX': '7,00\xa0€-47,00\xa0€', 'CUISINES': 'Française, Bars-restaurants', 'RÉGIMES SPÉCIAUX': 'Convient aux végétariens, Options végétaliennes', 'ÉTOILES MICHELIN': 0}, 'Emplacement et coordonnées': {'ADRESSE': '13 Rue Domer, 69007 Lyon France', 'EMAIL': 'food.lyon@mamashelter.com', 'TELEPHONE': '+33 4 78 02 58 58'}}
Chez Micheline;https://www.tripadvisor.fr/Restaurant_Review-g187265-d19658212-Reviews-Chez_Micheline-Lyon_Rhone_Auvergne_Rhone_Alpes.html;"{'Notes et avis': {'NOTE GLOBALE': '4,5', 'CUISINE': '4,5', 'SERVICE': '4,5', 'RAPPORT QUALITÉ-PRIX': '4,3', 'AMBIANCE': '4,4'}, 'Détails': {'CUISINES': 'Française, Européenne, Saine', 'REPAS': 'Déjeuner, Dîner', 'FONCTIONNALITÉS': ""Réservations, Places assises, Sert de l'alcool, Bar complet, Cartes bancaires acceptées, Service de table"", 'ÉTOILES MICHELIN': 0}, 'Emplacement et coordonnées': {'ADRESSE': '14 Place Carnot, 69002 Lyon France', 'EMAIL': 'N/A', 'TELEPHONE': '+33 4 78 92 82 87'}}"
Culina Hortus;https://www.tripadvisor.fr/Restaurant_Review-g187265-d15210556-Reviews-Culina_Hortus-Lyon_Rhone_Auvergne_Rhone_Alpes.html;{'Notes et avis': {'NOTE GLOBALE': '4,5', 'CUISINE': '4,7', 'SERVICE': '4,7', 'RAPPORT QUALITÉ-PRIX': '4,5', 'AMBIANCE': '4,5'}, 'Détails': {'FOURCHETTE DE PRIX': '22,00\xa0€-52,00\xa0€', 'CUISINES': 'Française, Saine, Brasserie gastronomique', 'RÉGIMES SPÉCIAUX': 'Convient aux végétariens, Options sans gluten', 'ÉTOILES MICHELIN': 0}, 'Emplacement et coordonnées': {'ADRESSE': '38 Rue de l Arbre Sec, 69001 Lyon France', 'EMAIL': 'contact@culinahortus.com', 'TELEPHONE': '+33 4 69 84 71 08'}}
Brasserie Georges;https://www.tripadvisor.fr/Restaurant_Review-g187265-d695217-Reviews-Brasserie_Georges-Lyon_Rhone_Auvergne_Rhone_Alpes.html;{'Notes et avis': {'NOTE GLOBALE': '4,0', 'CUISINE': '3,9', 'SERVICE': '4,0', 'RAPPORT QUALITÉ-PRIX': '3,7', 'AMBIANCE': '4,0'}, 'Détails': {'FOURCHETTE DE PRIX': '25,00\xa0€-30,00\xa0€', 'CUISINES': 'Française, Bar, Européenne, Brasserie gastronomique', 'RÉGIMES SPÉCIAUX': 'Convient aux végétariens', 'ÉTOILES MICHELIN': 0}, 'Emplacement et coordonnées': {'ADRESSE': '30 Cours de Verdun Perrache, 69002 Lyon France', 'EMAIL': 'contact@brasseriegeorges.com', 'TELEPHONE': '+33 4 72 56 54 54'}}
Empanadas Club;https://www.tripadvisor.fr/Restaurant_Review-g187265-d19896976-Reviews-Empanadas_Club-Lyon_Rhone_Auvergne_Rhone_Alpes.html;{'Notes et avis': {'NOTE GLOBALE': '5,0', 'CUISINE': '4,9', 'SERVICE': '4,9', 'RAPPORT QUALITÉ-PRIX': '4,8', 'AMBIANCE': '4,8'}, 'Détails': {'FOURCHETTE DE PRIX': '15,00\xa0€-25,00\xa0€', 'CUISINES': 'Latino, Saine, Argentine, Sud-américaine', 'REPAS': 'Déjeuner, Dîner, Ouvert tard, Boissons', 'ÉTOILES MICHELIN': 0}, 'Emplacement et coordonnées': {'ADRESSE': '4 Rue Pizay Près De La Place Des Terreaux, 69001 Lyon France', 'EMAIL': 'lyon@empanadasclub.com', 'TELEPHONE': '+33 4 83 43 27 23'}}
Le Bouchon Sully;https://www.tripadvisor.fr/Restaurant_Review-g187265-d7290042-Reviews-Le_Bouchon_Sully-Lyon_Rhone_Auvergne_Rhone_Alpes.html;{'Notes et avis': {'NOTE GLOBALE': '4,5', 'CUISINE': '4,1', 'SERVICE': '4,2', 'RAPPORT QUALITÉ-PRIX': '4,0', 'AMBIANCE': '4,1'}, 'Détails': {'FOURCHETTE DE PRIX': '22,00\xa0€-41,00\xa0€', 'CUISINES': 'Française, Européenne', 'REPAS': 'Déjeuner, Dîner', 'ÉTOILES MICHELIN': 0}, 'Emplacement et coordonnées': {'ADRESSE': '20, rue Sully, 69006 Lyon France', 'EMAIL': 'lebouchonsully@orange.fr', 'TELEPHONE': '+33 4 78 89 07 09'}}
Burgundy By Matthieu;https://www.tripadvisor.fr/Restaurant_Review-g187265-d6453660-Reviews-Burgundy_By_Matthieu-Lyon_Rhone_Auvergne_Rhone_Alpes.html;{'Notes et avis': {'NOTE GLOBALE': '4,5', 'CUISINE': '4,7', 'SERVICE': '4,7', 'RAPPORT QUALITÉ-PRIX': '4,3', 'AMBIANCE': '4,6'}, 'Détails': {'FOURCHETTE DE PRIX': '32,00\xa0€-101,00\xa0€', 'CUISINES': 'Française, Européenne, Bar à vins', 'RÉGIMES SPÉCIAUX': 'Options sans gluten', 'ÉTOILES MICHELIN': 1}, 'Emplacement et coordonnées': {'ADRESSE': '24 Quai Saint Antoine, 69002 Lyon France', 'EMAIL': 'info@burgundybym.fr', 'TELEPHONE': '+33 4 72 04 04 51'}}
Restaurant Le Musée;https://www.tripadvisor.fr/Restaurant_Review-g187265-d1395616-Reviews-Restaurant_Le_Musee-Lyon_Rhone_Auvergne_Rhone_Alpes.html;"{'Notes et avis': {'NOTE GLOBALE': '4,5', 'CUISINE': '4,7', 'SERVICE': '4,6', 'RAPPORT QUALITÉ-PRIX': '4,5', 'AMBIANCE': '4,6'}, 'Détails': {'CUISINES': 'Française', 'REPAS': 'Déjeuner, Dîner, Ouvert tard', 'FONCTIONNALITÉS': ""Réservations, Places assises, Sert de l'alcool, Cartes bancaires acceptées, Service de table"", 'ÉTOILES MICHELIN': 0}, 'Emplacement et coordonnées': {'ADRESSE': '2 Rue des Forces, 69002 Lyon France', 'EMAIL': 'N/A', 'TELEPHONE': '+33 4 78 37 71 54'}}"
Copains Copines Sur la Colline;https://www.tripadvisor.fr/Restaurant_Review-g187265-d7015032-Reviews-Copains_Copines_Sur_la_Colline-Lyon_Rhone_Auvergne_Rhone_Alpes.html;{'Notes et avis': {'NOTE GLOBALE': '5,0', 'CUISINE': '4,7', 'SERVICE': '4,7', 'RAPPORT QUALITÉ-PRIX': '4,5', 'AMBIANCE': '4,3'}, 'Détails': {'FOURCHETTE DE PRIX': '10,00\xa0€-33,00\xa0€', 'CUISINES': 'Française, Brasserie gastronomique', 'RÉGIMES SPÉCIAUX': 'Convient aux végétariens', 'ÉTOILES MICHELIN': 0}, 'Emplacement et coordonnées': {'ADRESSE': '3 Rue Duviard, 69004 Lyon France', 'EMAIL': 'N/A', 'TELEPHONE': '+33 4 78 61 73 88'}}
Le Desjeuneur;https://www.tripadvisor.fr/Restaurant_Review-g187265-d12714765-Reviews-Le_Desjeuneur-Lyon_Rhone_Auvergne_Rhone_Alpes.html;{'Notes et avis': {'NOTE GLOBALE': '4,5', 'CUISINE': '4,7', 'SERVICE': '4,5', 'RAPPORT QUALITÉ-PRIX': '4,6', 'AMBIANCE': '4,0'}, 'Détails': {'CUISINES': 'Française, Américaine, Européenne, Moderne, Saine', 'RÉGIMES SPÉCIAUX': 'Convient aux végétariens, Options végétaliennes, Options sans gluten', 'REPAS': 'Petit déjeuner, Déjeuner, Brunch', 'ÉTOILES MICHELIN': 0}, 'Emplacement et coordonnées': {'ADRESSE': '3 rue des Pierres Plantees, 69001 Lyon France', 'EMAIL': 'ledesjeuneur@gmail.com', 'TELEPHONE': '+33 6 60 78 74 58'}}
La Table de Max;https://www.tripadvisor.fr/Restaurant_Review-g187265-d15639122-Reviews-La_Table_de_Max-Lyon_Rhone_Auvergne_Rhone_Alpes.html;"{'Notes et avis': {'NOTE GLOBALE': '5,0', 'CUISINE': '4,8', 'SERVICE': '4,7', 'RAPPORT QUALITÉ-PRIX': '4,5', 'AMBIANCE': '4,5'}, 'Détails': {'CUISINES': 'Française, Européenne, Saine', 'REPAS': 'Déjeuner, Dîner', 'FONCTIONNALITÉS': ""Réservations, Places assises, Sert de l'alcool, Bar complet, Service de table"", 'ÉTOILES MICHELIN': 0}, 'Emplacement et coordonnées': {'ADRESSE': '46 Avenue Jean Jaurès, 69007 Lyon France', 'EMAIL': 'resa@table-de-max.fr', 'TELEPHONE': '+33 4 78 72 09 73'}}"
L'Alexandrin;https://www.tripadvisor.fr/Restaurant_Review-g187265-d718105-Reviews-L_Alexandrin-Lyon_Rhone_Auvergne_Rhone_Alpes.html;{'Notes et avis': {'NOTE GLOBALE': '4,5', 'CUISINE': '4,6', 'SERVICE': '4,4', 'RAPPORT QUALITÉ-PRIX': '4,2', 'AMBIANCE': '4,1'}, 'Détails': {'FOURCHETTE DE PRIX': '27,00\xa0€-111,00\xa0€', 'CUISINES': 'Française, Européenne', 'RÉGIMES SPÉCIAUX': 'Convient aux végétariens, Options végétaliennes', 'ÉTOILES MICHELIN': 0}, 'Emplacement et coordonnées': {'ADRESSE': '83 Rue Moncey, 69003 Lyon France', 'EMAIL': 'reservations@lalexandrin.fr', 'TELEPHONE': '+33 4 72 61 15 69'}}
Table & Partage;https://www.tripadvisor.fr/Restaurant_Review-g187265-d18626103-Reviews-Table_Partage-Lyon_Rhone_Auvergne_Rhone_Alpes.html;{'Notes et avis': {'NOTE GLOBALE': '5,0', 'CUISINE': '4,9', 'SERVICE': '4,9', 'RAPPORT QUALITÉ-PRIX': '4,8', 'AMBIANCE': '4,7'}, 'Détails': {'FOURCHETTE DE PRIX': '29,00\xa0€-49,00\xa0€', 'CUISINES': 'Française, Saine, Brasserie gastronomique', 'REPAS': 'Déjeuner, Dîner, Boissons', 'ÉTOILES MICHELIN': 0}, 'Emplacement et coordonnées': {'ADRESSE': '52 Rue Étienne Richerand, 69003 Lyon France', 'EMAIL': 'contact@table-et-partage.com', 'TELEPHONE': '+33 4 87 24 79 74'}}
Monsieur P;https://www.tripadvisor.fr/Restaurant_Review-g187265-d13200359-Reviews-Monsieur_P-Lyon_Rhone_Auvergne_Rhone_Alpes.html;{'Notes et avis': {'NOTE GLOBALE': '4,5', 'CUISINE': '4,7', 'SERVICE': '4,8', 'RAPPORT QUALITÉ-PRIX': '4,5', 'AMBIANCE': '4,7'}, 'Détails': {'FOURCHETTE DE PRIX': '34,00\xa0€-119,00\xa0€', 'CUISINES': 'Française', 'RÉGIMES SPÉCIAUX': 'Convient aux végétariens, Options sans gluten', 'ÉTOILES MICHELIN': 0}, 'Emplacement et coordonnées': {'ADRESSE': '8 Place des Célestins Rue Pazzi, 69002 Lyon France', 'EMAIL': 'contact@monsieurp.fr', 'TELEPHONE': '+33 4 81 18 70 24'}}
Les 3 Dômes;https://www.tripadvisor.fr/Restaurant_Review-g187265-d798706-Reviews-Les_3_Domes-Lyon_Rhone_Auvergne_Rhone_Alpes.html;{'Notes et avis': {'NOTE GLOBALE': '4,5', 'CUISINE': '4,4', 'SERVICE': '4,5', 'RAPPORT QUALITÉ-PRIX': '3,9', 'AMBIANCE': '4,0'}, 'Détails': {'FOURCHETTE DE PRIX': '40,00\xa0€-60,00\xa0€', 'CUISINES': 'Française, Européenne', 'RÉGIMES SPÉCIAUX': 'Convient aux végétariens, Options végétaliennes, Options sans gluten', 'ÉTOILES MICHELIN': 0}, 'Emplacement et coordonnées': {'ADRESSE': '20 Quai Dr Gailleton Hotel Sofitel  Lyon Bellecour, 69002 Lyon France', 'EMAIL': 'h0553-fb2@sofitel.com', 'TELEPHONE': '+33 4 72 41 20 97'}}
Bikube Lyon - Restaurant;https://www.tripadvisor.fr/Restaurant_Review-g187265-d28100759-Reviews-Bikube_Lyon_Restaurant-Lyon_Rhone_Auvergne_Rhone_Alpes.html;{'Notes et avis': {'NOTE GLOBALE': '5,0', 'CUISINE': 'N/A', 'SERVICE': 'N/A', 'RAPPORT QUALITÉ-PRIX': 'N/A', 'AMBIANCE': 'N/A'}, 'Détails': {'FOURCHETTE DE PRIX': '6,00\xa0€-18,00\xa0€', 'CUISINES': 'Méditerranéenne', 'REPAS': 'Petit déjeuner, Déjeuner, Dîner, Brunch', 'ÉTOILES MICHELIN': 0}, 'Emplacement et coordonnées': {'ADRESSE': '9 Rue Saint-théodore, 69003 Lyon France', 'EMAIL': 'restolyon@bikube.co', 'TELEPHONE': '+33 4 51 42 04 54'}}
Carnet Gourmand;https://www.tripadvisor.fr/Restaurant_Review-g187265-d4068496-Reviews-Carnet_Gourmand-Lyon_Rhone_Auvergne_Rhone_Alpes.html;{'Notes et avis': {'NOTE GLOBALE': '4,5', 'CUISINE': '4,5', 'SERVICE': '4,3', 'RAPPORT QUALITÉ-PRIX': '4,3', 'AMBIANCE': '3,8'}, 'Détails': {'FOURCHETTE DE PRIX': '9,00\xa0€-20,00\xa0€', 'CUISINES': 'Chinoise, Asiatique, Sichuan, Yunnan', 'RÉGIMES SPÉCIAUX': 'Convient aux végétariens, Options végétaliennes', 'ÉTOILES MICHELIN': 0}, 'Emplacement et coordonnées': {'ADRESSE': '15 rue Neuve, 69001 Lyon France', 'EMAIL': 'zhao@restaurantchinois-carnetgourmand.com', 'TELEPHONE': '+33 4 72 73 05 45'}}
La mere Jean;https://www.tripadvisor.fr/Restaurant_Review-g187265-d785269-Reviews-La_mere_Jean-Lyon_Rhone_Auvergne_Rhone_Alpes.html;"{'Notes et avis': {'NOTE GLOBALE': '4,5', 'CUISINE': '4,4', 'SERVICE': '4,3', 'RAPPORT QUALITÉ-PRIX': '4,4', 'AMBIANCE': '4,2'}, 'Détails': {'CUISINES': 'Française, Européenne', 'REPAS': 'Déjeuner, Dîner, Ouvert tard', 'FONCTIONNALITÉS': ""Réservations, Places assises, Sert de l'alcool, Cartes bancaires acceptées, Service de table"", 'ÉTOILES MICHELIN': 0}, 'Emplacement et coordonnées': {'ADRESSE': '5 rue des Marronniers, 69002 Lyon France', 'EMAIL': 'N/A', 'TELEPHONE': '+33 4 78 37 81 27'}}"
