,user,user_profile,date_review,title,rating,type_visit,num_contributions,review
20,Philip N,philippenY9131WL,16 décembre 2024,Restaurant exceptionnel dans un cadre magnifique,4.0,couples,1,"Si l’ endroit est magnifique et exceptionnel,  la cuisine est raffinée  et le service, même si les serveurs n ’ont pas tous le sourire, est correct.
Nous avons juste une petite critique concernant le plat principal qui était
froid à  son arrivée. (Faute à  la cuisine ou au service ??)"
21,885karin_Lyon,885karin_Lyon,15 décembre 2024,Un menu de Noël à ne pas manquer,5.0,friends,13,Super table.  Un menu de Noël au tarif attractif offrant un choix important de mets. Quantité et qualité au rendez vous. Une belle découverte. Je recommande !
22,Hélène R,547h_l_ner,15 décembre 2024,Bof,2.0,couples,1,"Pas à la hauteur du lieu et du prix. 
Entrée sans saveur, volaille saignante pas assez chaude, dessert décevant une île flottante dans une flaque… dommage et le service est trop long…."
23,Marie-Pierre R,560mariepierrer,14 décembre 2024,Très bien,5.0,family,1,"Très bon repas spécial pour la période de Noël. Bon rapport  qualité prix 
Serveurs très avenants. 
Très belle salle bien décorée."
24,Discover61456190028,Discover61456190028,14 décembre 2024,Chapeau bas,4.0,couples,1,L'endroit parfait pour un beau dîner en couple. Des plats à la hauteur de la renommée du chef et un très bon accueil des serveurs. Félicitations !
25,Amandine S,amandinesK4581PT,13 décembre 2024,Catastrophique,1.0,family,1,"Catastrophique de l'entré au dessert. Tarte aux poireaux sèche, molle et froide, tout à la fois, pintade tiède et froide par endroit...oubli d'un dessert sur deux....café offert pour se faire pardonner.... 10 minutes d'attente à la réception pour payer l'addition. Cadre agréable, service et nourriture déplorable, personnel attentif."
26,Gilles W,442gillesw,13 décembre 2024,Repas des enfants de Seyssuel,4.0,family,1,"Un peu bruyant ,mais réception et repas :bien!musique un peu forte .Nous recommanderions sans problème et envisageons d’y retourner prochainement"
27,Karine D,627karined,13 décembre 2024,Plaisir en famille,5.0,family,1,"J'avais reçu en cadeau de mon fils l'occasion de découvrir votre carte.
Martiniquaise de naissance, compatriote de Marcel RAVIN j'ai eu beaucoup de plaisir lors de cette soirée.  Tout était parfait. 
Pour vos desserts flambés pensez au Rhum Clément de la Martinique qui leur donnera une saveur toute particulière...
Merci au personnel qui a été aux petits soins et nous a expliqué tous les plats de notre découverte."
28,Camille B,N7095BXcamilleb,12 décembre 2024,"Tres beau lieu, nourriture profondément décevante ...",3.0,solo,1,"Tres beau lieu, un peu déçue par une musique trop entêtante, des baffles partout, pas d'espace un peu calme où se réfugier.. Et la nourriture absolument décevante pour un si beau lieu et pour ce prix !!! une tarte toute petit et molle avec un brin (littéralement) de salade et du topinambour pas assaisonné . la pate est clairement une pate brisée de supermarché, aucun croustillant, aucune matière en bouche.. le plat principal, une plâtrée de pate avec quelques tétragones (un genre d'épinard) un champignon unique coupé en 4 et aucun legumes.. Tout ceci pour 36 euros!!! scandale, on est mieux nourri pour 15 euros dans un bon restaurant vietnamien ou Thai..."
29,Monique Catheri... D,moniquecatherined,11 décembre 2024,Endroit inoubliable.,5.0,family,1,"Endroit majestueux ,personnel très 
agréable, je recommande  à tout ceux que j'aime  cette adresse.
Bravo à  toute votre sympathique équipe, sans oublier les cuisine pour leur savoir."
30,flavie m,flaviem2014,11 décembre 2024,Une belle adresse,5.0,couples,3,"Joli cadre, accueil sympathique,  repas délicieux. Le fait de pouvoir voir les cuisiniers en pleine action est un vrai plus qui montre la qualité de la maison."
31,Alex D,lex_DUB48,10 décembre 2024,Un lieu incontournable,5.0,couples,8,"Un lieu unique et feutré, pour une soirée hors du temps.
La cuisine est excellente et sobre. Tout fut parfait avec un service au top.
Expérience à renouveler les yeux fermés !"
32,Christine V,christinevC8675XF,10 décembre 2024,Beau cadre Repas médiocre,2.0,friends,13,"Le cadre est magnifique par contre la nourriture n’est pas à la hauteur attendue.
Moitié de tranche de terrine avec sauce dessus qui enlève toute saveur. Idem pour le poisson pas assez cuit  noyé sous de la sauce. Mignardises avec café  Gourmand passable 
Ne reviendrais pas"
33,PACE A,pacea2017,10 décembre 2024,Très  bon repas,5.0,family,31,"Très  bon repas.
J'avais peur qu'il y ait beaucoup de bruit mais non, c'est bien insonorisé.  Service rapide, parfait. Serveurs très  sympathiques et très  efficaces."
34,Nadege,Nadege_38200,8 décembre 2024,Une belle adresse!,5.0,couples,2,"Une très belle adresse, le cadre est splendide. Le repas était très bien, la cuisine est raffinée et les serveurs sont aux petits soins."
35,Antonin L,115antoninl,8 décembre 2024,incroyable de A à Z,5.0,couples,1,"endroit magnifique,  les serveurs sont agréables au possible , la cuisine est divine et soignée ! les prix sont plus que correct ...le combo parfait pour conseiller ce magnifique lieu et revenir 😍"
36,pascale T,pascaleT519,7 décembre 2024,Déception...on ne peut même pise fier au guide Michelin,3.0,family,5,"Un grand réfectoire bruyant et froid. Ici rien n'est cosy, les assiettes sont posées à même la table en mélamine (ni nappe, ni set de table). 
Les Produits sont frais mais cuisine sans surprise , assez fade., maintenue au chaud sans doute de longues minutes avant d'être servie.
Quand au service...il faut freiner les serveurs qui débarrassent les verres ou les assiettes avant qu'ils ne soient terminés.  Visiblement ils avaient hâte de rentrer chez eux...nous aussi !
Bref aucune finesse, juste un grand réfectoire."
37,christel m,christel163,7 décembre 2024,Excellente Bistronomie en plein centre,5.0,couples,56,Lieu très cosy dans un environnement magnifique. Personnel gentil et accueillant.  Plats fins et goûteux . Prix tres accessibles pour une belle qualité.  Tres bon vin. Rien à dire
38,S L,slM7143UV,7 décembre 2024,Déjeuner en famille où l'imprévu n'avait pas sa place,3.0,family,2,"Bonne table, bel endroit, cependant beaucoup de courants d'air. Et très décus par la qualité de service (discours) du responsable de salle, de la personne de l'accueil et du serveur des vins."
39,Voyagegolf,Voyagegolf,7 décembre 2024,Franchement bof,2.0,friends,654,"Le cadre est joli, mais franchement bruyant.
Menu des lumières 
Salle de lentilles
Quenelles
Baba au rhum

La dame de de lentilles était bien. La quenelle franchement pas terrible. Le baba assez chouette mais pas assez imbibé donc un peu sec. Vin au verre possible mais pas donné…
Le café n’est pas formidable et il vous faudra réclamer une cuillère et du sucre, car on apporte que l’essentiel ! Curieusement optimisé 
In fine, je ne pense pas revenir, les amis non plus"
40,Christian L,moucheron2016,7 décembre 2024,Très bonne table,4.0,friends,17,"Toujours très bien, nourriture, service, juste un petit reproche les plats pas assez chauds. J’ai apprécié le service parfait."
41,Elodie K,743elodiek,7 décembre 2024,Super au top,5.0,friends,6,"Parfait, le personnel au top, notre jeune serveur génial.
Nous reviendrons très certainement.
Mes desserts sont très bons."
42,AGNES P,78agnesp,7 décembre 2024,Grosse déception,2.0,friends,3,"Trop peu dans l'assiette, en particulier pour les entrées et une addition salée. 
Même si le cadre est superbe. C'est très décevant."
43,NorthStar526458,NorthStar526458,7 décembre 2024,Voir ci dessus,2.0,couples,1,"À part le lieu exceptionnel, les repas sont de qualité médiocre et pas du tout à la hauteur de ce lieu. C’est une brasserie « touristique » à la nourriture basique même pas au niveau des bouchons: en entrée terrine de pâté sèche et rance, quenelle passable et dessert pas du tout correspondant à l’annonce du menu. Cerise sur le gâteau, vu le prix exorbitant des bouteille de vin, je commande au pichet de 46 Cc un vin local ( on m’annonce Côté Rôtie facturée à 54 eur soit l’équivalent de 88 eur la bouteille  de 75cc. Le vin est servi dans une bouteille en verre transparente et je n’ai pas la garantie qu’on
M’a bien servi un vin millésimé aop! Et le maître d’hôtel n’a rien voulu entendre sinon de me proposer un pousse café ce que j’ai décliné. C’est à la limite de l’arnaque, mais c’est la fête des lumières et donc l’occasion de piégé  à touriste…. Votre établissement est recommandé chaleureusement par le guide vert Michelin: je ne manquerai pas de leur faire savoir afin qu’ils avertissent leurs lecteurs. Un client belge que vous ne reverrez plus et qui ne manquera pas de ne pas faire votre publicité !"
44,val-cyr69,val-cyr69,6 décembre 2024,Rapport qualité/prix décevant,3.0,couples,47,"Le cadre est agréable mais la nourriture est relativement simple.
Au regard des prix pratiqués, on s'attendrait à davantage de recherche."
45,Nazario B,nazariob247,6 décembre 2024,Mitigé…,3.0,business,12,"Personnel toujours aussi débutant !
Pot de blanc (46cl) à 35€ pour du vin en vrac ….
Cadre toujours aussi agréable et cuisine de bonne qualité.
Mais tout n’est pas parfait 😉"
46,89moute,89moute,6 décembre 2024,Endroit magnifique,5.0,couples,11,Superbe endroit. Plats copieux et délicieux. Le service est impeccable. Le baba au rhum et l'île flottante sont des délices
47,catherine c,catherinecA8163QL,5 décembre 2024,Tout était parfait...restaurant à conseiller.,4.0,couples,7,"Bon rapport qualité prix , personnel très agréable et professionnel, cadre sympa.
Nous avons passé un excellent moment, tout était délicieux."
48,NorthStar08136746715,NorthStar08136746715,4 décembre 2024,Succulent,4.0,friends,1,"Nous avons adoré ce restaurant  : le menu, le service et le décor. Seul bémol : pas de chauffage, on a eu froid et ce n'est pas agréable du tout."
49,Valerie T,J2161LMvaleriet,3 décembre 2024,Anniversaire très réussi,5.0,couples,1,Bel endroit. Accueil et service impeccable.  L assiette est exquise. Le décor est impressionnant et rappelle l histoire de ce lieu
50,brendle k,brendlek2024,3 décembre 2024,Un endroit d’exception,5.0,couples,1,"Le cadre est simple et élégant, le service est vraiment top avec des serveurs vraiment gentil.
La nourriture est incroyable avec plein de saveurs et les vins sont exceptionnel."
51,Lucas C,R6848NLlucasc,3 décembre 2024,Cuisine ok,3.0,couples,1,"Très bien en terme de cuisine.
Le service reste rapide et ils ont su s’adapter au sans gluten.

Moquerie d’un serveur à la fin qui vient entacher l’expérience, juste avant de partir, dommage de rester sur cette impression"
52,Muammer B,856muammerb,3 décembre 2024,Un lieux à voir,4.0,couples,2,"Très belle endroit en couple ou en famille.
Le décore l'ambiance et le personnel sont à l'honneur de l'endroit qui demeure exceptionnel."
53,catherine m,X6440TScatherinem,2 décembre 2024,"certains plats servis en ""maigre quantité""",3.0,friends,1,"Quantité inconstante d'un plat à l'autre, voire insuffisante pour certains plats du menu comme pour la pintade/ salsifis-carottes (toute petite pièce de pintade servie avec l'équivalent d'une carotte pour accompagnement...)."
54,Franck T,G3310WTfranckt,2 décembre 2024,Déjeuner entre amis,4.0,friends,1,"Table parfaite pour un déjeuner entre amis, assez rapide, bien présenté et gouteux.
Sympa aussi de pouvoir découvrir la cuisine en plein activité."
55,BellinaJ,BellinaJ,30 novembre 2024,Un très  beau lieu,4.0,couples,10,"On dîne  dans un tres beau lieu chargé  d'histoire  et magnifiquement  restauré.  Petit  bemol, il y fait  frais...
Le service est  efficace  et très agréable  malgre le nombre  de tables à  servir. 
Le menu est très  correct."
56,courjon,Departure53802910186,30 novembre 2024,Bonne cuisine maison dans un cadre superbe,5.0,family,8,"Menu délicieux 
Terrine maison et pintade 
Dessert aux marrons excellent 
Personnel agréable!
Décor fantastique 
Bon rapport qualité/prix"
57,Anne H,622anneh,29 novembre 2024,Je recommande !,5.0,family,8,"Très bon dîner ! Nous avons apprécié les assiettes créatives, la belle carte de vins et le cadre très agréable. Le service était sympathique et les enfants accueillis très aimablement."
58,Cendrine R,240cendriner,26 novembre 2024,Délicieux,5.0,friends,12,"Un repas excellent de l'entrée au dessert,un service très professionnel toute en discrétion dans un lieu authentique et chaleureux
C'était une première visite mais pas la dernière"
59,Anaïs,anaisneyrand,26 novembre 2024,Un lieu empreint d'histoire,4.0,couples,2,L'endroit parfait pour une soirée intimiste mais manque de chaleur en terme de lumière (peut être ajouter une petite bougie ou des chandeliers qui étaient présents mais éteints) et des assiettes un peu plus copieuses (2 saint jacques pour l'assiette que mon mari a choisi).
60,Escape703261,Escape703261,25 novembre 2024,Parfait,5.0,couples,53,"Au sein de l’Hôtel-Dieu, très belle pièce,  à l’insonorisation soignée. Service agréable, plats simples et très goûteux avec de bons produits, prix très raisonnables"
61,NaT,Tessa69000,24 novembre 2024,Déjeuner à 2 avec une amie,4.0,friends,1,"J’ai trouvé le plat du menu plutôt trop simple. Lieu noirs et légumes vapeur en aïoli.
Une petite sauce à part, et un peu de riz dans un bol aurait été bienvenu ;) 
Le dessert était excellent"
62,Jalapeños01,Jalapenos01,24 novembre 2024,Bien,3.0,family,2,"Repas bon comme d habitude mais beaucoup trop d attente entre les plats.
Dessert sur commande  excellent.
Chef de rang pas très courtois,  déjà noté une fois précédente."
63,yann a,102yanna,24 novembre 2024,Une belle soirée.,4.0,family,2,"Cadre superbe, repas parfais et prix raisonnable. Les tarifs des boissons sont aussi tenus.
Les assiettes mériteraient d’être un peu plus copieuses et le mélange des saveurs parfois un peu déroutant (de la cannelle avec des coquilles saint Jacques?)
Le service est aussi très attentionné."
64,Wander47967004550,Wander47967004550,24 novembre 2024,Très bon restaurant,5.0,couples,1,Super restaurant pour un diner en amoureux. L'accueil et le service étaient irréprochable. Les plats étaient très bon également.
65,Hervé le gourmand gourmet,893herv_l,23 novembre 2024,Retour du marché à 29 euros Impeccable!!!,4.0,family,160,"Un démarrage au service un peu ""poussif"" (besoin de demander la carte, besoin de demander pour commander l'apéritif) mais bien rattrapé après, la jeune femme était très agréable et attentionné. Le menu à 29 euros le midi est juste impeccable! Je mettrai 4,5 / 5!"
66,Eugénie T,eug_niet214,19 novembre 2024,Très bonne expérience,5.0,family,1,"Très bonne expérience. C’est mon deuxième repas là-bas, et la nourriture est toujours aussi bonne et les serveurs sont agréables. Les seuls points négatifs sont le bruit dans la salle et la température qui peut être un peu basse aux goûts de certains, néanmoins la taille de la salle rend difficile la résolution de ces problèmes. Cela ne change pas la qualité du service et de la nourriture !
Un autre point appréciable est le prix raisonnable du menu et les choix proposés, qui permet d’avoir une tablée satisfaite peu importe le budget ou le régime alimentaire."
67,praph07,praph07,19 novembre 2024,plaisir partagé,5.0,couples,15,"Cadre d'exception au sin de l'hôtel dieu et charge d'histoire, bon accueil, service au top  et plats délicieux, je recommande"
68,Eugenie B,eugenieb343,19 novembre 2024,Je recommande!,4.0,friends,1,"Agréable moment, le menu était avec des produits de saison, et bien exécutés. Le service était très agréable et complet. Nous avons passé une belle soirée dans votre établissement!"
69,Roam09966776504,Roam09966776504,15 novembre 2024,Déjeuner du 15/11/24,4.0,family,1,"Pour commencer le cadre est vraiment agréable.
La qualité d'accueil et de service au top 
et le menu du jour était très bon.
Seul bémol les plats chauds qui manquent un peu de chaleur."
70,Navigator551630,Navigator551630,12 novembre 2024,Juste parfait !,5.0,couples,6,"En week end à Lyon, nous sommes revenus diner dans ce magnifique lieu chargé d'histoire, dans un cadre grandiose...
 Nous avons pris le menu en 5 plats et nous avons tout apprécié, quantité et qualité ! juste parfait.
Nous reviendrons avec des amis, c'est sur !"
71,Isabelle M,V6430TAisabellem,10 novembre 2024,Parfait.,5.0,family,1,"Accueil, repas, tout était parfait, de l'entrée au dessert. 
Service attentionné juste ce qu'il faut.
Nous reviendrons."
72,Raphaël C,993rapha_lc,10 novembre 2024,Soirée entre amis,5.0,friends,1,Un excellent moment passé entre amis dans un lieu magnifique. De l'entrée au dessert cela a été parfait. A refaire rapidement.
73,Veronique S,VeroniqueS178,8 novembre 2024,Vraiment pas ouf ! Déception,2.0,family,42,"Acceuil pas terrible .
Service très bizarre et maladroit.
Cuisine bien quelconque, sans saveur ,pas de surprise,et des combinaisons pas toujours très réussie . 
Le cadre est très joli ,mais il n y a que ça ;l ambiance  n y est pas très chaleureuse."
74,sandlo,DayTrip51522218588,7 novembre 2024,Bel établissement pour passer un agréable moment,5.0,couples,27,"Le cadre est magnifique, l’accueil très agréable, nous avons été pris en charge immédiatement à notre arrivée et conduit à notre table.
Bien confortablement installés, nous avons profité d’un excellent dîner accompagné d’un bon vin. Tout était parfait 👍"
75,RElisabeth G,relisabethg,6 novembre 2024,"Nourriture raffinée,  personnel agréable. Le Refectoire est effectivement grand, décor  un peu sévère aux couleurs terne",4.0,couples,1,"Très  bon repas avec des plats originaux et savoureux, dans un cadre un peu froid et triste. Personnel agréable .
Rien à  ajouter de plus!!!!"
76,JOELLE F,joellef421,5 novembre 2024,A découvrir,4.0,friends,5,"Bel établissement. Mets bons. Service parfait. A découvrir.
Compter 50 euros par personne avec un apéritif et un verre de vin."
77,Venture08660862003,Venture08660862003,5 novembre 2024,Intéressant,4.0,couples,1,"Très bel endroit, bonne table, le service un peu hésitant à notre arrivée mais parfait pour le suivi du repas.
Bonne ambiance conviviale !
Merci"
78,Sylvie J,sylviejB2588LA,5 novembre 2024,Déçu !,2.0,couples,1,"dîner très décevant. Le plat de lotte était très fade et sec,  les légumes qui l'accompagnait n'étaient pas cuits ? C'est quand même très surprenant. 
Pour le dessert : la glace et la tarte banane n'avait aucun goût. 
On nous a proposé deux verres de vin à 14 euros le verre pour accompagner les plat  ???
C'est sûr que nous n'aurons pas envie de revenir"
79,Marie G,O5365GNmarieg,4 novembre 2024,Anniversaire un 31 octobre,3.0,family,3,"Service un peu précipité c’était pour mon anniversaire on a pris notre temps mais par exemple on nous a enlevé nos assiettes du plat alors qu’une de mes filles n’avait pas fini de manger
Par contre le serveur qui  nous a servi le café était très correct et m’a souhaité bon anniversaire les autres serveurs étaient plutôt froid.
Repas correct"
80,Lynn_Taiwan,Lynn_Taiwan,4 novembre 2024,Une surprise pour un endroit splendide,5.0,friends,8,"J'ai proposé à des amis de venir pour le menu « samedi lunch » comprenant entrée, plat et dessert pour 29 €. L'endroit est très spacieux, le menu est de bonne qualité. Le service est très bon et pas snob. C'est une belle surprise. Je recommande vivement."
81,Emmanuel P,T7369TOemmanuelp,4 novembre 2024,« Cauchemar en salle »,2.0,family,1,"Service plus que médiocre… on a été oublié au moment de servir le plat principal… cette erreur n’a pas été corrigée puisque à nouveau au moment du dessert, un convive a été servi mais pas les autres, à nouveau il a fallu que j’intervienne pour demander si nous n’avions pas encore été oublié… et enfin cerise sur le gâteau il y a eu un début de bagarre dans la salle juste à côté de notre table"
82,Nielpi,Nielpi,4 novembre 2024,Tout bien sauf le service.,3.0,family,16,"Lieu magnifique,repas excellent mais...pas le service.
On n' a pas encore servi tous nos cocktails qu on nous demande si on a choisi nos plats. On nous serre une bouteille de rouge au lieu du blanc. On amène des plats en plus. On traine a nous apporter les desserts et on baille au corneille lorsqu on va payer. Voilà, voilà"
83,Florence P,609florencep,3 novembre 2024,Déplorable,1.0,couples,4,"A fuir absolument ! Service déplorable, vin apporté après les plats… cuisine décevante, portions congrues. Et cher. 
Vraiment pas à la hauteur du cadre, dommage."
84,Raffyk,Raffyk-Ancy,3 novembre 2024,Grosse déception,2.0,family,14,"Responsable de salle stressé et qui vous le fait bien sentir, service pompeux tout de meme contrebalancé par la gentillesse des jeunes serveuses, le tout augmenté par le coté solennelle du lieu: tout ceci  ne permet pas de se sentir à l’aise dans cet endroit. C’est dommage car le l’endroit vaut le detour.
Quand a la cuisine, on confond dans le menu decouverte qualité et quantité. En bref, une grosse déception."
85,Pascal A,Q6071BMpascala,3 novembre 2024,Du bon et du mauvais,3.0,friends,1,"Le cadre est original et plutôt impressionnant. Le service est très correct.
Côté cuisine, c'est bon, pas de reproche. En revanche critique marquée portant sur la quantité : même sans être 'gros mangeur', c'est vraiment léger (3 coquilles saint jacques de taille moyenne pour le plat de résistance, on trouve ça bien chiche). En résumé, le rapport qualité-prix est plutôt satisfaisant, le rapport quantité-prix est franchement mauvais. D'où ma note moyenne, finalement."
86,DayTrip66422522144,DayTrip66422522144,2 novembre 2024,Lieu magnifique et repas excellent.,5.0,couples,1,Soirée parfaite du service au repas. Les plats étaient excellent. Et le lieu est magnifique. Nous y retournerons volontiers lors d'un prochain passage sur Lyon.
87,Laurent D,O5599RVlaurentd,2 novembre 2024,Un adresse à éviter,2.0,couples,45,"Grande déception mais, mais oui un grand réfectoire .. en fait 
Grand oui, réfectoire, pas tant que cela en fait et c’est pour cela que nous nous sommes fait attraper.  Dommage 
Déception dès le début avec un Negroni qui annonçait la couleur du reste , à savoir : ni cœur, ni âme! Il y a des plats, peut être des recettes, mais ni chef ni cuisine, au tout mieux cela ressemble à un grand (par la capacité de nombre , pas par le talent ou l envie de partager un savoir faire ) traiteur ou les assiettes s’enchaînements,  les vins blanc sont glacés, le toast (pain grillé) froid lui aussi 
Les choux fleur ont bonnes cuisson mais les trois pauvres  ´Saint Jacques ´sont plus que médiocre (mais il est vrai que sorties du surgélateur, leur cuisson devient compliqué )
Je vous passe le reste sauf, un nougat glacé aux pistaches de terre, connaissez-vous ´les pistaches de terre ?  Moi, j ai découvert,  l’autre nom de la cacahuètes !! 

En résumer, un personnel de salle pro. assure le  travail Mais une adresse à éviter"
88,tourdumonde1958,tourdumonde1958,2 novembre 2024,Belle découverte,5.0,friends,7,"Très beau restaurant. 
Cuisine raffinée avec un bon rapport qualité-prix. Le personnel est très agréable et sympathique."
89,brigitte N,brigitten591,31 octobre 2024,Très bon moment,4.0,friends,6,"Ambiance agréable et calme malgré le monde.
Formule de midi suffisante et de qualité
Service efficace. 
Un petit chocolat avec le café et ce sera parfait"
90,Valerie D,O7971PFvaleried,30 octobre 2024,Déjeuner très agréable que je recommande,5.0,family,1,"Menu parfait, équilibré et gourmand dans un cadre chargé d’histoire très bien réhabilité. Un excellent moment de partage! Je recommande fortement."
91,Gaelle,367gaelle,30 octobre 2024,Soirée agréable,4.0,couples,30,Très jolie salle de restaurant à la décoration sobre mais élégante. Assiettes soignées et bien préparées. Nous avons passé une très bonne soirée.
92,Fearless27876712361,Fearless27876712361,29 octobre 2024,Une très jolie soirée d’anniversaire,5.0,couples,5,Soirée parfaite. Personnel attachant et bienveillant. Ambiance agréable. Des personnages élégants aux allures stylisées.
93,Emily M,M6313AIemilym,29 octobre 2024,Joli menu aux saveurs automnales,4.0,couples,3,"Un très bon moment autour du menu retour de marché aux saveurs automnales. Des assiettes colorées agréables aux yeux comme au palais. 
Quelques petites erreurs de service : une eau pétillante servie à la place d’une eau plate et une erreur de dessert rapidement  corrigée."
94,christele d,christeled591,28 octobre 2024,Nous étions 4 nous avons pris le menu du retour du marche. Tout était parfait,5.0,family,1,"Un endroit a recommander. Le personnel est très agréable, le repas était délicieux ainsi que le les vins, whisky et champagne."
