,user,user_profile,date_review,title,rating,type_visit,num_contributions,review
24,Danielle T,danielletL1610KV,25 octobre 2024,Grosse deception,3.0,friends,2,"Nous avons fait un repas entre collègue et surprise la carte n est pas la même pour les groupes avec des restrictions notamment pour les personnes qui ne mangent pas de viande, une collègue a dû se contenter de frites....mais le pompon reste le cocktail à 12 euros (comme tous les autres de la carte pour 12cl de contenance) et surprise la taille du verre par rapport aux mojito notamment...le ""pink passion"" est a évité...pas de quoi rouler sous la table...la remarque a été faite au serveur qui n en avait absolument rien à faire...une addition de 42 euros bien au dessus de ce qui se fait ailleurs....nous irons dorénavant ailleurs..."
25,AnaelleG236,AnaelleG236,20 octobre 2024,Plats excellents ! Service et accueil vraiment top !! Superbe ambiance pour vos anniversaires,5.0,friends,1,Plats excellents ! Service et accueil vraiment top !! Superbe ambiance pour vos anniversaires ! Je recommande le restaurant Mama Shelter
26,Léa G,l_agT1439RO,17 octobre 2024,Décevante,2.0,friends,1,"Ma récente expérience dans ce restaurant a été décevante. La qualité de la nourriture ne correspondait pas au prix affiché, et les erreurs répétées dans les commandes ainsi que sur la note finale ont vraiment affecté mon expérience. J'espère que ces problèmes seront résolus à l'avenir pour garantir une meilleure expérience client."
27,100dr_IN_5060,100dr_in5060,13 octobre 2024,Un resto entre amis un samedi soir comme on les aime,5.0,friends,1,"Ambiance, générosité, sympathie voici les mots clés de notre soirée entre amis de samedi ! 
Merci le Mama, une valeur sûre ! "
28,Jmsz63,Jmsz63,8 octobre 2024,L’usine,2.0,friends,1,"Victime de leur succès les clients se pressent et l’ambiance générale s’en ressent. Alors que nous avions jusqu’à 14h30 pour prendre un brunch (2h en tout) on nous a signifié au bout d’1 heure 20 qu’il fallait que l’on se dépêche et on nous a mis dehors de façon peu courtoise au bout d’1h45. Beaucoup de monde, de bruit et pressés par le temps pour un prix assez élevé par rapport à la qualité des plats : bon mais rien d’exceptionnel "
29,Celine O,celineo544,8 octobre 2024,Rapport qualité/prix très moyen ….,2.0,family,2,"pas mal de choix mais rien d’exceptionnel pour le prix élevé. 
Aucun verre d’alcool n’est inclus pour le prix. 
Pas de pains spéciaux. Juste blanc. 
Pas de fruits de mer 
Plats chauds pas très chauds … 
Nous avons été déçus pour le prix. 
"
30,caffelatte13,caffelatte13,7 octobre 2024,"Bel endroit, bonne atmosphère.",4.0,friends,1,Belle soirée passée entre amies. Le service est parfois lent....pourtant le restaurant n'était pas plein.
31,Carciu,Carciu,7 octobre 2024,"Brunch du dimanche de très bonne qualité, plats renouvelés constamment, excellent rapport qualité-prix, à refaire absolu",5.0,friends,35,"Nous avons passé un excellent moment lors de ce brunch du dimanche. Les plats sont variés, faits maison et renouvelés constamment, ce qui permet de goûter à plusieurs spécialités. La qualité est au rendez-vous, aussi bien dans les saveurs que dans la présentation des plats. Feuille de brick au fromage, onglet de bœuf avec une sauce délicieuse, salade au gravad lax, et l’œuf cocotte à la crème de chou-fleur sont particulièrement mémorables. Mention spéciale à la crème caramel et au caviar d'aubergine, tout simplement topissimes !
Le rapport qualité-prix est vraiment bon, et nous reviendrons sans hésitation. Seul petit bémol : la cuisson des pâtes qui n'était pas 'al dente', mais cela reste un détail face à l'ensemble du repas.
En résumé, un brunch à refaire absolument !"
32,laetgrandjean,laetgrandjean,4 octobre 2024,Toujours agréablement surprise par les cocktails du moment et jamais déçue pour tout le reste !,5.0,friends,1,Une merci tout particulier à Juliette qui a contribué à nous faire passer un merveilleux moment. Et merci à l'équipe !
33,alissonaurelien,alissonaurelien,29 septembre 2024,incountournable,5.0,family,9,"un lieu atypique te incontournable à Lyon. Un endroit qui sait vous faire voyager avec les papilles et par sa décoration décaler et plein de joie !!
Un buffet aux larges choix ou vous pourrez forcement trouver votre plaisir."
34,karinelignie2024,karinelignie2024,27 septembre 2024,Très belle adresse,4.0,friends,1,"Restaurant très sympa, cadre et ambiance très agréables, excellente nourriture et très bon accueil. Le cuisson était parfaite. Nous regrettons le service un peu long"
35,Xavibuddha,xavibuddha,25 septembre 2024,"Quand on veut passer un super moment, c'est LE lieu",5.0,family,4,"Si on aime les ambiances festives, décontractées et simples, je recommande. Un endroit où il faut aller au moins une fois dans sa vie et ensuite on y retourne toujours "
36,Audreyserra,Audreyserra,23 septembre 2024,En tous points parfait ! Une pépite !,5.0,couples,1,"L’expérience démarre quand vous rentrez dans le restaurant, la décoration est originale et c’est très beau. Tout est dans le détail : la vaisselle est magnifique, estampillée mama loves you, nous nous immergeons dans l’univers de Mama, le charme nous a transporté rapidement, nous nous sommes sentis incroyablement bien dés nos premiers pas dans le lieu. Puis l’expérience a été à son apogée quand est arrivée à la table notre merveilleuse serveuse, un véritable rayon de soleil, et quand nous avons goûté  aux différents plats… tout était très très bon ! Le personnel est tout sourire en permanence et très attentionné. Bref une très belle découverte ! "
37,sal292369547,sal292369547,17 septembre 2024,bof,2.0,business,1,très cher pour des plats basiques. service long et peu professionnel. pas adpté pour un repas d'affaire
38,florenceaubergier,florenceaubergier,4 septembre 2024,Super déjeuner dans le jardin,5.0,business,3,"Menu du jour original et excellent
Très bon service, rapide et efficace 
Cadre convivial. Tranquille et en plein air"
39,RVL6901,RVL6901,1 septembre 2024,Très bon moment,4.0,friends,154,"Nous avons passé une excellente soirée dans ce restaurant. Terrasse agréable, cocktails délicieux, plats succulents et copieux, desserts exquis, tout était parfait ! Le service est exceptionnel, notamment Lucie qui est toujours à l'écoute et d'une grande gentillesse. Les prix sont par contre un peu cher. 
Très bon moment. Je recommande vivement."
40,juliefrancon,juliefrancon,1 septembre 2024,Super moment au mama restaurant !,4.0,friends,1,"Nous avons passé un super moment au mama shelter, les serveurs étaient très serviables, les plats excellents ! 

Je recommande ce restaurant à 100€!"
41,CelineCalvet,CelineCalvet,18 août 2024,Un agréable moment,5.0,none,2,"Nous avons passé un bon moment au mama de Lyon. 
Restaurant agréable et personnel à l’écoute 
Plats généreux et excellent cocktails"
42,myriam88220,myriam88220,17 août 2024,Délicieux,4.0,family,1,"Très bon repas ,accueil et service ! Bel endroit !
Je recommande sans hésiter !
Plats copieux de très bonne qualité "
43,droche2024,droche2024,14 août 2024,grand parents,4.0,family,1,"juste déçus que le rooftop ait été fermé
nous connaissons le Mama de Bordeaux très agréable en terrasse "
44,Laurine M,laurelinad,13 août 2024,Plats excellents mais service qui laisse à désirer,3.0,couples,5,"Plats et cocktail excellents.
En revanche, le service est à revoir. Plus de 30 minutes d’attente pour prendre notre commande. Tous les serveurs passaient devant nous en nous ignorant et il y en a même un qui nous a demandé si on avait pris notre commande, nous lui avons répondu que non et il est parti… Nous avons réussi à interpeller le gérant pour prendre notre commande par la suite.
La seule chose qui a été bien au niveau du service est lorsque nous attendions au bar le temps que notre table soit dressée, la barmaid nous a gentiment donné un verre d’eau infusée au gingembre. "
45,Laura P,M3059ZAlaurap,23 juillet 2024,Super soirée en Terrasse,5.0,friends,3,"Terrasse très agréable. 
Un serveur au top. Merci Niels pour ton accueil ☺️
Repas délicieux et consistant. 
Nous reviendrons sans problème. "
46,Philippe R,philipperV9578SA,22 juillet 2024,"Expérience originale, unique même",5.0,couples,1,"Je ne savais pas ce qui m'attendais. J'ai été ravi, ainsi que ma bien-aimée. C'était important pour nous car nous nous retrouvions après 6 mois de séparation."
47,DkelsasQ2130FX,DkelsasQ2130FX,19 juillet 2024,Mitigé! Bien pour boire des verres,3.0,friends,1,"Bonne ambiance et joli lieu mais nourriture très moyenne.
Privilégier le lieu pour prendre des verres "
48,las0fe,las0fe,18 juillet 2024,Très agréable!,4.0,friends,1,"Accueil et service sympathique (un peu d'attente car beaucoup de monde), serveurs aux petits soins, terrasse agréable (en pleine ville sans en avoir l'impression), repas excellent, tous les prix."
49,mscoul,mscoul,12 juillet 2024,Délicieux et copieux,5.0,business,1,Une enseigne toujours de qualité quelque soit la ville. personnel  très souriant est aimable.  des plats copieux et très bons
50,alti2024,alti2024,8 juillet 2024,"Veni, vedi...",3.0,couples,1,"Un bon brunch dans une ambiance très travailler.
Sachez que vous payer le prix du nom et de la déco. "
51,Yoya Y,yoyay488,7 juillet 2024,Brunch,5.0,family,1,"Oh TOP...on était 15 personnes on s'est régalé,notre serveur Alexis super agréable et très serviable 👍👍👍 nous avons bien profité... MERCI"
52,Stéphane N,st_phanen606,2 juillet 2024,A recommander pour une soirée estivale !,5.0,business,1,"Soirée agréable au Mama Shelter !
Tout y était ! L'ambiance, l'accueil, les plats et les boissons : rien à redire !
Nous étions 14 et les 14 étaient aux anges après cette belle soirée.
MERCI à tout le staff !"
53,Lhoa99,Lhoa99,1 juillet 2024,À essayer !,4.0,couples,1,"Lieu plutôt cosy, jolie terrasse, des plats originaux mais la viande rouge était trop cuite pour le coup. C'est le seul bémol du buffet ! Mais énorme coup de coeur pour le bar à yaourt, bar à hot dog... C'est original ! Très sympa. On peut dire que c'est ""cher"" mais le service est présent, souriant et à l'écoute. Le cadre est vraiment sympa. Je recommande"
54,PIRAE,PIRAE,24 juin 2024,Peu mieux faire,3.0,friends,117,"l' avantage principal est que le service est très tard, nous sommes arrivés vers 22h30.
le déco est sympa et original.
Le service est un peu lent, nous avons du réclamer le dessert plusieurs fois et il arrivé au bout de plus de 20 minutes.
Les plats sont corrects, mais sans plus.
le plat végé sensé être au curry, avait beaucoup trop le goût de coriandre; à mon goût"
55,Yana S,415yanas,17 juin 2024,Excellent - déjeuner après mariage civil,5.0,friends,1,"Nous avons eu l’occasion d’organiser notre déjeuner au mama Shelter après notre mariage civil avec nos proches (40 personnes environ). Tout était parfait, les planches de charcuterie et fromage, ainsi que le brownie excellents !! Le cocktail était également délicieux !! "
56,mcdahan75,mcdahan75,15 juin 2024,Très bonne découverte,4.0,family,1,"Nous avons bien été accueilli. Bonne ambiance!
Bonne cuisine et petite déception sur la qualité du pain qui laisse à désirer. Sinon ce fut une bonne expérience "
57,emilieollierarchi,emilieollierarchi,6 juin 2024,Super !,5.0,friends,1,"de très bons cocktails et une belle ambiance dynamique !
un concept de restaurant atypique et dépaysant ainsi que de bons plats."
58,angeliquemermet,angeliquemermet,4 juin 2024,globalement satisfaite,3.0,family,1,"bonne ambiance, endroit convivial et coloré, accueil sympathique, plats à améliorer (plats chauds surtout), buffet pas assez pratique, trop haut pour les enfants (et les personnes en situation de handicap) et pas assez bien indiqués. Prix du brunch adulte de 42€ excessif surtout pour une personne avec petit appétit."
59,cl0chette93,cl0chette93,2 juin 2024,Une dinguerie !,5.0,friends,1,"Repas de retrouvailles d’anciens étudiants, Mama Shelter nous a accueillis et régalés, ambiance festive formidable !"
60,matcle2018,matcle2018,27 mai 2024,Faible qualité,2.0,family,23,"Le prix de 42e n'est absolument pas justifié. Les plats sont très moyens. Heureusement la gentillesse du personnel rattrape un peu.
Je ne reviendrai pas"
61,evelynebouaniche,evelynebouaniche,27 mai 2024,déçue cette fois ci,3.0,family,1,"nous avons été déçus par la variété surtout au niveau des poissons
les sardines étaient amères et aucun autre poisson dans le buffet"
62,titasiat67,titasiat67,27 mai 2024,Au top,5.0,family,1,"Dans l'ensemble nous avons passé un très bon brunch en famille, merci pour le staff en tout cas que j'ai trouvé vraiment disponible et accueillant. "
63,gabrielnoel2173,gabrielnoel2173,20 mai 2024,Au top !,5.0,couples,1,"De très bons cocktails, de très bon plats et une ambiance vraiment au top !! 
À recommander sans hésitation "
64,Catherine,KatherynJHG,13 mai 2024,Brunch remarquable !,5.0,family,24,"Brunch varié, un très grand choix et une très bonne qualité. On aime la déco, et le staff est toujours extrêmement sympathique. Je recommande vivement !"
65,souad152,souad152,12 mai 2024,Menu,4.0,friends,1,"Carte à améliorer 
Pas assez de salades
Dommage que le poulpe soit cuisiné avec du cochon
Agréable terrasse
"
66,joycedangelo,joycedangelo,12 mai 2024,Un moment mama fabuleux !,5.0,couples,1,Terrasse magnifique. Bon rapport qualité prix. Cocktail parfait! Mention spéciale pour le cocktail à partager mama ❤️ you et le poulpe ! 
67,Pauline J,paulinejL1206GJ,9 mai 2024,Excellent 👌,5.0,couples,3,"Bonne ambiance, bon plats savoureux et copieux, cocktails top, serveur agréable et très souriant. Nous avons passé une excellente soirée. "
68,annesophieDG120224,annesophieDG120224,6 mai 2024,À faire,4.0,family,1,"Un très beau buffet brunch à volonté. Cependant, quelques petits bémols pour ce prix là,le personnel reste peu accueillant et peu souriant.
 Pour les enfants il y a un super concept de Nanny dans une salle de jeu. Cependant ces personnes ne sont vraiment pas motivés m,ils ne se présentent pas et reste sur leur téléphone portable… Dommage! 

La qualité des plats et des desserts proposés est présente et varié
"
69,brossiermarie,brossiermarie,6 mai 2024,Excellent,5.0,family,1,"Très bon brunch avec un large choix original (comme des arancini à la truffe). Produits de qualité, service en continu et fluide, pas trop de monde donc agréable pour circuler. 
"
70,Alexia R,104alexiar,30 avril 2024,Top comme d'habitude,5.0,friends,4,"Nous avons passé un très bon moment entre amies au Mama et nous nous sommes régalées. 
Je recommande que ce soit entre amis, famille ou collègue."
71,melody19882024,melody19882024,28 avril 2024,Un super endroit,4.0,couples,1,"Un super endroit où nous sommes accueillisavec le sourire. Les buffets sont variés et tout donne envie. Un super moment très agréable et gustatif 
"
72,Departure03122456669,Departure03122456669,23 avril 2024,"Manger, Boire, tout est agréable au Mama Shelter",5.0,family,3,"Je suis venue avec ma sœur et nous avons passé un très bon moment.
Repas et verre dans une ambiance parfaite et cette déco j'adore !
Bon je suis un peu déçue de ne pas être repartie avec une des bouées :)"
73,GARDETTE S,gardettes,1 avril 2024,Très satisfaits,5.0,couples,8,"Nous y sommes allés pour déjeuner. J'ai pris une daurade et un fondant au chocolat (exquis), et mon mari un hamburger avec des frites.
Nous avons été très satisfaits. L'endroit est convivial et le personnel est très sympathique. Nous recommandons."
74,Maelane G,maelaneg2016,1 avril 2024,Un sans faute,5.0,friends,2,"Deco sympa, personnel accueillant et agréable, buffet incroyable, du choix, de la qualité. Rien à dire nous avons passé un super moment "
75,Serge S,V4580BOserges,31 mars 2024,Très déçu,2.0,family,1,"Nourriture sans saveur, rien à voir avec celui de Paris. Je n’ai pas trouvé un plat permis le buffet qui était vraiment goûteux. Ne mérité absolument pas les 42 Euros"
76,valseyn18,valseyn18,29 mars 2024,bien trop cher vu le contenu des assiettes !,3.0,friends,1,"Le staff était super, mais la qualité des plats était médiocre et donc le rapport qualité-prix est plutôt mauvais ! Je suis déçue..."
77,Compass15987013179,Compass15987013179,18 mars 2024,Incroyable,5.0,couples,1,"Lieu accueillant et équipé très appréciable. Le brunch est incroyable. Des bons plats avec une grande diversité. Aucune attente (service et plats). Lieu très bien aménagé.
Clairement notre top 1 des brunchs à Lyon."
78,angelagautier27,angelagautier27,18 mars 2024,Chaleureux et cosy  Ambiance très détendue  Large choix pour bruncher,5.0,family,1,"Chaleureux et cosy 
Ambiance très détendue 
Large choix pour bruncher 
Confortable et agréable 
Le personnel est très disponible, aimable et très gentil "
79,Sebp,s_bastienp364,18 mars 2024,Resto très bon et très agréable,5.0,business,2,"Nous avons passé un super moment. Le restaurant est agréable et fun. Nous avons très bien mangé, tout était très bon"
80,th0masl0pes,th0masl0pes,17 mars 2024,Super Dj Mixmadoz,4.0,friends,1,Moment magnifique le Dj Mixmadoz nous a régalé aussi bien dans le choix des musiques et que dans les mixes.
81,maegds,maegds,11 mars 2024,Sunday Brunch,5.0,couples,1,"Le brunch est juste délicieux. Le rapport qualité prix est incroyable, vous avez vraiment du choix. Le personnel est très agréable et l’ambiance est superbe. Je recommande !"
82,salimhoumoura,salimhoumoura,5 mars 2024,Valeur sûre vers jean macé,4.0,business,1,Bon déjeuner dans un cadre très agréable avec patio pour l’été. Service au top. A tester les cocktails le soir 
83,Violette Busalb,violettebusalb,5 mars 2024,Pas rentable,1.0,friends,11,20€ la planche fromage charcuterie dites (gourmande)… Le gruyère et le saucisson se battent en duel. Si encore il s’agissait de bon fromage qui valent ce prix mais non. Et les raisins sont pas lavé.
84,Cris_lyon_v,Cris_lyon_v,5 mars 2024,Un petit déjeuner copieux,5.0,business,1,Très bon petit déjeuner au Mama Shelter de Lyon. Le personnel est à l'écoute de vos besoins et font leur max pour le satisfaire.
85,ana_magn,ana_magn,4 mars 2024,Bon brunch,4.0,couples,1,"Diversité des plats incluant un petit déj, des entrées, des plats et des desserts. L'ambiance est top"
86,hafsaaboudou,hafsaaboudou,26 février 2024,J’adore cet endroit !,5.0,friends,1,"Le lieu est vraiment convivial et chaleureux. On y passe toujours un bon moment.
Bravo à toutes l’équipe."
87,martineleroy65,martineleroy65,25 février 2024,Rapport qualite prix moyen,3.0,couples,1,"Service trop rapide, les plats arrivent en même temps l’apero. Plats servis tiedes et aucune spécialité de lyon proposée a la carte . Cher pour ce que c’est. "
88,Perrine B69,Perrine-B-lyon,24 février 2024,Soirée entre copines,5.0,friends,11,"Soirée, cocktail repas et services au top
Un sélection sans gluten très appréciable (même dans les desserts)
Super serveur 
"
89,Angelique B,angeliquebC2617JX,24 février 2024,Soirée digne d'un sketch,1.0,family,1,"Soirée mémorable.. une vraie catastrophe. On a même cru qu'on était filmé pour un sketch.

Service à revoir!
La serveuse nous a servi un vin qui n'était pas celui choisi mais nous explique que c'est le seul mais nous l'avons remarqué qu'une fois servi car c'était un pétillant.
Elle nous a pas présenté l'ardoise, merci à la table d'à côté qui nous ont proposé de la consulter.

Après avoir pu passer commande nous avons pu avoir le temps de refaire le monde tellement le service a été long pour ne pas dire très très long.

Repas:
Pizza base blanche sans crème. Concept assez particulier, pizza sans sauce mais quand même décoré de quelque tranches par-ci par là histoure de couvrir cette beau pain-pizza. Pour aider ce côté très sec nous avons pu réclamer plusieurs fois une carafe d'eau qui pour ne pas dire était pas facile à avoir.. 
2 Calzone sans champignons servis bien entendu avec. Logique quand on demande de les retirer, c'est une chance que les personnes n'étaient pas allergiques..
Lasagne avec un morceau de quelque chose.. Peut-être espérons le, un brin d'aromatique ou est-ce une fève ? 

Bref à fuir, complètement à l'opposé des avis lu.
Heureusement que nous avons pu en rigoler mais totalement déçu de notre choix ça a plombé notre belle sortie en famille.

Il semblerait que la bouteille de vin a été offerte..heureusement c'est pas du tout ce que l'on souhaitait, mais on les remercie quand même pour ce geste.

Ce qui est sûr c'est qu'on va pas oublier cette adresse, non pas pour sa qualité culinaire mais plutôt pour sa catastrophe culinaire et son service atypique.

En vous souhaitant une belle continuation."
90,valerieavillach,valerieavillach,22 février 2024,Restaurant sympathique et services agréable,4.0,couples,1,Restaurant sympathique et services agréable je reviendrai avec plaisir malgré le prix un cher plats très bon 
91,Galvez21,Galvez21,16 février 2024,Un peu decu,3.0,couples,1,"Un concept intéressant, un service bon mais un réel manque de qualité sur les plats . Le rapport qualité-prix n'est pas satisfaisant.
"
92,Vertige69,Vertige69,15 février 2024,Parfait pour une soirée d'anniversaire,5.0,family,17,"Une ambiance chaleureuse et animée, une déco festive, du personnel à l'écoute hyper disponible...parfait pour un anniversaire 🎂 avec bougies et petite chanson du personnel ❤️
Merci 🙂"
93,RAPF99,RAPF99,9 février 2024,Chaleureux et cocooning,5.0,couples,1,"Restaurant de qualité, lieu très agréable et chaleureux et le service est vraiment super.

Les employés sont gentils, donnent aussi des bons conseils pour les repas.

Je recommande :) "
94,gapaulinevillers,gapaulinevillers,9 février 2024,Un plaisir,5.0,business,1,"Les plats sont délicieux ! Le staff est très agréable ! Le rapport qualité prix est parfait !
Mama i love you "
95,Trek723689,Trek723689,4 février 2024,Une expérience à renouveler,5.0,couples,7,"Un brunch varié et de qualité une incroyable diversité de plats de boissons et de desserts. 
Une équipe de salle dynamique et à l’écoute. 
Un prix certe plus élever que dans les brunch traditionnels mais complètement en adéquation avec la quantité la diversité et la qualité des produits servis. 
Merci à toute l’équipe du Mama "
96,jmattera2024,jmattera2024,3 février 2024,Soirée Anniversaire,3.0,friends,1,"Un moment convivial pour une soirée d’anniversaire entres ami(e)s, point positif sur le personnel et le lieu. 
Un petit bémol sur la qualité et les choix des plats proposés… gros bémol sur les verres à eau plein de calcaire qui représentent mal le standing du restaurant/hotel. "
97,Manolete,Lyonnais007,28 janvier 2024,bistro ambiance jazzy avec bonne cuisine,4.0,family,15,"bonne cuisine originale dans une ambiance jazzy de trentenaires détendus
pour une conversation tranquille et silencieuse, allez ailleurs"
