,user,user_profile,date_review,title,rating,type_visit,num_contributions,review
10,VALERIE G,valeriegN1304TE,26 octobre 2024,Un bon repas dans une bonne ambiance,4.0,couples,3,"Nous avons été très bien reçu même sans réservation.
Installés dans la salle du bas sur une grande table dans une ambiance très conviviale.
Le repas était bon, cuisine familiale  ; assiettes très copieuses.
Un big up pour les serveurs de la salle d’en bas à qui j’ai annoncé l’anniversaire de mon mari et qui ont fait une arrivée du dessert très réussie toute la salle a participé c’était super sympa merci encore pour cette bonne soirée !"
11,VALÉ 13420,VG13420,25 octobre 2024,Bof,1.0,couples,64,"Très bien reçus meme sans réservation. 
Nous avons apprécié la table partagée. Par contre, nous avons été très déçus par la qualité des plats que nous avons mangé. Il n’y a pas de quoi casser trois pattes à un canard. Le problème, c’est la note. 120 € à deux pour une qualité à revoir. C’est dommage."
12,salou l,saloul,22 octobre 2024,Pas mal du tout,4.0,couples,930,"Un accueil tout à fait charmant et aimable, c'est déjà pas mal.
Bien installés à une petite table ou deux voisines sont rapidement venues nous rejoindre pour de sympathiques discussions.
Le menu soyeux à 39€.
Un pâté croute très bon, très peu gras. La croute pas assez ""croutante"" peut être. Les œufs meurette pas cuits dans la sauce mais cependant très bons.
Ensuite, une andouillette superbe avec une belle et bonne garniture mais la sauce trop généreuse et pas à mon goût. La quenelle de brochet semblait bonne.
Les desserts, un baba au rhum pour moi, même si le gâteau ne m'a pas semblé être la vraie pâte à baba, c'était une vraie tuerie, un régal tout comme le nougat glacé. 
Un petit saint Joseph avec tout ça. Un bon moment, venez ici, ça en vaut le coup."
13,dubois-wittmeye... c,duboiswittmeyerc,5 octobre 2024,Piège à touristes Lyonnais fuyez !,3.0,friends,8,"Nous avions connu ce restaurant pour le déjeuner 
Correct et simple
Nous avons essayé le soir 
Accueillis à 7 au sous sol. Lieu agréable mais excessivement bruyant 
Apéritifs commandés je vois le serveur préparer des mini ballons pour les kirs  je lui demande aussitôt de mettre des verres  un peu plus grands et plus agréables  ( 6-7 cl), il accepte en se faisant légèrement prié 
À noter que le kir est tout prêt dans une bouteille 
Ma surprise a été lorsqu’on a demandé la note 13 € un kir c’est du vol  pour du blanc à 5 € le litre en cubi
Pour la nourriture  j’avais choisi un tête de veau
Quelle erreur je n’ai jamais mangé une tête de veau aussi mauvaise une tranche de 5 mm d’épaisseur avec un morceau de maigre gros comme une pièce de 1 €  (le reste que de la peau) dans un bouillon branlant  avec le vert le plus dur du poireau et quelques morceau de carottes  pas de pommes de terre bien sûr  le tout pour 24 € à la carte Quelle honte!
Le restaurant piège à touristes par excellence Dommage nous sommes lyonnais
Un conseil à éviter il y a nettement mieux à Lyon"
14,Fanny L,fannylC3001HO,28 septembre 2024,Un bon moment !,5.0,couples,4,"Un très bon moment !
Nous avons découvert ce resto à la sortie d'un spectacle, un peu par hasard... 
Un régal, un bouchon comme on les aime...
Une cuisine authentique, des mets de qualité et un service très agréable... Le tout pour un très bon rapport qualité prix. On valide et recommande!"
15,Harley Quinn,Harley0uinn,19 septembre 2024,Super expérience,4.0,friends,278,Je n’avais pas de réservation et on m’a demandé de partager la table. Il paraît que c’est le principe dans un bouchon. J’étais un peu sceptique au début mais j’ai adoré l’expérience. Très bon et super service par ailleurs
16,Fabienne R,224fabienner,7 septembre 2024,LE MEILLEUR DES BOUCHONS LYONNAIS,5.0,couples,19,"Très bel endroit, typique et chaleureux.
Le service est au top avec les serveurs souriants et professionnels.
Les plats sont tous excellents. Je recommande le saucisson brioché : une tuerie.
Rapport qualité prix très bien."
17,Michel G,T3664OFmichelg,2 septembre 2024,Très bonne expérience.,5.0,couples,2,"Carte variée, plats fins ou puissants, goûteux, copieux.
Personnel souriant, attentif, rapide.
Cadre vieillot juste comme il faut."
18,Cécile C,c_cilec790,28 août 2024,Service de mauvaise qualité !,2.0,family,1,"Première fois que nous visitions Lyon et que nous dînions donc un bouchon. Réservation pour 4 (2 adultes, 1 enfant et un bebe en poussette). 
En arrivant le patron nous place en terrasse (enfin sur le trottoir), nous demandons à être placés plutôt en intérieur pour bénéficier de la déco et l’ambiance « bouchon » mais il nous répond que si nous sommes à l’intérieur nous devons payer une place supplémentaire pour mettre la poussette … 
Nous restons en extérieur, aucun conseils sur les plats ils nous disent « on vous conseille tout » 
Apéritifs servit après l’entrée de mon conjoint après l’avoir réclamé 3 fois. 
Le serveur nous prend de haut lorsque l’on souhaite échanger « le jus de pomme » contre le sirop à l’eau du menu enfant. 
Les plats sont bons mais sans plus et le café gourmand qui est censé être « tres gourmand » était surtout mauvais. 
On nous y reprendra plus."
19,Isabelle C,M6858YXisabellec,21 août 2024,"Très, très bon bouchon",5.0,family,18,"Bouchon de qualité, loin des attrape-touristes du Vieux Lyon. Quenelles de brochet sauce homardine excellentes, aériennes à souhait. Salade lyonnaise généreuse et goûteuse avec de véritables lardons (gros morceaux de lard fumé). Personnel sympathique."
20,stephanie B,622stephanieb,11 août 2024,"Bouchon sans plus, serveurs aimables mais patron odieux ... dommage",3.0,family,36,"Heureusement que les serveurs sont serviables et sympatiques, cela rattrape la personne odieuse à la caisse qui a préféré gagner quelques sous en ne souhaitant pas nous compter un menu mais tout, selon les prix plus chers de la carte. Je lui ai indiqué et il n'a même pas souhaité me répondre. Dommage. C'est vil et totalement non professionel. Côté nourriture, les ravioles étaient noyées dans la sauce et le fromage, la quenelle correcte mais le paté maison pas dingue. Les desserts étaient bons. Avis mitigé. Un bon point pour le personnel."
21,Frédérique A,fr_d_riquea2017,7 août 2024,Rien de terrible,3.0,family,62,"Rien d’exceptionnel, le menu à 33 euros est bien élevé pour ce qui arrive dans l’assiette. 
Les ravioles trop salé, trop de sauce. 
Les desserts sont ni bon ni mauvais.
Déçu"
22,poppins0872,poppins0872,5 août 2024,Excellent bouchon 😋,5.0,friends,34,"On a aimé le cadre typique avec ses cadres, ses photos , ses citations mais on a surtout adoré la cuisine lyonnaise typique de l’entrée au dessert. Service rapide et ultra convivial 😊"
23,Olivier G,r0hdan,25 juillet 2024,Expérience culinaire et sociale au top !,5.0,family,33,"Une très belle expérience culinaire et sociale avec une équipe géniale : sourire, gentillesse, discussions et petites attentions. Je voulais faire découvrir à mon beau-frère la cuisine lyonnaise, la soirée a été parfaite. Merci beaucoup ☺️"
24,Sebdhr,Sebdhr,26 juin 2024,rencontre,4.0,solo,5,"Découverte pour moi d'un endroit sympathique, ou le serveur à prit le temps de m'expliquer, à ma demande, le lieu.
Les plats pour moi, était simples, mais traditionnels,  c'est ce que je recherchais dans ce genre de restaurant Lyonnais."
25,977blandiner,977blandiner,23 juin 2024,Très bonne adresse,5.0,friends,5,Un accueil très chaleureux dans un environnement typique qui ne laisse pas indifférent. Des serveurs plus que sympathiques avec beaucoup d'humour ! Bref une très bonne adresse !
26,Chambolle-Musigny,Chambolle-Musigny,7 juin 2024,cuisine traditionnelle au top,5.0,couples,646,"Bouchon très sympa dans le vieux Lyon. Un petit moment de panique à l'arrivée lorsque nous avons vu la queue alors que nous avions réservé pour le 2ème service, mais tout est bien organisé, l'attente ne fut pas longue et nous avons pu rapidement accéder à notre table. La déco est chaleureuse avec des inscriptions humoristiques et des photos. L'organisation est bien rodée, les serveurs plutôt cool, et la cuisine traditionnelle au top."
27,Claude J,claudej458,14 mai 2024,Soirée lyonnaise à oublier..,1.0,couples,1,"Très déçu, trop bruyant au sous-sol, et question gastronomie , les œufs en meurette très moyens et les quenelles également, donc un attrape touristes qui ne nous aura plus …"
28,13Sox,13Sox,11 mai 2024,Hum le bouchon Lyonnais,5.0,family,67,"Nous avons été très tres bien acceuillis par tous les serveurs. La carte est sérieuse et les vins sont parfaits. Seul hic, ils n offrent pas les digestifs. La gestion lyonnaise certainement !!!"
29,Mathieu L,G3828JUmathieul,10 mai 2024,Soirée parfaite,5.0,friends,13,"Nous avons passez une excellente soirée ! 
Une équipe et un serveur au top !
Le repas était délicieux ! 
Ambiance rapport qualité prix tout était la ! 
Nous y reviendrons avec plaisir !"
30,familyMons,familyMons,10 mai 2024,Gouaille et bonne cuisine,5.0,couples,167,"Accueil et service avec humour et sourire 
On partage sa table avec les autres convives pour une cuisine très généreuse et traditionnellement lyonnaise.
Les menus sont très -trop- copieux.
Le côté du Rhône au pot est moyen"
31,Bernadette V,bernadettev849,6 mai 2024,une pépite !,5.0,friends,46,"Nous sommes venus faire découvrir un vrai bouchon à des amis qui ne connaissaient pas, et ils ont été ravis !tout y est , l'ambiance, les vrais plats lyonnais, et le personnel charmant et plein d'humour!"
32,Dreamer21930157668,Dreamer21930157668,26 avril 2024,BONNE ESCALE,5.0,friends,6,"Accueil agréable,  cuisine gourmande et de qualité,  tres bon bouchon a saint Jean , prévoir de reserver car tres vite complet, a refaire"
33,booltj,booltj,21 avril 2024,Déçus,2.0,family,24,"De passage à Lyon pour les vacances, nous souhaitions connaître  sa gastronomie au travers d'un restaurant ""bouchon"" réputé par ses différents avis en ligne ou sur place.

L'établissement ne déroge donc pas à ses commentaires sur le personnel truculent, disponible et prévenant, le lieu n'est pas en reste et dégage une vraie philosophie familiale et conviviale.

Pour ce qui est de la ""gastronomie"", c'est autre chose. 119 euros à 3 c'est cher pour des mets plutôt fades ou insipides, des spécialités survendues alors que l'excitation du palais n'est pas vraiment au rendez-vous.

Les appellations sont aguicheuses, le résultat décevant : une terrine maison où on s'attend à retrouver celle du terroir, mais sans goût… ( ni dégoût donc). Un tablier de sapeur présenté comme des tripes de veau qui ne laissera aucun souvenir gustatif, si on ne met pas de sauce, mais plutôt de consistance sèche et caoutchouteuse.

Des desserts un peu plus relevés mais sans intérêt gastronomique.

Une cervelle de canut est juste une coupelle de fromage frais un peu plus épicée que le reste, très facile à réaliser chez vous.

Au final, une vraie déception, nous ne connaîtrons pas la gastronomie lyonnaise, ""particulière"" selon notre hôte, le temps et notre budget nous laisserons donc sur notre faim.

Ce n'est qu'un avis familiale et subjectif, exprimé lors du règlement de l'addition, je me permets donc de le poster (pour information, on peut, à priori'  ""payer avec tout"" c'est à dire CB et espèce...) malgré une tentative maladroite d'influencer mon jeune fils qui n'est pas dupe. Finalement pas d'opinion autre sur la gastronomie lyonnaise, c'est dommage, j'espère qu'elle mérite mieux.

.

"
34,sylvie H,905sylvieh,7 avril 2024,Un soir de monde ? Surtout plus ici.,2.0,friends,35,"Repas au sous sol où il fallait hurler pour parler à son voisin. Ceci dit, c'est surtout la cuisine qui est médiocre : saucisson brioché à la truffe frit dans de l'huile truffée..mais d'un gras total.. et le rapé de truffe masquait tout autre goût. C'est en fait la conception du plat qui est sans intéret : la brioche et ce type de saucisson, assez léger et délicat, ne supporte pas ce gra ste ces arpomes trop puissants. Triple raté donc : local, mode de cuisson et recette. 
Le plat de mon épouse, une salade lyonnaise, comportait des morceaux de lard sans âme et et très gras. Un morceau mal préparé donc, celui que nous faisons à la maison est autrement plus digeste :  elle n'a presque rien mangé, et le serveur a cru bon de se fendre d'une ""elle avait vraiment pa faim la petite dame !"" devant 30 personnes. Nous avons fui, un peu honteux, mais après avoir payé. A la question : tout s'est bien passé, j'ai tenté d'ouvrir la bouche, mais j'ai bien vu que le regard et l'attention était déjà tourné vers le snouveaux clients...décevant de cette profession difficile, et un attrape touriste, rien de plus ou de moins."
35,Kattia,Dreamer26920418419,2 avril 2024,Excellent !!!,5.0,friends,17,"Un déjeuner entre amis, tout était parfait !!!
Nous étions en bas sous les voûtes cadre magnifique.

L’ambiance, le repas et l’humour du barbu!"
36,Axelle A,623axellea,27 mars 2024,Typique bouchon lyonnais,5.0,family,41,"Typique bouchon lyonnais, plusieurs films y ont même été tournés.  La cuisine aux spécialités de la ville.  A goûter la quenelle, la salde lyonnaise et bien sûr le tablier de sapeur! Le personnel est sympathique.  N'oubliez pas de réserver!"
37,Tartine,Tartine_British,18 mars 2024,Bon moment mais un peu déçue,3.0,family,14,"Nous avons tous pris un menu et la qualité n'est pas autant présente par rapport à d'autres bouchons où nous sommes allés. Le service est très expéditif : annonce générale dans la salle pour ne pas se répéter à chaque table, la dernière cuillère de dessert terminée et on se retrouve déjà avec l'addition. Et beaucoup trop  de salade en accompagnement. "
38,Philippe D,PhilippeD999,11 mars 2024,Un bon bouchon …..,5.0,family,15,"Un excellent moment, avec un accueil typiquement « Bouchon », une table à partager, un serveur au Top de l’humour et une assiette copieuse cuisinée de belle manière le tout dans un cadre très agréable.
Ne passez pas votre chemin, c’est une bonne adresse."
39,Cedric,plyskyn,9 mars 2024,Un samedi soir à Lyon,3.0,family,13,"Un samedi soir à Lyon.
Nous avions déjà eu le plaisir de goûter aux plats et à l’ambiance de ce bouchon. Nous en étions ressortis très heureux et convaincus que nous avions vécu l’expérience d’un vrai bouchon.
Une réservation faite bien à l’avance, nous nous sommes retrouvés dans le caveau, au demeurant très sympa, mais très bruyant. Premier couac, on nous déplace de table parce que d’autres clients arrivent avec une poussette et que le lieu n’a pas la place pour, soit….
On nous remet les cartes, le choix est fait, et j’ai l’outrecuidance de demander si on peut commander, grave erreur. Toute la soirée le serveur m’a fait comprendre qu’on souhaite commander et qu’on ne demande pas pour commander. Une attitude franchement limite, durant laquelle on vous fait bien comprendre que vous êtes un touriste et que c’est un privilège d’être ici!
Au niveau des plats, une cuisine traditionnelle, très bonne, aux portions généreuses, mais concernant mon entrée pas assez chaude, je n’ai pas osé réclamer, tant le serveur était désagréable c’est dire….
En résumé, une expérience en famille mitigée par un accueil franchement pas bon, mais partiellement compensé par une cuisine typique et assez bonne."
40,Myriam G,G1468WFmyriamg,9 mars 2024,Bel endroit,4.0,friends,13,"Tres bel endroit, les plats sont typiquement Lyonnais. Tres bon service. Les prix sont un peu élevés mais la qualité le vaut bien"
41,Zaza60,Zaza60,9 mars 2024,Très bien !,5.0,family,15,"Nous avons déjeuné dans ce bouchon lyonnais en famille 
Les plats sont très bons 
On retrouve l’ambiance et la décoration des bouchons lyonnais
Le patron et personnel sont vraiment sympas !
Nous reviendrons sans hésiter !"
42,Fabienne L,FCLC,2 mars 2024,Excellent bouchon lyonnais !,5.0,couples,134,"Excellent choix de Bouchon Lyonnais pour notre première expérience à Lyon. 
Les plats, l'accueil, la bonne humeur du personnel et du patron, le décor nous ont permis de passer un excellent moment."
43,Tournef31,783cyrilc,15 février 2024,"Bon, mais éviter les pots",4.0,couples,40,"Cadre super convivial, ambiance bouchon, bouillon (tables partagées entre convives ne se connaissant pas), œufs en meurette, croustilles de boudin aux pommes, tablier de sapeur très bons.
En revanche, éviter les pots ( St Joseph bouchonné, côté du Rhône pas terrible).Ce sont des pots, pas des bouteilles, mais quand même, qualité à revoir à mon avis."
44,Sarah.R24,SarahhR24,14 février 2024,Bouchons typique,5.0,family,31,Seul bouchon nous accueillant après 21h.le personnel est super gentil et a l'écoute. Leurs plats sont bons. Je le recommande pour faire découvrir les spécialités local de Lyon !
45,Ville G,689villeg,11 février 2024,Au top,5.0,friends,12,"Accueil chaleureux, plats copieux, très bons bouchon lyonnais ! Mention spéciale au serveur Philippe plein d'humour 😉"
46,artemis,morganervln,3 février 2024,De très bons plats typiques lyonnais mais un service qui laisse à désirer,3.0,family,57,"Nous sommes venus ici en famille (nous étions 5) car nous avions de bons souvenirs de déjeuners passés dans ce restaurant, malheureusement, ce n'était pas toujours à la hauteur de nos attentes, du moins concernant le service.

Nous avions réservé par téléphone et on nous avait indiqué que nous pouvions venir à partir de 13h30, une fois arrivés, on nous dit qu'il fallait venir à 14h car il n'y avait pas de place. Un peu déçu mais bon, nous ne nous sommes pas arrêtés à ça et sommes revenus après une petite balade dans le vieux lyon.

Le reste du repas a été assez mitigé, même si l'ambiance de bouchon familial reste très agréable malgré le bruit, le service laissait à désirer. Nous étions forcés à commander assez rapidement et avec des serveurs pas toujours agréables dans la prise de commande ou même lorsque nous redemandions de l'eau, ils ne manquaient pas de nous faire comprendre que nous les dérangions.

Côté cuisine, les plats restent très bons, henrreux et typiques de la cuisine lyonnaise même si on a pu avoir quelques hics sur la température des plats servis, le fromage pas forcément assez fait ou un plat d'andouillette un peu trop crémeux. Mais soyons honnêtes, cela restait très bon et les plats de la carte étaient très alléchants.

Point positif à souligner : ils ont accepté notre petit chien tant qu'il ne dérangeait pas le passage, et lui ont même donné un peu d'eau dans sa gamelle.
(et bien entendu la cuisine maison goûteuse)

Moralité : de très bons plats malheureusement gâchés par un service peu aimable (cela reste tout de même l'un des meilleurs bouchons de lyon, pour la cuisine du moins)

Sur les photos : saucisson brioché, quenelle de brochet mi-cuit au chocolat"
47,Catherine C,Q3557GFcatherinec,30 janvier 2024,Repas en couple,1.0,couples,5,"En vraie lyonnaise, j’ai des références en bouchons lyonnais et celui-ci n’est pas dans les meilleurs : plats sans saveur, pas chauds ….bref , très décevant !!!  A éviter malgré un accueil sympathique"
48,tekapero,tekapero,21 janvier 2024,Magnifique,5.0,couples,155,"Très bel endroit Accueil dynamique et enjoué 
Le cadre est chaleureux 
Les plats très bons et variés 
L’esprit bouchon est bien présent dans le cadre les plats
Pensez à réserver"
49,Bubodu75,Bubodu75,14 janvier 2024,Magnifique,5.0,friends,232,"Endroit incroyable
Tout est là pour passer un moment chaleureux
Les plats sont à tomber
Le service très pro, efficace et très sympathique, et même très drôle pour certains.  
A faire absolument
Réservation plus que conseillée "
50,rolynephil,rolynephil,10 janvier 2024,Un vrai bouchon !,5.0,friends,215,Un accueil jovial mais respectueux. Une décoration simple mais dans l’esprit du bouchon lyonnais. Des mets traditionnels mais parfaitement réalisés. Une addition loin d’être salée. Bref cet établissement est loin des nombreux pièges à touristes du secteur ! Bravos
51,ARBORI,isabellefK2684GV,29 décembre 2023,Bon Bouchon lyonnais,4.0,friends,295,"Nous avons passé un bon moment dans ce bouchon lyonnais , l’endroit est typique .
Nous avions pris le menu à 37,90 , le saucisson lyonnais truffé était excellent ainsi que le filet de bœuf  sauce st Marcellin EXCEPTIONNEL , 
Seul le baba en dessert nous a déçu .
Accueil chaleureux , bon  rapport qualité prix ."
52,Grambois,Grambois,22 décembre 2023,Bouchon très agréable,4.0,friends,632,"Le décor est agréable , la carte est très complète nous avions pris des menus soyeux et tout le monde y a trouvé son compte .seul petit bémol , le baba au rhum est compact . Service enjoué et professionnel bon rapport plaisir /prix"
53,Catherine M,catherinemC1503YC,14 décembre 2023,Restaurant très chaleureux et excellents plats que demander de mieux !,5.0,family,3,Nous avons passé une excellente soirée en famille tout était parfait. Nous reviendrons avec plaisir.
54,Laura C,M5600CKlaurac,21 novembre 2023,Terrible,1.0,family,18,"Un bon repas gâché par le pire service de Lyon. Nous avons été autorisés à réserver une table en ligne à 14 h, mais on nous a dit à 14 h 05 que la cuisine fermait et que nous devions nous dépêcher de passer notre commande. Notre entrée et notre plat principal sont arrivés tous les deux en même temps, alors qu'ils éteignaient les lumières principales et nettoyaient autour de nous, fermant très clairement le restaurant. Ce qui aurait été un bon repas a été gâché par l'impression d'être pressé. Nous avons demandé s'il était possible de ne prendre que l'entrée et le plat principal, car à ce moment-là, nous étions pressés de finir et nous voulions partir. La serveuse qui nous a servis s'est clairement sentie gênée et embarrassée par son collègue masculin qui était totalement déraisonnable. Nous avons payé plus de 100 euros pour trois plats (3 personnes) et sommes restés moins d'une heure dans le restaurant. Nous avons été très déçus car on nous avait recommandé ce restaurant, et le service médiocre a gâché la qualité de la nourriture et de l'intérieur du restaurant."
55,FranSoiz,Soiz-BZH,21 novembre 2023,Génial ++,5.0,family,27,"Endroit typique et cuisine locale. Ambiance ""Lyonnaise"" comme on peut s'y attendre dans un bouchon. On y va un peu pour ça. Surtout réservez si vous ne voulez pas attendre + d'une heure dehors. La salle en bas est juste fantastique par son personnel, sa voûte etc. Son cognac y est également bon. Merci pour cet excellent moment !"
56,OlivierE,OlivierE38Fr,13 novembre 2023,Vaut le détour,5.0,family,37,"Bouchon typique, 100% des mets purement locaux, variés et d’excellente qualité 
Une équipe de serveurs et un Patron au top de top, merci à eux pour savoir ambiancer les services, tout en restant dans les limites de la courtoisie 
Un tout petit + cher que les autres restaurants alentours, mais ça vaut le coup 🔥
Réservation indispensable …"
57,ALAIN M,635alainm,7 novembre 2023,Typique lyonnais,4.0,friends,110,"Un très bel établissement typiquement lyonnais dans sa décoration et son ambiance. 
Très bon accueil et bon service. Des spécialités lyonnaises excellente malgré une réserve sur les desserts comme un caramel durci dans le fond du ramequin et une tarte aux pralines façon compotée…"
58,Juan L,juanlouke,1 novembre 2023,A ne pas raté,5.0,family,552,"Super bon
Service rapide et agréable 
Le patron très sympathique et plein d’humour…
Plat typique de Lyon 
2 menu  (32,5 & 37,90) et la carte 
Ambiance typique bouchon lyonnais 
Je conseille vivement ce restaurant"
59,Priscilla K,Prsclla_K,21 octobre 2023,Le vrai bouchon lyonnais,5.0,friends,19,"Le cadre est typique des bouchons lyonnais, un vrai plaisir pour les yeux et pour les papilles avec les ravioles du Dauphiné et la mythique cervelle des Canuts ! Une adresse que je recommande sans hésitation :-)

Signé
Les Cigognes"
60,LaChatteMasquee,LaChatteMasquee,13 octobre 2023,Bien placé et typique :),4.0,couples,883,"Un bouchon excellent avec un service courtois et des plats de qualité :)
La quenelle est excellente et la décoration rustique :)"
61,Franz C,594franzg,8 octobre 2023,Vraiment rien d'extraordinaire,2.0,family,4,"J'avais réservé une table pour 4 ce dimanche midi... on s'est retrouvé à la cave (pièce voûtée sans fenêtre). Service extrêmement lent, on y a passé 2 heures pour 3 plats (entrée/plat/dessert). Menu à 32,50€ pour tout ce qu'il y a de plus banal... pour la quenelle il fallait passer au menu supérieur ! Bref, très mauvaise expérience... on ne m'y reprendra plus"
62,Philou,philippelT4893ER,8 octobre 2023,Topissime !!,5.0,friends,27,"Magnifique endroit où la convivialité est de rigueur.
Plats excellent et une équipe au top !
Mention spéciale à Philou."
63,elricardo66,elricardo66,6 octobre 2023,Super ambiance avant France- Italie.,4.0,friends,35,"Repas très convivial et arrosé (avec modération évidemment) au déjeuner d’avant match. Toutes les tables communient pour une passion commune, le rugby. Le service est un peu débordé par le monde et l’ambiance mais est resté efficace et toujours souriant, la gastronomie lyonnaise est entrevue sans atteindre les sommets mais qu’importe, on s’est régalé."
64,Aurely69,Aurely69,3 octobre 2023,Belle expérience,5.0,friends,25,"Accueil chaleureux (merci papi), service attentionné et plats savoureux. Nous avons pris plusieurs plats pour découvrir les spécialités (saucisson brioché, quenelle …) Belle expérience culinaire !!"
65,xavier s,274xaviers,21 septembre 2023,Bonne table,4.0,friends,261,"Bon moment passé entre amis, service dynamique et agréable. Tous les plats sont fait maison et de qualité, seul petit bémol un peu cher pour le menu. "
66,Philou42330,Philou42330,10 septembre 2023,Bien déçus !,3.0,couples,309,"21 € pour une quenelle de brochet artisanale (à ce prix, heureusement !) accompagnée de riz (sans doute artisanal lui aussi), c'est trop cher ! C'était bon, d'accord, mais rien d'exceptionnel non plus. Service correct (on apprécie que moyennement l'humour du lieu) mais bien trop longue attente (1h) avec les excuses du serveur à la fin (quand même). Piège à touristes en somme."
67,Véronique M,v_roniquem3,9 septembre 2023,A eviter,2.0,business,2,"Accueil très désagréable poirb15 min de retard du coup longue attente finalement et même pas de second service après 
Rapport qualité prix oyen piège à touristes"
68,Nicolas R,NicolasR2677,8 septembre 2023,Une merveille,5.0,couples,31,"Top , le saucisson brioché délicieux et je ne vous parle pas de l’andouillette une tuerie trop bon 
Avec un baba noyé au rhum au top
Le tout avec un service agréable et rapide à refaire"
69,MelanieB88,MelanieB88,6 septembre 2023,Bouchon au top,5.0,family,12,"Toujours aussi bon !
Nous sommes retournés dans ce restaurant pour la deuxième fois à l‘occasion d‘un séjour dans cette magnifique ville de Lyon
Le restaurant est toujours aussi beau avec sa décoration chargée de photos et de citations.
L‘équipe est vraiment agréable et l‘accueil chaleureux.
La cuisine lyonnaise excellente."
70,Maude D,810mauded,6 septembre 2023,"Excellent Bouchon, au pied de Fourvière",5.0,solo,1,"Impeccable! Je laisse rarement des avis, mais alors là, ça vaut le coup! J'ai adoré l'expérience au complet, le proprio et son équipe sont parfaits."
71,Pauline,Popline39,4 septembre 2023,Génial,5.0,family,13,"Je recommande ce bouchon très typique 
Le personnel est exceptionnel, très agréable et accueillant 
Les plats sont également très bons"
