,user,user_profile,date_review,title,rating,type_visit,num_contributions,review
13,fouinelo,fouinelo,21 mai 2023,"Très bonne cuisine, mais déçue de l'attitude du chef...",3.0,none,6,"Nous sommes venues à 4. Je souhaitais faire découvrir la cuisine végétale gastronomique à ma famille non végétarienne. 
D'un point de vue gustatif, nous avons été ravies. J'avais demandé une adaptation du menu en végétalien pour moi, et cela a bien été respecté. Les plats étaient construits avec subtilité, intelligence et maîtrise. Les saveurs étaient équilibrées, relevées, assumées. 
Les différents serveurs étaient agréables et professionnels. 
En revanche, nous n'avons pas du tout apprécié l'attitude du chef. Au moment de régler la note au comptoir, nous étions en train de faire un retour positif au serveur qui nous demandait un classement de nos plats préférés. Le chef était juste à côté de nous, je l'ai salué en le félicitant. Nous avons eu en retour une attitude hautaine, froide, presque puérile au vue de son attitude avec les serveuses, sans aucune marque de remerciement et de respect envers nous. 
Nous sommes sorties du restaurant avec un sentiment très mitigé. 
Dommage. L'humanité, l'humilité, le partage et la générosité sont la base pour créer une émotion culinaire mémorable. "
14,Elodie E,Redflower88,17 mai 2023,"Une réputation de "" meilleur restaurant végétarien du monde "" qui n'est pas mérité.",4.0,friends,68,"Bonjour, étant végétarienne, mes amis m'ont offert ce repas dans parait-il le ""meilleur restaurant végétarien du monde "".
Cadre et service sympathique. Côté  cuisine, les saveurs sont exceptionnels (le plat crozet petits pois et une tuerie), mais quantité vraiment très petite (le dessert aux fruits rouges et sorbet groseille). Je ne suis pas une grande mangeuse et pourtant, je suis restée sur ma fin. Dommage. Il y a des restaurant bistronomiques ou gastronomiques, certes pas avec une carte exclusivement végé, mais avec des menus végé beaucoup plus travaillés que  celui qui nous a été servi au Culina Hortis (par exemple, le Trésom à Annecy)."
15,Keryann O,keryanno,22 avril 2023,Repas végétarien gastronomique,5.0,family,11,"Un excellent repas niveau gastronomique, tout végétarien, avec option vegan ou sans gluten si besoins
Des mélanges surprenant mais très bon, un personnel aimable "
16,Si_le_vin__,-SYLV20-G-,14 avril 2023,Belle découverte ! À refaire,4.0,couples,277,"Cadre cosy , tables espacées , accueil et service avec le sourire , repas bien fait ,  à refaire et a conseiller . Pensez a reserver"
17,lesroussel69,lesroussel69,25 mars 2023,Belle expérience culinaire,4.0,family,223,"Très beau cadre, bon accueil. On peut regretter ces tables en bois qui a mon sens ne correspondent pas à un resto gastronomique (75€ le menu unique). 10 mets différents composent le menu. Les portions sont à mon sens un tout petit peu justes mais dans l’ensemble j’ai trouvé que tout était très bon en bouche.  Belle expérience mais prenez le soin de réserver très a l’avance."
18,Annakim2006,Annakim2006,11 février 2023,Antipathique,3.0,friends,33,"Belle découverte culinaire. Recettes originales et créatives.
Mais l'attitude hautaine et prétentieuse des serveurs m'a gâchée la soirée !"
19,Christel37,Christel37,19 janvier 2023,Waouh!,5.0,none,136,"Nous avons mangé à 3 personnes dans ce lieu dont le cadre est magique!

les plats sont variés, équilibrés, surprenants!

Un vrai régal pour les papilles!

Les plats sont très petits, mais en fin de repas, nous étions repus.

Le service est attentionné, mais pas surfait. 

Juste une petite remarque, afin de plus varier le menu, nous aurions apprécié d'avoir un plat sous forme de tarte!"
20,Jo,Barreteam,29 novembre 2022,Très bien mais ...,4.0,couples,3,"Nous sommes allés dans ce haut lieu de la gastronomie végétarienne ce samedi 26 Nov 2022. Très bonne cuisine. Un point négatif : il est navrant de devoir payer 6 euros pour une bouteille d'eau (3€/ personne). L'eau a beau être faîte sur place, elle devrait être gratuite. Sinon, a recommander. J'ai enlevé 1 étoile pour l'eau."
21,margo,margodslv,26 novembre 2022,Un incontournable,5.0,family,43,"Ravie de ma visite, un joli restaurant avec des plages goûteux. Tout est végétarien c’est un plaisir, le service est rapide et tous les salariés ont le sourire. A recommander sans hésiter autour de soi."
22,Luciano,Convives2022,26 novembre 2022,Abus de superlatifs,3.0,none,3,"En résumé, joli cadre, bon restaurant, mais sans être ""l'aventure extraordinaire""... vantée à chaque service de plat. Amateurs de cuisine et végétariens, pas difficile pour autant, nous aurions pu revenir contents (sans être éblouis, ce n'est pas une obligation). Plus gênant, malgré l'indication que nous buvions très peu (nous étions partis sur un verre de vin) nous avons du faire face à une forte pression sur les vins,  sans information sur les modalités et sur les prix (même chose observée à la table d'à côté). Résultat : 70 euros de plus sur la note  au passage en caisse  sans parler de la carafe d'eau à 3 euros. Dans un diner d'amoureux difficile d'avoir à vérifier et négocier. On fait confiance... Au final, sur le chemin du retour l'impression désagréable d'avoir été pris pour des touristes. Moins de superlatifs dans la bouche des serveurs, moins de snobisme, plus de simplicité dans le service et de loyauté vis à vis des clients auraient permis de garder un bon souvenir de la soirée. Dommage."
23,Belgarath91,Belgarath91,11 novembre 2022,"Comme Bayard, saveurs et sans reproche",5.0,none,404,"Cadre agréable, service efficace et convivial.
Des saveurs multiples mais sans excés et les vins au verre parfaitement adaptés.
Mention spéciale pour le cocktail à base de Téquila et de figues.
Carpe diem chez Culina Hortus."
24,Jean pierre C,jeanpierrecG7239DQ,28 octobre 2022,Essai....et passe,3.0,none,27,"Excellent, c'est le commentaire qui domine. Sans doute au gout d'une intelligencia bobo sensible à la tendance actuelle. Pour ma part je reviens déçu. Je m'attendais à plus d'originalités dans la succession des saveurs, or celles ci sont souvent ressemblantes pour les 6 préparations servies et cela malgré la description pompeuse du serveur. Attention ne vous attendez pas à l'abondance!!! Ayez la langue légère !! Un des ""plats"" dans une grande coupelle était composé d'un grain de raisin coupé en 2 et d'une échalote ! Même en prenant son temps, en 2 bouchées c'est fini. Enfin le petit verre de vin à 10 ou 12€ .......
L'experience fut faite mais se renouvellera pas"
25,vaporevous,vaporevous,16 octobre 2022,Un régal,5.0,none,26,"Un régal, aussi bien pour les yeux que pour les papilles, des saveurs peu connues, une équipe en salle souriante et passionnée. Nous y étions pour le 1er soir du nouveau menu et c'était agréable d'être questionné par la salle sur nos avis et de les voir retransmis en cuisine."
26,Marie8765,Marie8765,14 octobre 2022,Merveilleux dîner,5.0,couples,125,"Nous avons eu le plaisir de venir dîner, un cadeau exceptionnel !
C'est raffiné, surprenant, recherché, délicat... Une explosion de saveurs ! Un moment délicieux...
Tout est sublime, le contenu et la présentation ! "
27,Canard,canarduck69,15 septembre 2022,Un moment suspendu,5.0,couples,17,"Un très bon moment passé dans ce restaurant. Tout est très bon, des mariages de saveur interessants. Le sommelier est très sympa, le service agréable. Belle déco. Nous avons tout aimé !"
28,mariebeuzelin,mariebeuzelin,19 août 2022,BEAU MOMENT,5.0,none,202,"Cadeau anniversaire de la part de mon fils ?
Un moment très agréable avec de belles découvertes ,
Un personnel de salle au top ,très sympathique et qui maitrise son sujet .

Nous avons tout aimé .

Un petit bonjour ,sourire ou hochement de tête de la cuisine serait le bienvenue en réponse à notre bonsoir   !"
29,Marceau P,MarceauPicpus,19 août 2022,Quasiment parfait,5.0,none,245,"Ce serait à peine exagéré si je disais que nous sommes venus passer un week end à Lyon pour manger dans ce restaurant.

Superbe carte. Cadre très soigné. Service impaccable. Prix très correct pour la qualité de la cuisine proposée. Nous avons passé un excellent moment et nous avons acheté le beau livre du restaurant pour le souvenir. Le chef est passé le signer à la demande du responsable de salle. 

Je me demande comment sa tête passe encore dans sa toque. 

Nous avons tout de même conseillé ce restaurant autour de nous."
30,Mariclor,Mariclor2,29 juillet 2022,Restaurant exceptionnel,5.0,couples,7,"Nous y sommes allés hier soir et je ne comprends pas comment une personne a pu poster un avis aussi négatif en y étant allé hier également...
Tout le repas était succulent, avec 10 plats tous très différents, des associations de saveurs intéressantes, une présentation attirante, des serveurs chaleureux, un cadre épuré et agréable et un accord mets/vins au top. Donc un restaurant que nous recommandons fortement pour une belle expérience culinaire. Dommage qu'il soit difficile de réserver un table car c'est souvent complet."
31,Larry,CoalmineCanyon,28 juillet 2022,RESTAURANT PRETENTIEUX !,2.0,none,18,"Cadre très beau, personnel obséquieux (4 fois on nous a dit ""soyez le bien venu !!!).
Explication ""précieuse""des plats par  le serveur. Côté cuisine, je salue le travail du chef mais au plan gustatif, les papilles s'endorment. Sur 7 plats goûtés un seul avec des girolles a pu éveiller un peu d'intérêt grâce à ce champignon délicieux.
C'est une expérience que je n'avais pas pratiquée jusqu'à présent, je ne le regrette pas si ce n'est que je me suis ennuyé du début à la fin. La cuisine doit être un plaisir, ce n'était nullement le cas.
Par ailleurs, si vos se glissent sur le texte ampoulé qui face au menu, ce restaurant se dit gastronomique (!). Oui au niveau du prix de 70€ ! le menu unique alors que vous dînez sur une table en bois poisseuse mal nettoyée…une nappe de tissu aurait été la moindre des attentions quand on se prétend gastronomique. 
Pour finir sur une note positive et pour avoir parlé avec le sommelier, il m'a prêté une oreille attentive et nous avons pu avoir un échange constructif et intelligent sur nos remarques. Merci à lui."
32,LAPUCEMASQUEE,LAPUCEMASQUEE,24 juillet 2022,Excellent et original,5.0,none,180,"Des goûts,  des textures, de la créativité.  Pas besoin d’être végétarien pour goûter leurs plats. Un pur regal. Et excellent rapport qualité prix au déjeuner."
33,Paqueriaud F,PaqueriaudF,22 juillet 2022,Remarquable,5.0,none,55,Accueil et service extrêmement aimable et attentif. Chaque plat est une surprise. L'épeautre grillé est une découverte. A refaire
34,kevinmael,kevinmael,14 juin 2022,Culina Hortus c'est que c'est bon !,5.0,couples,261,"Repas excellentisime. Les plats sont rafinés, particulièrement innovants et surtout succulents. Le service est impeccable. Nous sommes avons un délicieux moment."
35,leof2016,leof2016,10 juin 2022,Un déjeuner parfait !,5.0,couples,10,"UN DÉLICE !

Pour un dîner romantique nous avons pris la formule midi à 35€ en 7 services avec l'accord met à vin (pas sur la carte mais à la demande).
Tout était parfait ! Chaque plat une nouvelle découverte de saveurs. Et le sommelier fut à la fois de très bon conseil et particulièrement pédagogue. 

Nous reviendrons avec grande joie !"
36,Lovelyy_Eden,Lovelyy_Eden,9 juin 2022,Que dire …? Incroyable !,5.0,friends,15,"Premier resto gastronomique entièrement végétarien pour ma meilleure amie (viandarde invétérée!) et premier gastro a deux. Un très grand plaisir d’avoir partagé ce menu 7 pièces. C’était un délice. Énorme coup de cœur pour le pressé de pomme de terre et sa délicatesse ainsi que pour l’entremet au praliné de pignon de pain. 

Les cocktails étaient excellents et le service impeccable, le sommelier nous a fait goûter de super vins pour accompagner les plats. Gros coup de cœur pour le vin effervescent Éclipse de Romain Payre et pour le dessert fondant à la vanille, pistache et feuille d’or. 

Excellente découverte, nous y reviendrons avec un immense plaisir !"
37,Astcld,Astcld,6 juin 2022,Excellente adresse,5.0,friends,80,"Je recommande vivement cette adresse. Les plats sont de qualité et originaux, le service impeccable et l’ambiance chaleureuse. Nous avons très bien mangé, nous reviendrons!"
38,Lilou G,MarionG241,4 juin 2022,Excellent,5.0,couples,75,"Nous avons passé une excellente soirée. Tout était exquis, le service excellent également.

Merci pour cette soirée, cette simplicité d’une grande finesse."
39,Stan,StanGrj,5 mai 2022,Presque trop bon,5.0,couples,9,"Comme convenu (à en voir les avis et la réputation) le Culina Hortus est une pépite. Bien qu'en effet, en termes de budget, ça ne restera qu'une simple expérience ponctuelle à refaire avec parcimonie, la qualité des plats, le lieu, l'accueil, le VIN !, font de ce restaurant l'un des meilleurs. "
40,314567,314567,18 mars 2022,Un sans-faute. BRAVO !,5.0,none,134,"Le Culina Hortus est un restaurant végétarien et pour le flexitarien que je suis, cela laisse toujours planer le risque de manger insipide ou ennuyeux. 
Bien au contraire la cuisine est délicieuse, créative et variée ; un vrai régal pour les papilles et pour les yeux. Parmi les bonnes initiatives du restaurant, il n’y a, le soir, qu’un menu « au choix », si l’on peut dire. L’idée est excellente car pour qui n’est pas habitué à manger végétarien, le choix entre des plats dont on ne peut prévoir la saveur est difficile et peut vite devenir interminable. Là au moins on déguste sans se poser de question les DIX plats qui se succèdent avec très peu d’attente et force explication sur le contenu très élaboré de l’assiette. On pourrait juste trouver le menu un peu cher à priori (70€), mais franchement entre toutes ces saveurs différentes qu’on nous sert, la recherche créative dont il a fallu faire preuve pour élaborer la recette et le travail qu’il y a en amont de chaque plat, franchement cela les vaut. En outre le sommelier est là pour nous donner de judicieux conseil pour accompagner le diner.

Pour terminer le sans-faute, soulignons que le décor lui aussi recherché est très réussi et surtout que l’ensemble du personnel est remarquablement aimable et sympathique.

Bravo pour cette belle performance d’ensemble."
41,philippe m,B7510FPphilippem,19 février 2022,Excellent !,5.0,none,1,"L'accueil, la cuisine, les conseils pour le choix du vin, le service: tout était parfait ! On n'a qu'une envie en partant: y retourner !"
42,patricia n,460patrician,7 février 2022,Belle découverte,5.0,none,80,"Dans un cadre cosy et très bien rénové, des plats aussi beaux visuellement que goûteux. Les serveurs sont très prévenants. L'offre d'accord Mets & vins est très bien faite. desserts peu sucrés, ce qui nous convient particulièrement."
43,Mat M,871matm,6 février 2022,Excellent,5.0,couples,83,"Ce restaurant est une excellente découverte, de nombreux plats dans le menu tous aussi délicieux et originaux les uns que les autres"
44,Laurigan,Laurigan69,1 février 2022,Une belle découverte pour les végétariens (et pas que),5.0,couples,8,"Excellente découverte, nous nous sommes régalés. Les plats sont savoureux, très bien présentés, et très bien détaillés. La décoration et l'ambiance est chaleureuse et authentique. Le personnel est très agréable et d'excellents conseils. Nous y sommes allés le soir. Menu découverte avec 10 plats à 70€. Très agréable de pouvoir faire un restaurant gastronomique entièrement végétarien !"
45,Sarah J,sarahjlss,27 janvier 2022,Un vrai régal!,5.0,couples,12,"Très bonne découverte, même pour les non végétariens ça vaut le détour. Les sept plats étaient tous travaillés et savoureux et le service agréable et efficace. 
Ici pour fêter l’anniversaire de mon conjoint qui est vegan, ce restaurant était idéal! Les cuistots ont revisité les plats spécialement pour lui, ce qui restait tout aussi délicieux."
46,fatal69630,fatal69630,22 décembre 2021,Un sans faute,5.0,friends,55,"Nous partions réticents après la demande d'une empreinte CB pour la réservation et les relances précisant qu'en cas d'annulation ou de retard nous serions prélevés ou notre table cédée...puis l'accueil, le cadre chaleureux, la décoration sobre et moderne nous apaisent rapidement. Côté cuisine c'est un sans faute avec des plats soignés, savoureux et parfaitement assortis. Une cuisine fraîche, moderne et originale. On en ressort repus mais sans mauvais excès.Carte des boissons complète et variée. "
47,Claudia,cmjbor,18 décembre 2021,Ca allait,3.0,couples,2,"Belle présentation des plats, textures intéressantes les mêmes goûts  et ingrédients tour au long du repas, un peu trop de truffes. Les desserts laissent à désirer. Bon service au début qui se dégrade au fur et à mesure de la soirée. Nous étions deux nous en avons eu pour 170 euros avec 3 verres de vins. Nous n'y retournerons pas"
48,Christophe G,314christopheg,5 décembre 2021,Largement au niveau de certains restaurant étoilés,5.0,none,45,"Formidable découverte ! quelle inventivité tant sur le plan visuel que gustatif. Quand on voit ce que certains restaurant osent proposer en matière de plats végétarien ! La déco est magnifique et l'accueil est parfait. Un rapport qualité prix exceptionnel et de belles découvertes sur la carte des vins. 
Courrez-y avant qu'ils aient une ou deux étoiles (qu'ils méritent largement) et que le prix du menu double. 
Merci à toute l'équipe."
49,Ici et ailleurs,Ici-et-ailleurs5,14 novembre 2021,Notre premier végétarien !,4.0,couples,1,"Après qu on m ait parlé de ce restaurant, je me dis pourquoi pas : un gastro avec de nouvelles saveurs et un menu à prix abordable le midi. Banco je réserve !
Endroit avec une décoration soignée, peu de tables ce qui permet de ne pas être gênés par le bruit, du personnel en nombre un peu trop pressé pour moi (mais c est vrai que je mange lentement😁).
Concernant le repas : les deux premiers amusés bouchés et les deux desserts m’ont vraiment interpellés : pleins de saveurs et de textures ! Concernant les autres plats, le céleri a pris le pas sur les autres saveurs l’orque ce dernier était présent dans le plat et le plat à base d’emulsion de topinambour ne m a pas transportée plus que ça !

Concernant les petits moins :
25€ les 1,5 verres de vin : au vu des vins servis, cela ne mérite pas selon moi de les prendre, bien que cela nous ai permis de découvrir deux vins de tous les jours sympas. Le crémant n est pour moi pas du vin en tant que tel.
La carafe d eau plate est payante … 3€ au final pour une eau micro filtrée . J ai ri en voyant l addition
Et surtout la douloureuse ! 4€ la noisette et 8€ le double expresso ! J annonce que c est le café le plus cher que j ai jamais bu au resto et pourtant j ai habité paris !"
50,Nolwenn,nolwenna618,10 novembre 2021,Belle découverte,4.0,couples,4,"Le cadre est très agréable, calme et chaleureux. L'équipe de salle est à l'écoute. 
Le service s'enchaîne comme il faut et les plats sont remplis de créativité ! Belle découverte !
Ce restaurant vaut le détour"
51,kerGG,kerGG,3 novembre 2021,De la grande cuisine sous l’angle végétarien,5.0,couples,55,"Une expérience visuelle et gustative de très haut niveau, pourtant ce jour-là avec des légumes que je n’apprécie habituellement pas (…les carottes!)."
52,Océane J,677oc_anej,8 octobre 2021,Repas entre amies,4.0,friends,49,"Première essai pour nous 4 dans ce restaurant végétarien, décoration superbe 
Menu en 10 services .. très bon rapport qualité/prix
De belles associations avec de jolis visuels 
 
Je n’ai pas son prénom mais la serveuse est souriante et agréable 
De bons vins et le sommelier prends bien en compte les choix des clients
 
Bémol: un peu déçu par la pression du service et cuisine en cas de retard des convives"
53,Arkadia73,Arkadia73,6 octobre 2021,Le meilleur végétarien !,5.0,friends,195,"Nous avons passé un très agréable moment entre amis au Culina Hortus, aucune fausse note ! Personnel très pro et accueillant ! Un menu au rapport qualité/quantité/prix très abordable et étonnant ! Les saveurs sont particulièrement bien dosées et les plats raffinés, rien à dire ! Même si vous n'êtes pas végétarien, une très bonne découverte de cet univers en expansion ;)"
54,Likeablondy,Likeablondy,4 octobre 2021,Symphonie végétale,5.0,couples,124,"Un voyage en 10 étapes à travers une gastronomie végétarienne encore peu explorée.
Des surprises dans les saveurs, les textures, les visuels. La description en est impossible… Il faut le vivre ! 
Le service est au petits ognons. Le Sommelier adorable et très compétent. 
Je dois avouer que la petite attention discrète pour mon anniversaire m’a beaucoup touchée. Merci à eux. 
Nous reviendrons."
55,Elsa C,D7057OIelsac,22 septembre 2021,Excellent,5.0,couples,8,"Superbe expérience chez culina hortus qui nous a fait découvrir pleins de saveurs ainsi que des textures inattendues. Le service est impeccable, très professionnel et le cadre magnifique. Nous recommandons ce restaurant."
56,Mathilde L,T9765UUmathildel,15 septembre 2021,Quelle expérience !!,5.0,family,3,La cuisine végétarienne de Culina Hortus est raffinée et généreuse. Les plats sont surprenants et les associations végétales équilibrées. Le lieu est chaleureux et les serveurs qui y évoluent sont aussi accueillants qu’attentionnés. Merci de mettre si bien en valeur les végétaux de saison ! Nous reviendrons à coup sûr.
57,Bambou,bambou2717,12 septembre 2021,Belle decouverte,4.0,family,14,"Belle expérience culinaire ! 
Association des goûts intéressant ! 
Le service est agréable 

Le seul bémol : pas de source de protéines végétariennes, pas de travail du soja, des pois, … 
Ce qui en résulte des assiettes uniquement composée de légumes ou de graines, avec de plus faibles quantités que dans un gastro « traditionnel ».

Ce qui est intéressant est la découverte de nouvelles saveurs et travail des produits ! 

Un bon souvenir !"
58,danixx69,WDanelzik,11 septembre 2021,masques ? Et réservation sous contrainte,3.0,none,2,"Repas intéressant et service agréable. 
Juste trois remarques : 
1.les serveurs ( très gentils par ailleurs) ainsi que la plupart du personnel en cuisine ne portent pas de masque. Est-ce normal ? 
2. surprise d'apprendre de devoir payer 80 euros si jamais on annulerait la commande mois de 24 h à l'avance. Du jamais vu.
3. un verre de vin coûte 10 euros pour un repas à 35 euros. Proportion étrange .

Autrement, le repas est agréable et bon."
59,Gianni C,275giannic,6 septembre 2021,C'était exquis.,5.0,couples,77,"Quel divin moment nous avons passé au sein du Culina Hortus. Dieu sait si le végétal n'est pas notre dada, et pourtant, c'est avec beaucoup d'humilité et de curiosité que nous avons franchi les portes de ce palais gustatif. Bien nous en a pris. Tout est excellent, le lieu, le menu, le service. Dans les assiettes se joue un magnifique ballet entres des saveurs traditionnelles et lointaines, se surpassant les unes après les autres en subtilité et plaisir gustatif. Le vin, pauvres pécheurs que nous sommes, nous a emmené par sa rondeur et sa finesse, sur des chemins d'ivresse insoupçonnés. Le lieu, chaleureux et charmant, est une invitation à succomber aux plaisirs d'Épicure. Enfin le service, emmené par un bel éphèbe, nous accompagne dans ce voyage mémorable. Merci à vous."
60,Joris,Thisaelle,4 septembre 2021,Belle expérience !,5.0,couples,236,"1ère fois dans un restau végétarien ce samedi 28 août. Le sommelier est de bons conseils. Avons apprécié les excuses d'un des serveurs pour l'attente de la présentation des plats. Le menu nous a beaucoup plu : fleur de courgette farcie, risotto d'amarante.... et des desserts excellents! Allez y sans hésiter, vous ne le regretterez pas ! Merci à toute l'équipe, vous nous avez fait passer un bon moment ! Bonne continuation à vous tous !"
