,user,user_profile,date_review,title,rating,type_visit,num_contributions,review
44,Yves M,9yvesm,17 janvier 2023,Très agréable decouverte,5.0,business,4,Nous sommes venus à 8 dans le restaurant. C'est vrai que le choix d'entrées(2) et de plats (6) sont limite mais par-contre nous avons pris tous les différent choix à 8 et nous avons tous les 8 très bien mangé. Le service est rapide et ils connaissent bien leur métier. Bonne adresse à lyon
45,Nicolas,nerazzuro42,7 janvier 2023,Mais quelle adresse !,5.0,friends,673,"Super endroit ! Pas de chichi, du bon, du simple, du goûteux, tout ce au'on aime !
On choisit à l'ardoise, on commande rapidement, on est servi dans la foulée et on passe un petit moment de bonheur ...
Continuez ainsi ...!"
46,Progressier,Progressier,6 janvier 2023,Super-moment,5.0,family,49,La nourriture est parfaite et l’ambiance est chaleureuse. Je recommande le ‘rumsteak’ et les desserts!
47,Typic13,Typic13,26 novembre 2022,Malveillant,1.0,family,8,"Sous son nom de gentille grand mère se cache un restaurateur qui vous explique qu'il n a pas 20 secondes (resto vide) pour faire chauffer un pot de bébé. 
Pas très pro et encore moins bienveillant."
48,Emmanuel Q,EmmanuelQ,16 novembre 2022,Convivial et très bon !,5.0,family,143,"Les plats sont consistants et très bons.
Le service est rapide, les serveurs sont efficaces et souriants.
Cadre familial très sympathique !
"
49,Julien,gragage,16 novembre 2022,"personnel attentionné, parts généreuses",5.0,none,3,"personnel attentionné, parts généreuses, un restaurant très convivial, à deux pas de perrache sur la place carnot"
50,Corine R,317coriner,12 novembre 2022,Familiale et très conviviale,5.0,couples,1,"Nous avons passé une excellente soirée au restaurant Chez Micheline. Service rapide, très bon, rien à dire ! Des frites maisons excellentes et assiette très généreuse. Si vous voulez bien manger et un service de qualité, on vous le recommande !"
51,MathieuM127,MathieuM127,20 octobre 2022,Top,5.0,friends,104,"Excellent restaurant sur la place Carnot 
Le personnel est agréable , les plats très bons et copieux ! 
Œufs meurettes 
Quasi de veau , purée de patates douces 
Gratin de ravioles sauce forestière 
Rien à redire juste excellent moment passé la bas !"
52,GgDine,686g_raldinef,2 octobre 2022,Veille de semi et marathon,4.0,friends,1163,"Se trouvant juste à côté de notre hôtel, nous avions réservé pour le dîner du soir précédent notre course à pied.
Peut-être pas une bonne idée d’après le serveur les plats étant assez riches !
Bref nous nous décidons pour un gratin de ravioles A.O.C forestier (cèpes, girolles, pleurotes) délicieux mais effectivement très riches. Le canard à  l’orange et sa purée de pommes de terre et courgettes, et le rumsteck et ses frites.
En dessert quel dommage il ne restait plus de tarte au noix ! Du coup ce fût crème brûlée et ananas.
Malheureusement nous n’avons pas pu modifier nos plats car le chef était seul ce soir là d’après le serveur.
Au moment de l’addition, serveur très honnête car s’est rendu compte qu’il nous avait demandé plus que nécessaire.
Service sympathique, temps d’attente raisonnable.
Bon rapport qualité/prix.
Je recommande"
53,Peregrinasoy,Peregrinasoy,19 septembre 2022,Simple et sympathique,5.0,none,453,"Pour un repas sans prétention mais servi avec attention, un accueil agréable et des prix raisonnables.
Jolie déco, serveurs attentionnés."
54,K7322,K7322,14 septembre 2022,Copieux ! 😋,4.0,family,701,"Une carte restreinte mais des plats très bons et surtout très copieux !
Personnel très accueillant. 
Il faut réserver sinon vous risquez de ne pas avoir de table 😉"
55,Julien Thomas,julientL5463EP,11 septembre 2022,Une bonne soirée,4.0,friends,11,"Nous avons été bien accueillis, le personnel est très sympa et attentif aux besoins de chacun.
Le repas était bon, assez copieux cependant.
Nous avons passé un bon moment"
56,An'-Cé P,anc_p7,28 août 2022,Déjeuner rapide et savoureux,4.0,none,10,"Un accueil au top, des plats copieux et délicieux. 
Pour un déjeuner de travail ou entre amis, c'est une bonne adresse !
d'ailleurs n'hésitez pas à réserver, car c'est souvent complet le midi !"
57,Pascal B,pascalbX4880WA,1 juillet 2022,Très bonne table et accueil chaleureux,5.0,none,1,"Je ne suis pas de ceux qui laissent des avis en général, mais lorsque je vis un moment qui mérite d'être partagé, alors je prends le temps de dire merci. Merci au cuisto pour ces délicieux plats bien préparés aux saveurs délicates et à la serveuse qui nous a bien accueilli et servi. La terrasse dehors est un plus qui se savoure également comme le reste. Bien situé, sur une jolie place lyonnaise, n'hésitez pas à prendre part au festin si vous êtes dans les parages."
58,Sandrine,Pballs,19 juin 2022,Repas,5.0,friends,3,"Cuisine excellente,Acceuil au top, convivialité 
Magnifique moment entre amis.
Et grand merci pour votre Acceuil"
59,Constance,ReinedelAper0,11 juin 2022,Comme à la maison,5.0,friends,14,"Quelle surprise d’avoir découvert « Chez Micheline » ! Un accueil chaleureux dans un cadre instagrammable. Laissez-vous surprendre par le cocktail « Chez Micheline », parfait pour l’été. Poursuivez avec un plat estivale : brochette de bœuf sur un lit King Size de frites. Des serveurs attentifs et au petit soin !"
60,Hakan O,hakano798,14 mai 2022,Parfait je recommande,5.0,family,1,Très bon restaurant plats fait maison et très copieux et le serveur très sympathique et à l’écoute. Très bon rapport qualité prix je recommande fortement très bien placé merci pour cet accueil
61,QuandLappetitVa,QuandLappetitVa,7 mai 2022,Simple bon sympa et chaleureux,5.0,family,43,"Service efficace et très sympa, jolie carte et cuisine avec des produits de qualité. Une très bonne adresse pour un bistrot qui a du charme."
62,AnnaValentine,valentanna,22 avril 2022,Super adresse,5.0,friends,30,"Ce restaurant est une très bonne adresse 
Service rapide, cadre agréable et les plats du jour sont toujours très bons"
63,catherine398,catherine398,19 mars 2022,Topissime,4.0,family,19,"Accueil très chaleureux 
Ambiance calme 
Repas excellent 
Le seul bémol la carte est peu importante mais il vaut mieux maîtriser peu et bien 
Restaurant à faire sans aucun risque"
64,Julien C,julienc282,10 mars 2022,A fuir,1.0,friends,25,"Horrible, la viande est limite avariée. Vraisemblablement la chaîne du froid n’est pas respectée, ou les dates de péremption sont oubliées. Frites maison ok, mais si on part du principe que les patates sont pleines de  germes, ca ne serait pas une mauvaise idée de revenir au surgelé. Nous étions venues suite aux bons commentaires de ce restaurants. Nous ne recommencerons pas."
65,Valentin l,valentinl167,5 mars 2022,Merci Jackie et micheline !:p,5.0,couples,2,"Mes respect au cuisinier,on a manger comme des rois ! Les serveur aussi d'une accueil vraiment sympathique! Nous qui sommes de passage , Je recommande ce lieu !"
66,Marie-Christine C,320mariechristinec,26 février 2022,Une belle adresse,5.0,none,5,"Excellent repas hier midi Chez Micheline. Nous étions 4 et avons mangé 4 plats et desserts différents, chacun a rendu une assiette parfaitement propre malgré des plats très généreusement servis, signe que tout était excellent.
Et petit détail qui souvent, est le signe à notre sens des bons restaurants : les kirs et les cafés étaient eux aussi au top.
Enfin, l’accueil est au niveau du repas, charmant et chaleureux.
Nous avions bien fait de réserver car la salle était comble.
Merci Micheline !"
67,Cédric P,973c_dricp,23 février 2022,Une super adresse sur Lyon,5.0,business,2,"Je recommande fortement ce restaurant. 
L’ambiance est très chaleureuse et les serveurs sont au top. 
La cuisine est tout simplement délicieuse et très copieuse."
68,Antoine T,antoinet648,19 février 2022,Tellement agréable !,5.0,couples,4,"Je tiens à souligner dans cette courte rédaction les quelques points qui m'ont marqués.

L'accueil et le service fût d'une qualité que je considère aujourd'hui comme rare dans les établissements de restauration.

Très avenant sans pour autant être trop intrusif, le service fût très agréable !

Nous avons pu nous installer et être servis en l'espace de 5 min.

Je ne peux aujourd'hui juger la cuisine, mais en ce qui concerne le service et les boissons chaudes, ce petit moment fût très sympathique.

Merci à la direction et aux employés pour leur accueil très chaleureux.

Une adresse à ne pas louper dans le 2ème arrondissement de Lyon !"
69,JLQD,JLQD,18 février 2022,Arrivé à 14h pour un déjeuner...et accueilli avec le sourire,5.0,family,152,"Bon expérience dans ce restaurant non dépourvu de charme.
Une ambiance accueillante, des personnels charmant et des assiettes bien garnies...trop presque. "
70,Charlotte,charlottedW2260QJ,17 février 2022,Je recommande,5.0,solo,1,Excellent acceuil de toutes les personnes travaillant dans cet établissement. Les plats sont bons. Je recommande vivement!
71,Lucien,Lucien_Spennel,11 février 2022,Excellent,5.0,family,1,"Restaurant agréable et familial.
La nourriture servie est locale et très bonne.
L’ambiance est convivial et nous avons été très bien accueilli.
Nous recommandons fortement ce restaurant pour un petit repas en famille."
72,Ghislaine31,Ghislaine31,18 décembre 2021,Excellent,5.0,none,32,Encore merci pour votre accueil et la qualité du repas!! Viande excellente..tout était parfait ..merci et à bientôt..nous recommandons vivement mais pensez à réserver..
73,magali,970magaliv,14 décembre 2021,Excellente cuisine familiale,4.0,none,27,les plats du jour sont généreux avec une excellente cuisine familiale. Le cadre très agréable. Un plus pour la belle vaisselle de grand mère. Le service très sympathique. On vous accueille chaleureusement.
74,Alexandre M,alexandremO937UA,7 décembre 2021,Dîner au top,5.0,couples,1,"Accueil très sympathique ! 
Repas très agréable et très bien exécuté , frites maison excellentes parole de chti ! 
À faire"
75,Nicolas D,B6955TSnicolasd,5 décembre 2021,Découverte et déconvenue .,2.0,family,15,"Cadre lumineux et accueil sympa , tout s’annonçait bien ; tout s’est d’ailleurs bien passé , jusque nos séjours aux toilettes la nuit qui a suivi … notre salade au saumon gravelax  ne passait ni chez ma femme , ni chez moi (tous les 2 avions pris le même plat ).
Dommage . 😭"
76,Jenn39,930jenniferz,4 décembre 2021,Une vraie brasserie,5.0,family,93,"Une vrai brasserie à la française avec une pointe de tradition lyonnaise 
La cuisson du bœuf parfaitement respectée selon le choix ( pas si simple).
Mention spéciale pour les frites, des vraies, des bonnes. 
Simple, efficace et goûteux.
J’y reviendrais avec plaisir.
Petite salle, pensez à réserver !!!"
77,Virginie C,L4049PUvirginiec,2 décembre 2021,Des plats brasserie au top !,5.0,business,29,"Belle découverte et excellent rapport qualité prix. Des plats bien franchouillards, cuisinés comme à la maison, excellents.. Le personnel à l'écoute et très sympathique. Rien à redire !! On reviendra. "
78,zoldock,zoldock,29 novembre 2021,Bonne brasserie,5.0,couples,51,Tres bon restaurant les plats sont tres copieux et tres bien préparés le tout pour un tarif correct 12€ plat du jour avec un personnel agréable et un cadre sympa
79,Waltzer G,waltzerg,20 novembre 2021,Petit resto avec ambiance sympathique 👌,5.0,couples,28,"En w-d sur Lyon nous voulions un resto pas trop loin de notre hôtel à notre arrivée vendredi soir.
Nous avons trouvé celui ci.
Petit endroit fort convivial. Carte réduite pour des produits et plats de qualité.
Quelques entrées, 6 plats  sur le tableau et quelques desserts.
Le gratin de raviole aux champignons un régal mais ne comptez pas les calories 😁
Le seul bémol, mon magret de canard sauce à l'orange....c'était un petit morceau de magret et non un entier ou même un demi magret.....et pour un bon alsacien comme moi c'était un peu léger.....heureusement que j'ai choisi le gâteau moelleux aux chocolat, celui là il vous cale l'estomac 👍 La crème brûlée est superbe aussi. 
Personnel très sympa également 👌
Et les prix sont très convenables.
Je recommandd😃"
80,sylvie J,693sylviej,11 novembre 2021,Très bonne adresse,5.0,friends,20,"Restaurant extrêmement sympathique 
Serveuse très serviable 
Ambiance décontracté et repas excellent surtout la ravioli à tomber
Sans hésiter."
81,83delf,Trip49187557384,11 novembre 2021,"Excellente adresse, service rapide",5.0,friends,5,"Excellent bistrot sur la place Carnot, service rapide, plats copieux et très bons, serveur très sympa. Une bonne adresse pour déjeuner entre amies."
82,Laura B,LABEDG,4 novembre 2021,Topitop,5.0,couples,36,"Parfait, accueil chaleureux, repas excellent, service rapide. L'ambiance feutrée, le serveur est très sympa et à de bon tips pour lyon. Et le service continue l'après midi."
83,Amélie D,am_lied212,3 novembre 2021,Je recommande,5.0,friends,63,"Très rapide, très copieux et surtout très bon! Un choix de carte pour tous les goûts, et même un menu enfant.
Je recommande sans hésitation "
84,christophe b,strof33,26 septembre 2021,"Simple mais goûteux, et très agréable",5.0,business,39,"Simplement bon, simplement et agréablement accueilli, servis. 
Pour y avoir dîner 2 soirs d’affilée, cela semble la norme. 
Bravo"
85,Nicolas ML,nicolasmchl,19 septembre 2021,Belle adresse sur la place Carnot !,5.0,friends,492,"Très bonne adresse qui remplit pas mal de cases :
- cuisine de qualité et savoureuse
- service rapide
- des menus abordables
- une décoration sympathique
- deux terrasses sympathique dont une sous les arbres de la place Carnot."
86,guillaume25000,guillaume25000,4 juillet 2021,"Rapide, efficace, sympathique, très bon.",5.0,couples,32,"Très bon repas (boeuf mariné et gratin de ravioles forestier), personnel sympathique, service agréable et efficace. 
Je recommande"
87,Guenillette,Guenillette,2 juillet 2021,Très belle découverte !,5.0,friends,47,"Excellentes assiettes, apéro « le Micheline » excellent, serveurs très sympas, service rapide, endroit agréable. A recommander !"
88,Françoise L,fran_oisel744,2 juillet 2021,repas amical,4.0,none,46,"très bon restaurant : accueil très sympa, choix de plats, vraiment bien ; je recommande. Le seul défaut : un peu bruyant, on ne s'entendait pas parler et de plus, avec les masques !!!"
89,DeLyonFrance,DeLyonFrance,11 juin 2021,Chez Micheline,3.0,couples,18,"En terrasse, agréable. Carte simple et classique. Un peu cher. Plats bien préparés, service avec le sourire."
90,luciegimenez,luciegim,27 mai 2021,bon emplacement et bonne cuisine,4.0,family,185,"Super restaurant sur la place carnot ! 
Les tapas à partager sont très peu copieuse, par contre le plat l’est vraiment !! le rapport qualité prix est très correct, la terrasse est très bien placé le coin est super.
Je recommande"
91,Breizhcec,Travel08408709704,19 octobre 2020,Notre cantine quand on vient voir notre fille a lyon,5.0,family,4,"Une adresse incontournable à Lyon avec une carte simple mais excellente, des frites maison délicieuses. Aujourd'hui un saumon sur lit de poireaux avec un risotto : un vrai bonheur pour les gourmands que nous sommes.
Nous reviendrons lors de notre prochain séjour à lyon pour une 6ème fois sans soucis."
92,Ritchicloud,ritchicloud,5 octobre 2020,Très belle découverte,5.0,none,46,"Un bon restaurant Place Carnot, non je ne vois pas ?! Mais si ""Chez Micheline"" .
Il n'y a pas de secret lorsque le restaurateur et son équipe aime ce qu'ils font cela se ressent dès l'ouverture de la porte du restaurant à l'adition. 
Nous avons passé un agréable moment et surtout bien mangé (là est l'essentiel)."
93,Foodporn,Gastronome16,4 octobre 2020,Client regulié,4.0,none,22,"Je suis un habitué de l'établissement, le cadre et la décoration sont agréable et moderne. 
En cuisine le chef nous régal et les desserts de Nelly sont excellents et gourmands (surtout le fondant au chocolat).
Côté salle Max est toujours souriant et Flo se montre passionné en véritable maitre de maison. 

Petit bémol quant à la fidélisation client..."
94,Martine G,321martineg,23 septembre 2020,Très bon,3.0,none,48,Repas très bon mais un bémol pour le service oublié de lancer la commande de notre table donc attente très longue
95,bernard c,020857,5 septembre 2020,BON RAPPORT QUALITE/PRIX,5.0,none,20,"Accueil sympa,salades copieuses et succulentes,plats cuisinés avec des produits frais,desserts variés et cafés gourmands agréables,en résumé tout est bien."
96,Delia M,Delia-Mell,26 août 2020,Très bon,4.0,family,73,"C'est très bon et les produits sont frais. De plus, la déco est originale et soignée. Seul bémol : nous y sommes allés un soir où l'ardoise ne proposait pas grand chose... "
97,Lucille S,669lucilles,18 juillet 2020,Excellents plats du jour,5.0,friends,14,"Produits frais, simples mais cuisinés avec finesse. Très sud dans l'esprit : pâtes, risotto, légumes divers, huile d'olive "
98,Cloé D,cloe_d2401,9 juillet 2020,Excellent !,5.0,family,12,"Une nourriture fait maison, délicieuse, un rapport qualité/ prix excellent. Un personnel accueillant et un environnement chaleureux. Excellent ! Nous recommandons."
99,Polo,ppolo12,18 février 2020,"Très bon, je vais fréquemment",5.0,none,5,"Très bon, je vais fréquemment chez Micheline et je n’ai jamais été déçus.
La qualité et la variété des mets est satisfaisante et la cuisine y est bien faite. Un lieu calme faisant de la cuisine traditionnelle.
Je recommande "
100,Simon,Simon6907,12 janvier 2020,Belle découverte place Carnot.,5.0,couples,5,"Belle découverte place Carnot. Choix limité, gage de qualité ! Nous avons très bien mangé dans ce petit restaurant à la décoration vintage très réussie ! Prix raisonnables. 
Habitant le quartier, nous y retournerons volontiers ! "
101,piotrek,376pierreh,21 décembre 2019,Belle surprise,5.0,family,43,"En visite sur Lyon, nous nous arrêtons place Carnot et rentrons chez Micheline bistrot restaurant. Sourire à l accueil, au service, belle table. Andouillette a la moutarde très bonne et thon tataki excellent. Nous reviendrons. Merci pour l accueil, bonnes fêtes à tous. Beaujolais family."
