,user,user_profile,date_review,title,rating,type_visit,num_contributions,review
10,Explore44782513392,Explore44782513392,19 septembre 2024,Superbe adresse a découvrir !,5.0,friends,1,"Accueil souriant et avec une poibte d'humour, cadre convivial et chaleureux, cuisine de partage originale et pleine de saveurs!"
11,FORETZ V,foretzv,6 septembre 2024,Un restaurant à ne pas manquer sur Lyon,5.0,business,1,"Une soirée inoubliable dans ce restaurant si accueillant et tellement bon.
Un concept original où nous avons dégusté plusieurs plats.
Cette notion de partage autour de 3 plats froids et trois plats chauds est une super idée .
Ce mélange de saveurs et d’épices  dans les plats je ne suis pas prête d’oublier cet endroit.
Thomas le serveur était au petit soin avec nous, je le remercie.
À très bientôt 
Veronique"
12,Jean-Michel R,Jeanmi19,24 août 2024,délice lyonnais,5.0,family,15,"Ambiance très conviviale, plats extraordinaires (je conseille l'aubergine farcie) et raffinés, service au top
Il faut aller y diner absolument"
13,Sophie D,sophiedQ1391QF,21 août 2024,Succulent et sans chichi comme on aime,5.0,couples,4,"Des plats succulents à partager en amoureux ou entre amis et un accueil chaleureux . Les produits sont frais, les cuissons parfaites et les sauces hyper savoureuses. Une belle découverte, on revient très vite !"
14,joellem579,joellem579,15 août 2024,Exceptionnel,5.0,couples,3,"Excellent, tout était parfait,un personnel top .
Je n'ai jamais mangé un poulpe aussi bon
Les autres plats étaient tout aussi délicieux 
Un seul bémol ce restaurant est beaucoup trop loin de chez nous😁😁"
15,anthony k,anthonykQ3601XI,28 juillet 2024,Parfait!,5.0,couples,1,"Un très bon accueil, des plats savoureux et généreux avec une originalité du chef. C’était la deuxième fois pour moi au comptoir des cousins, il y aura une troisième !"
16,Brig,Brige76,20 juillet 2024,Découverte du poisson chez les cousins,5.0,solo,5,Toujours aussi contente de cet endroit que je recommande vivement. Cette fois ci j ai testé le poisson qui était parfaitement bien cuit juste cuisson accompagné d un risotto aux champignons avec un petit verre de rosé !! Je me régale
17,Cédric l,131c_dricl,11 juillet 2024,Très bon restaurant,5.0,business,4,"Un très bon moment à partager entre amis ou famille. Les plats à partager sont excellent. La poêlé de légume, un régal !
Merci. "
18,54HO,54HO,8 mai 2024,Un mot SURPRENANT !,4.0,friends,38,"Le concept de partage paraît curieux et pourtant il est très judicieux car chaque plat , de l’entrée au dessert a sa personnalité et pour ne rien regretter, il faut partager. Tous les plats sont inventifs, goûteux et délicieux. 
     Je suis peu dithyrambique car la cuisine à Lyon est de qualité. Mais là …..surprenante !
      Vous me direz si j’ai tord"
19,jojodere,jojodere,18 avril 2024,Il faut y aller !,5.0,family,71,"Vraiment TOP
Atmosphère , cadre et surtout cuisine :innovante , de qualité et très bon rapport qualité prix 
Un seul point faible : un peu bruyant !"
20,FamilleRM,FamilleRM,11 avril 2024,"Resto agréable, concept original",4.0,friends,193,"Très bon accueil
Concept original , partage des plats!!
Bon conseil des serveurs Très sympa, 
Cuisine originale, de France et d'ailleurs ....
Une mention spéciale pour la tarte au citron destructurée👏
Je conseille ce resto !!!"
21,Corinne D,868st_phaned,30 mars 2024,repas en couple,5.0,couples,139,Le restaurant est très joli sur 2 étages avec une partie vitrée au sol pour voir la cave. Accueil chaleureux et professionnel. La cuisine est assez raffinée avec de bons produits . C'est une belle adresse
22,accolay,accolay,26 mars 2024,Belle découverte,5.0,friends,766,"Une jolie salle
Un serveur au top
Nous avons dégusté pleins de plats différents...tout était exquis. Et de belles découvertes sur les vins de Bourgogne. 
Merci pour tout "
23,Brig,Brige76,17 mars 2024,Retrouvailles joyeuses,5.0,friends,5,Super moment.Très bon restau qui réjouit les papilles.Partager les plats nous a fait découvrir une grande variété de saveur.Bonne ambiance.Je recommande vivement.
24,Blanche B,199blancheb,16 mars 2024,A découvrir au plus vite,5.0,couples,1,"Nous avons découvert un très beau restaurant.
Nous avons goûté un plat par catégorie, c'était délicieux, petit bonus pour la tarte citron vraiment bonne !
L'équipe est vraiment au top ! Je recommande à 100%"
25,priscilla,FarAway56940906822,13 mars 2024,Belle découverte,5.0,family,2,"Tombé par hasard sur ce restaurant… ce fut une très belle découverte.
L’accueil est chaleureux, le cadre est simple mais cosy, les plats sont délicieux et les prix ne sont pas excessifs.
Le seul conseil que je peux donner aux gens  c’est d’aller le tester au plus vite."
26,michel G,Explore21455200571,13 mars 2024,découverte et précision.,5.0,family,6,"Entre excellence culinaire et convivialité, voyage et charme à la lyonnaise nous avons passé un excellent moment. Les serveurs  ont bcp aide à ce que l’on reparte avec le sourire. Nous reviendrons, à très bientôt et merci à toute l’équipe."
27,Clement C,696clementc,10 mars 2024,Convivialité et délectation,5.0,couples,2,"J'ai dû choisir, mais en vrai, je pourrais y aller en couple, en famille, avec des amis ou pour les affaires. Extrêmement bien reçus, je me suis régalé du début à la fin. Je ne suis pas du quartier mais j'y retournerai!
Merci à toute l'équipe pour cette soirée "
28,Louise A,P4228LUlouisea,8 mars 2024,Experience parfaite !,5.0,friends,1,"Incroyable expérience culinaire, les plats étaient délicieux! Si vous souhaitez vous regaler avec une cuisine recherchée et travaillée , ne cherchez plus, vous avez votre prochaine adresse! Et la gentillesse du personnel, un atout inestimable.
Une adresse lyonnaise incontournable!"
29,DayTrip40705511540,DayTrip40705511540,8 mars 2024,Excellent restaurant,5.0,friends,1,"Ambiance chaleureuse et raffiné, avec des petits plats variés et pleins de saveures du monde, merci pour le service exceptionnel et la cuisine qui réveille les papilles!"
30,Eva-lyon7,Eva-lyon7,7 mars 2024,belle découverte,5.0,business,8,Très belle balade culinaire entre différent pays du monde. Cuisine de partage recherchée avec une ambiance très familiale. Tout ce que l’ont cherche pour passer un excellent moment. Les serveurs sont compétents et savent nous conseiller comme il se doit pour accompagner nos plats de vins délicieux ou autre cocktail (comme le charteuristo). Le rapport qualité/prix est plus que convenable. A très bientôt chez les cousins.
31,nico,nicoh655,28 février 2024,Restaurant à revisiter,4.0,solo,87,"Beau concept que j'ai eu l'occasion de goûter lors de mon séjour professionnel.
Beau cadre et service très aimable.
Comme j'étais seul et que j'avais seulement pris un plat avec garniture sans dessert, la soirée était rapidement terminée pour moi dans ce restaurant.
Après une journée chargée, j'étais comptent de retourner à mon hotel
Un restaurant à retenir"
32,yann p,yannp987,23 février 2024,Formidable expérience,5.0,friends,35,"Tout était formidable accueil service plats rien à redire, tout est expliqué détaillé.
On ne force pas à la consommation mais les conseils sont justes.
Merci  nous reviendrons"
33,Lydiepet,LydP69,19 février 2024,La valeur sûre à Lyon,5.0,friends,5,Plats toujours exquis ! Original et très savoureux j'adore. Valeur sûre pour dîner à Lyon. Staff toujours sympathique
34,Sara B,sarabH57WH,16 février 2024,Bof,3.0,friends,1,"Nous avions déjà manger une fois et on n'a pas voulu rester sur une mauvaise impression donc nous avons réserver pour un repas du soir. Très bon service, le repas délicieux, le serveur, une perle mais on ne pas dire cela du patron (pas très commerçant par son attitude et ses réflexions), nous n'y retournerons pas !!"
35,Vincent,vincentvabien,9 février 2024,Belle découverte,5.0,couples,154,"Nous avons été positivement surpris de cette adresse. Nous testions un peu par hasard.
On ne regrette pas une seconde voir on recommandera à nos proches.
Allez y les yeux fermés "
36,misselo1,misselo1,8 février 2024,Concept à découvrir !,4.0,friends,137,"Salle sympa, il y a aussi une mezzanine pour les groupes ou grandes tables. Personnel TRES agréable, à l'écoute, efficace. Le concept de partage d'assiettes est étonnant et peut dérouter, mais nous avons justement voulu tester : cela fut très agréable (à 2). Un +++ pour l'assiette froide ""ceviche de mangue"" et l'assiette chaude ""poulpe à l'orientale"". Les accompagnements ""purée de patate douce et chorizo"" et ""risotto quinoa"" étaient bons mais en deçà (pas surprenants, pas d'épice ou de saveur originale). Cette quantité a suffi pour 2. En dessert, la ""tarte au citron destructurée"" était jolie et bonne. Très belle découverte de vin. Note un peu salée au final."
37,Virginie P,virginiepV2497UZ,23 janvier 2024,Excellente soirée,5.0,friends,4,"Une cuisine savoureuse au goût prononcé. Une décoration sympa. Un concept de partage d assiettes étonnant qui peut dérouter mais très agréable.  Merci au personnel sympathique, professionnel et amusant"
38,christophe m,christophemK7321GP,22 janvier 2024,Repas excellent,5.0,solo,2,"De l'entrée au dessert tout étaient excellents,  dans un cadre chaleureux et une équipe accueillante et sympathique,  je recommande fortement !"
39,1sirene,1sirene,14 janvier 2024,Super,5.0,friends,164,Endroit super. . Personnel très accueillant et sympathique. Repas excellents à partager à table. Très intéressant . A recommander absolument.
40,Fabrice V,92fabricev,30 décembre 2023,Super,5.0,friends,1,Nous avons passé une soirée agréable. Nous avons été très bien reçu. Le repas était excellent. Je recommande fortement.
41,Kerema664,Kerema664,28 décembre 2023,A recommander au dîner,5.0,family,239,"Excellent dîner avec des saveurs délicieuses aussi bien pour les entrées (sauces ++), les plats chauds (bœuf et travers très gouteux) et les desserts. Bref on s'est régalé.
On recommande."
42,Eleonore,eleo0512,23 décembre 2023,Excellent restaurant,5.0,friends,1,"Un très bon moment, une cuisine d'exceptionnelle. 
Equipe au top, très souriante !
Bon rapport qualité prix,je recommande vivement.
A très vite !
"
43,Rhum1,Rhum1974,19 décembre 2023,Un restaurant au top de sa forme.,5.0,solo,3,"Toujours aussi top de sa forme. belle accueil, les mets et plats sont réaliser à la perfection, un voyage culinaire. Une  belle carte des vins en adéquation avec les plats proposés. Pour les plats de ce soir, un  plus ++++ pour le poulpe, le poulet, le cochon et le Mac and cheese..

Une très belle adresse dans le 6ème. Mervi je reviendrais avec plaisir.
 "
44,Durand,Compass30197639463,14 décembre 2023,Parfait,5.0,family,1,"Une soirée parfaite. Un concept sympas et Convivial (plat à partager), une cuisine de qualité aux saveurs travaillées, un accueil sympathique et chaleureux.
Et pour couronner le tout des tarifs polis que raisonnable.
Nous y retournons sans hésiter"
45,Olivier R,olivierr760,9 décembre 2023,Partage,5.0,business,546,"Une belle découverte
Restaurant de partage on met au milieu et on divise  
Très bon concept surtout que tout donne envie 
Les saveurs nous font voyager et le service est jovial et fort sympathique"
46,Hugo T,hugot589,7 décembre 2023,Super,5.0,couples,1,"Très bonne soirée, restaurant parfait propriétaires hyper gentil et cuisine excellente merci beaucoup pour cette soirée !"
47,nidoc,nidoc,6 décembre 2023,Ça aurait pût,3.0,business,82,"Un menu sympa dans la capitale de la gastronomie, mais un repas en solo. Rien à dire sur le menu et les vins c'était attendu et cela fonctionnait bien . Seul, derrière un pilier sans architecture lumineuse, n'y allait pas dépressif ce serait la goutte de trop... pourtant des tables sympa à l'étage  et des fauteuil semi club au rdc qui m'auraient plût.  Au total une soirée gâchée sauvée par ma liseuse. Le personnel est sympa, infiniment dommage."
48,Annie B,I2171GFannieb,17 novembre 2023,Super,5.0,friends,4,"Moment super ,cuisine inventive goûteuse un vrai régal pour tous les sens!prix fort honorable au regard de la prestation  générale
Je recommande plus plus"
49,Sandrine B,sandrinebS3568GZ,12 novembre 2023,Soirée entre amis,5.0,family,1,"Très bonne soirée, cuisine originale et variée !
L’équipe est au petits soins !
Je reviendrai bientôt "
50,john v,900johnv,4 novembre 2023,Ambiance détendue et sympa,5.0,couples,162,"Effectivement les plats à partager sont très bons. Le service est bien rythmé et agréable. Si vous trouvez une place pour vous garer dans le quartier, vous aurez fait le plus dur, le reste sera que du bonheur."
51,bacchus74,bacchus74,11 octobre 2023,Excellent lieu de partage autour de mets délicieux,5.0,friends,225,"Excellent accueil et cuisine raffinée et goutue, nous avons passé un excellent moment de convivialité et de partage entre amis, arrosé de jolis flacons exceptionnels, je recommande à 200 ?%"
52,maxrvp20,maxrvp20,3 octobre 2023,Plats à partager,5.0,friends,928,"Beau petit comptoir niché dans le quartier des brotteaux. Concept d’assiettes à partager. Présentation des plats travaillés, les saveurs sont au rendez vous ! De belles associations surprenantes comme la vanille avec les joues de porc. Poisson à la dieppoise délicieux aussi ! Avons goûté l’intégralité de la carte, c’était très très bon ! Aucune déception !"
53,Mariju,602marieth_r_seb,14 août 2023,"Belle découverte, plats justes sublimes !",5.0,couples,61,"Quelle belle découverte que ce restaurant ! Petits plats à partager inattendus, pleins de saveurs extraordinaires, d épices , de sauces sublimes, d excellents produits cuisinés par de vrais professionnels de la cuisine, du rouget au veau confit , tout les plats étaient succulents et assez copieux pour des assiettes à partager ! N hésitez pas à réserver, ce n est que bonheur du début à la fin !"
54,Swiatek J,swiatekj2023,13 août 2023,TOP,5.0,family,1,"Un super endroit, je recommande! Nous avons passé un super moment en famille, accueil et service parfait"
55,Philippe L,W1593QMphilippel,1 juillet 2023,Un comptoir à découvrir absolument,5.0,family,3,"Un régal des papilles parmi la Diversité des assiettes froides et chaudes avec un choix d’accompagnement. 
Le service attentif et progressif permet un vrai temps de dégustation de chacune des assiettes délicieuses.
Merci les cousins ( et l’équipe) pour votre comptoir réservant plein de surprises gustatives.
Nous reviendrons et recommandons votre adresse"
56,Marc J,W8929MDmarcj,7 juin 2023,Une adresse incontournable à Lyon !,5.0,friends,2,"Plats meilleurs les uns que les autres, ambiance très agréable, patron trop sympa … allez-y de ce pas !"
57,Benjamin,Wistiti69,31 mai 2023,Excellente soirée,5.0,friends,7,Encore une fois un sans faute pour les cousins ! Du service à la cuisine! De la bonne humeur et des saveurs incroyables sont la recette d'une soirée réussie ! 
58,Manet G,218manetg,24 mai 2023,A découvrir absolument,5.0,couples,1,"Endroit très sympa. L’accueil pars les deux Cousins est tout simplement parfait et la cuisine est excellente.
Je recommande "
59,Marie-françoise P,mariefran_oisep793,9 mai 2023,convivialité,5.0,couples,28,"cadre sympathique,personnel trés sympathique,organisé.
cuisine excellente et originale à partager.
merci pour ce bon moment. "
60,Emmapuravida,Emmapuravida,23 avril 2023,Parfait !!,5.0,family,14,"Parfait. Personnel aimable, souriant , à l’écoute ! Ambiance chaleureuse , Plats délicieux , menu adapté à mon fils coeliaque de 5 ans !"
61,Dominique I,dominiquei826,20 avril 2023,"Si vous  ne connaissez pas et êtes curieux,  n'hésitez pas.",5.0,friends,1,"Cuisine très originale, de découverte pour nous.Avons beaucoup apprécié. Et avec un personnel très sympa. "
62,Charly,Charlisgood,18 avril 2023,Les cousins de la régalade,5.0,friends,3,"Une merveille gustative, avec un super service.
Mention special pour les asperges et le cochon.
Nous y reviendrons très vite 
"
63,Gianni,Nigg18i,14 avril 2023,Super expérience,5.0,couples,12,"Rien à dire, si vous cherchez un bon restaurant sur Lyon vous devez y aller. Service et nourriture au top. Très bon rapport qualité prix."
64,Claire-Anne D,977claireanned,13 avril 2023,Très bonne découverte,5.0,family,11,"Accueil sympathique, nous y avons dîné. Concept agréable de partage des plats. Beaucoup de saveurs. Une suggestion : une offre supplémentaire de légumes et d’un plat végétarien"
65,Clément F,397cl_mentf,4 avril 2023,Top adresse !,5.0,friends,8,"Super accueil, super cuisine, super concept. Un grand merci aux cousins pour cet agréable moment ! 

Nous reviendrons à coup sûr !"
66,cielo06,cielo06,27 mars 2023,Très jolie découverte,5.0,couples,19,"Nous avons tout apprécié. Le cadre, l'accueil, les plats, le principe d'assiettes à partager (originales, délicates, savoureuses, parfumées). Il ne nous reste qu'à revenir."
67,cece76600,cece76600,24 mars 2023,Excellent !!!!,5.0,couples,375,"Que dire …excellent 
Accueil 
Ambiance 
Assiettes 
Qualité 
Finesse des saveurs 

Il faut le vivre pour comprendre que ce restaurant est tout simplement au top assiettes salées et sucrées 
Nous y reviendrons avec grand plaisir et aussi pour goûter aux autres plats"
68,Stéphanie U,164st_phanieu,19 mars 2023,Une aventure au délice des sens,5.0,couples,1,"Un restaurant raffiné avec des plats qui mériterait largement une étoile ! Ambiance feutrée, service aux petits oignons et les plats sont succulents avec des produits frais et une belle carte de vins ! Très bon rapport qualité prix et les propriétaires cousins sont tout simplement au top! Je recommande "
69,Despat,patoudespat,15 mars 2023,Un immense plaisir,5.0,family,58,"Tout est divin 😋 j’ai adoré et ma fille aussi. merci 🙏🏻 une vrai surprise et quelle découverte nous reviendrons très vite, c’est certain 😉"
70,lyondxb,lyondxb,15 mars 2023,Parfait !,5.0,friends,2,"L’accueil était très chaleureux, les plats originaux et tous excellents y compris les desserts 😍
Un service très rapide malgré une grande table, de bons conseils au niveau des plats et des vins
Je recommande à 100%"
71,Romane K,romanek128,22 février 2023,Très belle découverte ! Je recommande !,5.0,friends,2,"Nous étions une table de 9, nous avons été super bien accueilli par l’ensemble de l’équipe. Nous avons d’ailleurs suivi leurs conseils sur le fait de partager les plats et sur la quantité à commander. 

Nous avons tous été très contents et satisfaits des plats dégustés, car c’est une cuisine originale raffiné et gourmande qui a su tous nous satisfaire malgré des régimes alimentaires différents et qui change des restaurants du secteur. 

Très satisfaite!!! Je recommande vivement!"
72,Londiche H,londicheh,21 février 2023,Excellent moment passé entre amis,5.0,friends,2,"Nous sommes venu en groupe d’amis (9 personnes) et nous avons été reçu comme des rois par Gauthier.
Les plats sont excellent et le conseil sur les vins l’est également.
Je recommande fortement"
73,stef,stefchris68,21 février 2023,En citytrip à 2,5.0,family,13,"En citytrip à 2 
A chaque passage c´est une nouvelle découverte !  Troisième fois pour nous. De passage à Lyon c'est l'endroit où manger!
Les papilles s'éclatent sous cette harmonie de saveurs.
 Agréables surprises. 
Et en plus, accueil très sympathique. 
Les prix valent le résultat.
Laissez vous tenter."
74,Chloé D,212chlo_d,13 février 2023,Parfait,5.0,friends,2,"Tout est toujours parfait ! Les saveurs sont incroyables et l’équipe est top. Je recommande vivement ce restaurant aussi bien en couple, qu’entre amis ou en famille"
75,LauP38,LauP38,12 février 2023,Idéal pour sortie originale,4.0,friends,216,"Ambiance conviviale. Concept sympa et assiettes copieuse. Repas à partager entre amis ...
Je recommande ce petit restaurant "
76,Eric38,eric3872,6 février 2023,Soirée étape à Lyon,5.0,business,13,"Très bonne découverte 
J’y retournerai avec plaisir mais cette fois ci à plusieurs pour plus de convivialité et pouvoir goûter encore plus de choses !"
77,Hélène,hljsn4,27 janvier 2023,Tout simplement excellent !,5.0,couples,35,Le comptoir des cousins est l’endroit parfait pour passer une bonne soirée et bien manger. L’ambiance est très agréable et le concept du partage des assiettes est super convivial. Tout est excellent des plats salés aux desserts. Les saveurs sont au rendez-vous et nous font voyager à travers le monde. C’est définitivement un des meilleurs restaurants de Lyon !
78,Lydie,LydieDSP,19 janvier 2023,Excellent !,5.0,friends,1,"Une ambiance conviviale et décontractée.
Les plats rivalisent entre plaisir des yeux et plaisir gustatif...Je vais être obligé de revenir pour goûter le reste de la carte pour mon plus grand plaisir.
Je recommande vivement"
79,Julien,Go47351963982,19 janvier 2023,La régalade,5.0,friends,1,"De passage dans la région lyonnaise, nous sommes tombés sur ce restaurant tenu par deux cousins fort sympathique et accueillant.
Très belle expérience culinaire avec des plats raffinés et très bien travaillés.
Nous recommandons vivement.
Merci encore pour ce bon moment."
80,Kif,kif82,12 janvier 2023,Génial,5.0,couples,4,"Mon resto préféré sur Lyon !
C’est excellent, c’est frais, c’est inventif bref ce resto est une pépite !  
Allez-y les yeux fermés, vous ne le regretterez pas"
81,Ghis,ghis123456789,29 décembre 2022,Super restaurant,5.0,couples,6,"Nous sommes de passage sur Lyon, ce restaurant est succulent, les plats sont raffinés et les serveurs sont agréable et le service est rapide."
82,Cleolis,Cleolis,23 décembre 2022,GENIAL! Un super duo de cousin cuistot commerçant!,5.0,none,6,"Le repas était excellent avec un concept de partage différent et très agréable! Une cuisine très fine, un travail soigné et des saveurs vraiment bonnes."
83,remi c,remicellier695,13 décembre 2022,EXTRA !,5.0,none,2,"Accueil chaleureux et intérieur très sympathique, ce restaurant propose une carte peu commune mais EXCELLENTE du début jusqu'à plus faim ! Je vous recommande ce restaurant AU PLUS VITE !"
84,Jean-Michel R,Jeanmi19,10 décembre 2022,Succulent,5.0,friends,15,"Bravo au chef de pouvoir créer des plats avec autant de saveurs et d’imagination 
Le service en salle est de bonne facture, décontracté et professionnel 
Il ne faut pas manquer cette adresse"
85,Nicolas N,nicolasn354,25 novembre 2022,Très joli moment,5.0,couples,4,"Très bon, bonne ambiance, le concept des plats partagés est parfait pour un repas en couple. Nous recommandons chaudement. "
86,Marc G,M6767HYmarcg,22 novembre 2022,Très belle découverte,5.0,business,4,"Déjà de l’extérieur le lieu est attirant. L’accueil est chaleureux et le personnel sympathique et attentionné. Le concept d’assiettes à partager contribue à créer une ambiance conviviale. Les mets sont délicieux et très bien présentés. Cuisine originale et inventive. Le tartare de saumon à la japonaise est succulent, les moules froides sont délicieuses et graphiquement très agréables et le poulpe cuit à basse température est excellent. Les desserts sont également très joliment présentés et délicieux. Le tout accompagné de bons vins au verre justement conseillés par le serveur.
Très belle découverte. Je recommande vivement."
87,Patrick B,Brig160862,19 novembre 2022,Excellent !!!,5.0,none,8,"Un accueil des plus chaleureux. On a été ravi de revoir Gautier Renard !!! Une cuisine faite maison, saine, bien dressée et goûteuse faite avec des produits frais. Un formule original avec des plats à partager. J'ai particulièrement apprécié le poulpe cuit à basse température. Un service rapide et efficace. Bref, l'équipe est au top et très pro. Je recommande."
88,Al a Torino,AlaTorino,15 novembre 2022,Magique !!,5.0,couples,62,"Plats; créations, présentations, cuissons, saveurs, conseils du chef, service, tout absolument à la hauteur,  voire au delà de notre attente à la lecture des nombreux avis. Un sans faute de A à Z.
Mille mercis."
89,nelliedle,nelliedle74,7 novembre 2022,Succulent❤️,5.0,couples,75,"Restaurant chaleureux, cosy et convivial, très bien agencé.
Le repas fut un pur délice, une explosion de saveurs dans les assiettes, accompagné d’une présentation soignée.
Le service fut impeccable, serveurs très sympathique et plus que renseignés sur leurs produits.
Nous conseillons et reviendrons sans hésiter ! 
Merci pour cette excellente soirée ❤️"
90,Celiendubourgy,218celiend,31 octobre 2022,Au top!,5.0,family,2,Un repas au top! Le tataki est a tomber! Gauthier est au top l'équipe de cuisine formidable rien a redire!
91,Céline A,Trail536593,23 octobre 2022,Superbe expérience culinaire,5.0,friends,1,"Soirée entre amis magnifique 
Le repas fut très agréable : le tataki de bœuf était juste à tomber ! Le poulpe une tuerie et le ceviche de mangue tout simplement renversant !!! 
Véritablement une belle expérience culinaire ! 
Merci à tous pour cette magnifique soirée …"
92,Apolline Guerin,Apollinegrn,19 octobre 2022,Incroyable !!,5.0,none,3,"Déjà plusieurs visites au Comptoir des Cousins à mon actif, je n'ai jamais été déçue. Enorme + pour le Poulpe, le Tataki et le Ceviche. Les serveurs son très agréables, ils savent nous conseiller tant au niveau des plats mais aussi pour les vins. Les cocktails maison sont délicieux. La salle est belle, propre et agréable. 
Je reviendrais encore et toujours au Comptoir des Cousins !"
93,Gaëlle D,25ga_lled,19 octobre 2022,Super resto !,5.0,couples,35,"J’ai tout aimé ,
L’ambiance , la déco , le service et surtout je me suis régalée du début à la fin ! 
Resto que je recommande !"
94,MarieG-3578,MarieG-3578,18 octobre 2022,Je recommande,3.0,friends,38,"Bon restaurant que je recommanderai à des amis, certains plats avaient des sauces qui prenaient le dessus sur le poisson/viande.

Le service était au top avec des serveurs agréables.

Bémol sur le dessert au citron qui mériterai d’être à 100% fait maison !"
95,Martine M,martinemR1714JW,13 octobre 2022,Courez-y!  Sans hésiter!,5.0,family,3,"Découvertes et saveurs sont au rendez-vous!

Des plats à partager, ce qui permet à chacun de déguster cette cuisine toute en subtilité et fraicheur,
Des entrées aux desserts, en passant par des vins de qualité.

Service à la hauteur de la carte, chaque plat est présenté avec passion, ce qui ne peut que mettre l’eau à la bouche avant de déguster!!…

Quant à l’équipe, elle est au top!
Souriante et dynamique."
96,Roucairol,Roucairol,8 octobre 2022,Sympa mais à adapter aux nombres !,4.0,family,270,"Bonne cuisine avec des saveurs très agréables. 
Les plats sont proposés comme des tapas, les assiettes étant plutôt mesurées le concept fonctionne pour un couplé.
A six, il est préférable d’avoir toutes les assiettes en même temps, même si les saveurs sont différentes. 
Les tapas étant eux servi ainsi, ça évite des temps d’attentes trop longs.......
A découvrir !"
