,user,user_profile,date_review,title,rating,type_visit,num_contributions,review
10,Laetitia M,472laetitiam,27 décembre 2024,La déception…..,2.0,family,45,"Mais où est passé la Brasserie Georges ??? 
Pour y avoir été plusieurs fois les années précédentes sans aucun problème, nous avons été plus que déçus cette fois-ci.
Commençons par l’attente à l’extérieur puisque nous ne pouvons pas réserver : 1h
Ensuite, une fois rentrés, nous attendons encore 5/10 minutes vers le bar.
Passons à table : serveur/maitre d’hôtel désagréables, on nous prévient que la deuxième carafe d’eau est à 250€…..même si c’est de l’humour, on a compris la leçon, on n’en demandera pas plus.
L’entrée arrive vite mais les plats……..pffff……c’était long, très long, trop long. Je n’avais plus faim à force d’attendre……
Ma choucroute de la mer n’avait rien d’exceptionnel alors qu’elle l’était à l’époque. Avec deux minis morceaux de poissons, c’était pas génial.
Mon conjoint a pris un magret de canard et il s’est retrouvé avec deux morceaux….il me semble qu’on appelle ça émincé de magret dans ce cas et pas magret, surtout vu le 
prix. Bref….
Arrivés à 12h, on est ressortis à 15h30.
Plus jamais."
11,Eric G,G9511XQericg,25 décembre 2024,Parfait !,5.0,family,95,"Nous avons déjeuné le 25 décembre à la brasserie et nous avons été comme toujours enchantés par la qualité des plats proposés, l’ambiance brasserie de ce lieu iconique lyonnais.
Merci."
12,Sevbet,Sevbet,23 décembre 2024,Pas à la hauteur de sa réputation !,3.0,friends,6,"Invités par des amis qui avaient réservé un salon, première surprise : nous étions dans la salle, sans excuse ni justification.  De bons plats, mais des serveurs très désagréables... c 'était la 1ere fois pour moi, mais pas pour mes amis: conclusion: nous n y retournerons pas!!!"
13,davidlee976,davidlee976,22 décembre 2024,EVITEZ !!! AVIS a toute les personnes agees et au personne a mobilite reduite (meme temporaire).,1.0,family,2,"Nous etions clients depuis des decennies. L'accueil a l'entree par Corentin (ambiance videur de boite de nuit) autant que par le maitre d'hotel nous a choque. 1 personne en situation de mobilite reduite suite a une intervention et deux octogenaires. Reponses des deux personnels: Nous ne sommes pas medecins. Et les octogenaires attendront dehors. Nous sommes reparti, et ne reviendront plus."
14,Brubru69002,Brubru69002,21 décembre 2024,Pas d’avis.,3.0,family,116,"Nous avons tenté de réserver une table à 4 reprises 3 à 4 jours à l’avance.

On nous répond systématiquement que nous devons venir sur place et attendre qu’une table se libère.

Il y a d’excellents restaurants à Lyon, bien heureusement…."
15,migraniers,migraniers,19 décembre 2024,le côté sombre de la brasserie,2.0,couples,201,habitué a cet établissement nous avions réservé une table pour diner. la table qui nous a été allouée est la pire de la brasserie. première table à droite à portée de main des portes et du froid. par ailleurs c'est la sortie des serveurs qui n'arrêtent pas de se croiser de courir etc... pourquoi ne pas supprimer ces quelques tables qui font passer une soirée horrible! rentabilité absurde quand tu nous tiens....
16,Cécé,mat_ce_91,19 décembre 2024,Très Décevant,1.0,family,16,"Nous sommes des inconditionnels de ce lieu depuis des années ! Nous y allons à chaque fois que nous sommes sur Lyon. Faire la queue ne nous derange pas, ça fait partie folklore !
Mais cette fois, l’accueil a été lamentable pour la file d’attente. Nous avons fait demi tour !"
17,Charlotte F,N614RWcharlottef,15 décembre 2024,Un indispensable de Lyon,4.0,friends,21,"C'est une institution à Lyon ! Le cadre est magnifique et les plats sont parfaits.
Le service est très professionnel et malgré l'affluence on nous laisse le temps de diner tranquillement. Le tartare est incroyable ! 
Un petit bémol cependant, l'attente les vendredi et samedi soirs est de plus en plus longue (arrivés à 19h30, nous avons eu la table à 21h - nous étions 5)"
18,Escape799856,Escape799856,15 décembre 2024,Déçu impolitesse et réflexions désagréables,1.0,friends,1,Hier soir nous étions 6 amis le chef de rang QUANTIN son serveur Amed se sont occupé de nous beaucoup de réflexion désobligeantes demande 3 à 4 fois la même chose se montre désagréables mes amis qui sont de la Drôme ne reviendront pas chef de rang Quantin carrément désagréables impoli fortement déçu de notre soirée
19,LAGREVE,LAGREVE,11 décembre 2024,De l'attente mais quel plaisir,5.0,couples,3,"De l'attente afin de rentrée dans ce restaurant. Normal pendant la fête des lumières 
Mais cela valait le coup

Très beau restaurant avec une cuisine élaborée, pas trop excessif et un personnel très agréable
Je recommande"
20,19Eric57,19Eric57,9 décembre 2024,Pas toujours au top....,3.0,couples,2558,"En pleine ""Fêtes des Lumières"", l'endroit qui a l'habitude d'être généralement bondé, est littéralement pris d'assaut. Malgré l'afflux de clients, le service se réalise plutôt bien, dans la bonne humeur et avec respect des clients et ce, même sans réservation. Ce n'est pas ma première visite et c'est même un restaurant que je connais bien. Si la choucroute du pêcheur était conforme à celle habituellement servie, le saucisson lyonnais m'a semblé différent de mes autres expériences. Servi en moindre quantité avec sauce et écrasée de pommes de terre dans une seule assiette où tout se mélange, le produit ""trop cuit"" me semble-t-il, ne me laissera pas le même souvenir que les autres fois. Mais cela ne m'empêchera pas de revenir..."
21,Marc T,M9581PTmarct,9 décembre 2024,Attention... Mais ce n'est qu'un faux pas..,3.0,family,102,"Accueil de m., il faut se taper une demi-heure à une heure de queue dans le froid, pas possible de réserver!
Placement efficace, on est bien assis, attention, le marathon commence. Dès la carte de menu fermée, le garçon arrive prêt prendre la commande. Faut savoir ce que l'on veut, la pression est là. Le service est efficace, la nourriture plutôt parfaite, et pour le dessert, Tarek le serveur n'a pas été à la hauteur. Service torché, trop rapide, les assiettes à dessert sont restées en bout de table, nous sommes venus les chercher, et il faisait la gueule...dommage. L'anniversaire des 94 ans de ma mamie ne fut pas célébré avec la fameuse petite musique...
Résumé: salle parfaite, décors nickel, mets cuits parfaits, service efficace, juste une réelle fausse note en fin de repas. 
Nous reviendrons cependant!"
22,fanfandu10,fanfandu10,8 décembre 2024,Courez manger à Brasserie Georges,5.0,family,15,"Belle découverte ! File d'attente impressionnante quand on arrive , on se demande à quelle heure on va passer à table , mais le personnel est tellement au top qu'on se retrouve vite installé .
Une superficie à couper le souffle , avec une déco vintage .
Menus alléchants et excellents , on a envie de tout commander .
Je recommande à 100%"
23,Chalet Le Domoi... S,chaletledomoizik,8 décembre 2024,Très bon souvenir de la fête des lumières,5.0,couples,1,"Nous avons apprécié l'ambiance. Les serveurs étaient très prévenant et malgré le moment samedi des fêtes de la lumière on ne nous a pas pressé pour manger.
En outre les repas étaient délicieux"
24,tofz75,tofz75,8 décembre 2024,Chef il faut retourner en Alsace pour gouter une vrai choucroute et vous mettre a niveau.,3.0,friends,175,Georges est une institution dc on s attend a l excellence... le choux de la choucroute est excellent. Le vin d alsave est tres correct. Le service est efficace. Mais enfin il y a 2 points a ameliorer : 1) pas de raifort ni de bretzel .2) d ou viennent vos saucisses knack ? Elles ne claquent pas sous la langue. chef il faut aller manger une choucroute en alsace...
25,Ludovic0701,Ludovic0701,7 décembre 2024,Très bonne expérience,5.0,family,10,Très bonne soirée belle ambiance très bon repas escargots tête de veau café liégeois. À refaire dès notre retour à Lyon. Merci encore
26,Roger L,rogerlW8141OJ,7 décembre 2024,Le petit costume gris !!,4.0,couples,1,"J’ai été très déçu de voir à la carte des huîtres américaines en l’occurrence de l’Utah comme si nous n’avions pas suffisamment de bonnes huîtres diverses et variées en France voir en Europe sachant que mr trump ne va pas se gêner pour taxer nos huîtres nos vins nos cognacs qui se retrouveront sur les tables des restaurants aux usa alors qu’une maison comme la brasserie george qui défend la gastronomie et la tradition française devrait être la porte drapeau.toutefois j’ai passé un excellent moment tant pour la qualité des plats que pour le professionnalisme du personnel à part celui incapable de supporter une critique et qui est reparti dans son petit costume gris serré en s’éclipsant pour éviter d’avoir à répondre à ses clients  , cependant je vous recommande chers amis cette excellente table mais pas les huîtres américaines ."
27,cbs81,cbs81,3 décembre 2024,belle brasserie lyonnaise,5.0,friends,145,"magnifique brasserie traditionnelle de Lyon, on y déguste en particulier une excellente choucroute très riche.
Il est indispensable de réserver, ce lieu réputé est souvent pris d’assaut"
28,Philippe T,philippet567,3 décembre 2024,Excellent établissement typique,5.0,couples,350,"Superbe établissement ,décoration typique des années 20 .
Accueil sympathique ,
un peu d’attente au bar ,ce qui est plutôt très agréable ..
Excellent plats traditionnels de la cuisine Lyonnaise ..
Serveur hyper efficace et très sympa ..
Belle ambiance.
C’était mon anniversaire…
La salle s’est éteinte à l’arrivée du dessert (la fameuse omelette Norvégienne avec un cierge pétillant de lumière).. les gens ont tous applaudis …
C’était magique ..
On y reviendra dès que possible ."
29,Titisse42,Titisse42,2 décembre 2024,Super moment dans un super endroit emblématique,5.0,friends,108,"Restaurant emblématique Lyonnais avec un beau décor.

Étant une vingtaine, installé dans l'un des salons, nous avions opté pour le menu Brasseur comprenant la choucroute, nougat glacé fruits rouges, bière, eau, café.

Le personnel est très agréable et arrangeant.

Un conseil : pensez à réserver...

Je recommande."
30,dentalez,dentalez,29 novembre 2024,tout y est et rien n'y est plus,3.0,friends,229,"un endroit ou on est allé une foultitude de fois , mais c'est la première fois qu'on est décus par la choucroute fade et acqueuse 
comme on y allait pour ça c'est dommage"
31,KILLER S,33killers,24 novembre 2024,⭐ Un moment d'exception! ⭐,5.0,family,1,"⭐ Un moment d'exception! ⭐

Ce restaurant est une véritable perle culinaire! Dès notre arrivée, nous avons été chaleureusement accueillis par une équipe souriante et attentionnée. L'ambiance est élégante mais conviviale, avec une décoration qui invite à la détente tout en restant raffinée.

Le menu est une célébration des saveurs! Chaque plat est un véritable chef-d'œuvre, tant sur le plan visuel que gustatif. Les ingrédients sont frais, de grande qualité, et les associations de saveurs sont originales et parfaitement maîtrisées. Nous avons particulièrement apprécié [nom d’un plat spécifique], un mélange de textures et d’arômes qui reste en mémoire.

Le service est irréprochable : rapide, efficace et toujours avec le souci de s'assurer que tout est parfait. Mention spéciale pour les conseils avisés sur les accords mets-vins, qui ont sublimé notre repas.

Ce restaurant dépasse de loin nos attentes et mérite largement sa réputation. C’est une expérience à vivre, un voyage sensoriel unique. Bravo à toute l'équipe! Nous y reviendrons, c’est sûr!"
32,lav,ladislafv,21 novembre 2024,"Grosse déception, et sensation de s'être fait léser",1.0,friends,1,"Cela a bien commencé,  pas d'attente pour trouver une place a l'interieur (jour de grand froid) mais  bien que le restaurant fut vide au 3/4, il était 14h 30,
Une demie heure pour nous amener les boisons de l'aperitif, une demie heure de plus avant d'obtenir l'apéro à partager, (nos étions 5), 10 tranches de rosette soit 1 € la tranche et mini terrine de pâté à 10 € également. 
Rien à dire sur les 2 choucroutes et l'andouillette  arrivées une demie heure après ( à ce moment il n'y avait plus que 10% du restaurant occupés).
Les 2 autres assiettes un aïoli et un pot au feu (menu du jour), quantités (j'ai hésité a mettre un s a quantites, tellement elles etaient ridicule) digne d'un menu d'hôpital pour personne venant d'être opéré de l'estomac.
Le pot au feu, un demi mini poireau pas cuit, une petite patate et demie et une miniardise de tendron et une mini carotte.
Ne parlons pas de l'attitude des serveurs fort peu avenante, je présume à leur décharge que le matin même, ils avaient sûrement fait face à un refus d'augmentation de leur direction..
En résumé  je déconseille fortement cette adresse à la réputation plus à la hauteur du lieu historique."
33,Monique P,moniquep784,20 novembre 2024,Lieu mythique Cadeau d'anniversaire,3.0,family,76,Accueil surprenant et mitigé.  Le réceptionniste nous reçoit froidement en me remettant un boîtier pour confirmer la réservation de la table. Il Faut attendre que toit le monde soit là.  On aurait aimé s'asseoir et attendre à la table en buvant un verre!!!
34,xaviercas2017,xaviercas2017,18 novembre 2024,Le charme a disparu,2.0,family,9,"Où sont passés le charme, l’accueil, et tout ce qui faisait l’originalité de cette brasserie.
Faire la queue comme pour l’armée du salut, nous faire l’honneur d’être dirigé sans demander notre approbation sur une table, des verres ordinaires pour la bière sûrement pour les laver plus vite.
Le reste est impeccable ( cuisine , service)
Mais la magie n’opère plus. On est bien dans une autre époque où tout se ressemble avec la seule ambition de faire du chiffre.
Les rôles sont inversés et le client n’est plus roi mais est le spectateur qui paye un spectacle qui baisse en gamme.
Je ne reviendrai plus."
35,Laurence l,laurenceL657,16 novembre 2024,Comme avant un délice,5.0,family,169,"Quand la brasserie fait de la résistance 
De l’entrée au dessert tout n’est que enchantement pour les papilles 
Le tout servi dans un cadre magnifique 
Certes il faut y aller tôt car l’adresse est t’es connue et reconnue du coup beaucoup d’attente mais vraiment un délice"
36,Vymsbmm,Vymsbmm,14 novembre 2024,Dommage,3.0,friends,225,"Très grande brasserie typique, à la déco art nouveau. Nous avons attendu 1 heure nos plats qui sont arrivés tièdes…. décevant ! Les serveurs sont plutôt sympathiques et courent dans tous les sens. Les plats étaient très bons. Dommage qu’il ait fallu attendre aussi longtemps pour manger presque froid."
37,Bruno G,K9717WEbrunog,11 novembre 2024,Un groupe de 12 personnes très très déçues . De l’accueil au café ( dont une repasse devenant un  ristreto) !!!!!!!!!!!!,1.0,friends,5,"Grosse déception : 
Erreur sur la commande 
Œufs mimosas sans goût 
Andouillette style bouillie 
Lentilles mal cuites ….."
38,Catherine B,V2502ODcatherineb,9 novembre 2024,A eviter,2.0,couples,1,"Attente interminable pour être servis
Choucroute horrible  cochon très dur
Steak haché sans goût viande rose 
Nous avons préféré ne pas poursuivre l’expérience avec le dessert"
39,shangrila813,shangrila813,3 novembre 2024,Mauvaise expérience,1.0,family,3,"Tentative vers 15h pour déjeuner...longue file d'attente mais qui ""avance"" un peu...puis s'arrête complètement  Après 1/2h à la porte, et malgré les sorties régulières des clients et les tables vides à l'intérieur on nous informe que l'attente sera encore d'1 heure au minimum...problème d'information c'est sûr, d'organisation peut être, mais en tous cas la visite ne sera pas renouvelée.....à éviter pour passer un bon moment dans un lieu convivial"
40,jerome b,X621IBjeromeb,1 novembre 2024,Excellent,4.0,business,3,"J'ai passé un super moment dans ce restaurant ! Dès que l'on entre, on est accueilli par une ambiance chaleureuse et conviviale. La décoration est soigneusement pensée, avec des touches authentiques qui nous transportent immédiatement ailleurs. On sent que l'équipe a vraiment à cœur de créer un lieu où l’on se sent bien."
41,HEUREUSE7,HEUREUSE7,31 octobre 2024,Mon avis,4.0,family,105,"Endroit emblématique de Lyon et je suis toujours satisfaite. une ambiance particulière des brasseries, c'est très chaleureux. De la bonne cuisine française comme on aime. Le personnel est vraiment dévoué et sympa, un vrai bonheur. Je suis arrivée à l'ouverture de midi et rapidement servie. En repartant vers 13H30 il y avait 25 personnes qui attendaient de la place, cétait complet, alors prévoyez ! Comme une majorité de gens je vous recommande cet endroit, MERCI LA GEORGES !"
42,Chris42,Christianreg,31 octobre 2024,Excellente adresse malgré l’accueil ..attention pas de réservation ceci peut expliquer cela le midi,4.0,friends,14,"Malgré l’accueil désagréable avec un homme qui ,sans un sourire,nous a placé et à qui je me suis permis de lui dire …il en avait marre de son métier ..je lui ai conseillé d’en changer et il m’a répondu qu’il y pensait..
Pour le repas quenelle et omelette norvégienne..une merveille 
Ancien lyonnais j’y venait régulièrement depuis 1966..
Prix correct"
43,S D,Q1636CEsd,29 octobre 2024,un service honteux,1.0,friends,1,"On a bien mangé mais le service est limite politesse, notamment la  serveuse portant le nom Leila. J'ai invité des amis allemands qui n'étaient pas à l'aise en français. Mon amie lui a demandé la carte de desserts, une fois qu'elle a fini son plat principal. Leila lui a crié à la figure en lui disant ""oui attendez quand même"" ! Quand elle est revenue avec la carte de desserts, je lui ai fait remarquer qu'elle n'était pas agréable et qu'un léger sourire serait le bienvenu. Elle m'a répondu qu'elle n'était pas obligée de sourire. Ensuite, je voulais payer discrètement puisque j'invitais mes amis et que je ne voulais pas les mettre mal à l'aise. elle m'a obligée de revenir et de payer devant eux. 
J'avais honte devant mes amis qui visitaient Lyon pour la première fois.
Je préfère finalement mal manger et être bien reçue avec mes amis. 
Je ne recommencerai plus jamais la Brasserie Georges !"
44,Léonie M,l_oniem444,27 octobre 2024,Enfant friendly,5.0,family,1,"Nous avons passé un très bon moment dans cet endroit magnifique. La cuisine était très bonne et surtout l’accueil réservé à nos enfants était adorable et ce n’est pas souvent que cela arrive ….
Mention spécial au serveur (chef de rang ?) Vincent qui a grandement contribué à ce que l’on passe un délicieux moment !"
45,Christian P,Q6479ZWchristianp,27 octobre 2024,Félicitations,5.0,friends,3,"Un seul mot parfait ...
Aceuil sympa service avec du personnel agréable et qui n'hésite pas à plaisanter avec vous même en plein dimanche midi...nous avons très bien déjeuné et l'omelette Norvègienne énorme est excellente....bravos et merci à tous 🥰"
46,salou l,saloul,27 octobre 2024,Fidèle à sa réputation,5.0,couples,930,"Accueil souriant mais vite expédié,  un service discret mais efficace. Un repas à la hauteur de ce que l'on attendait.
Une grande et belle salle digne d'une époque révolue mais où le charme est bien présent et rassurant.
La bière blonde était paf ailleurs excellente.
Vous passes à Lyon, une halte n'est pas superflue dans ce bel endroit."
47,pneumotox,pneumotox,26 octobre 2024,Le mythe ou la patience est de règle,4.0,family,579,"Brasserie mythique française où pour pouvoir s’asseoir à une table un samedi soir il faut déjà attendre une bonne heure. Une fois cette épreuve passée, lieu figé dans le temps où l’on pourrait sa croire assis à côté de Piaf. Une carte avec des spécialités lyonnaises rend le moment unique. Un service courtois et élégant à la française malgré le rythme, un orchestre de jazz qui joue des classiques français et modernes, le moment est fort agréable. Une fois gourmande et savoureuse très bien réalisée. Une fois le moment du départ, l’addition renforce l’idée que l’on reviendra dès que l’on peut. !"
48,gillesbenedicte,gillesbenedicte,26 octobre 2024,Parfait mais quel accueil !!!,3.0,family,5,"Le personnel est au top, une vraie ambiance brasserie.
Gros bémol concernant l'accueil avec un employé (quel grade ???!!) qui traite les clients à l'entrée avec une mauvaise humeur et un autoritarisme invraisemblables. Ce monsieur n'aime ni son métier, ni les gens. Que fait-il là ? Qu'on ne dise pas qu'il est stressé pour placer les gens !... Les serveurs, eux, sont vraiment plus ""stressés"" et dans une bonne humeur constante."
49,Juan-Carlos S,K9932GDjuancarloss,25 octobre 2024,Une expérience Lyonnaise mythique,5.0,couples,6,"Tout était parfait.
Le cadre est exceptionnel, une vraie brasserie.
Le service est impeccable.
L’orgue de barbarie qui célèbre les anniversaires rajoute encore plus de convivialité.
Et le plus important la nourriture… Et là c’est la grande classe. Il n’y a rien à dire hormis que c’est délicieux et très bien présenté.
Une expérience à ne surtout pas manquer lorsque vous venez à Lyon.
Pensez à venir un peu avant les heures d’affluence car il n’ y a pas de réservations et vous devez faire la queue pour avoir votre table.
Allez y manger sans hésitation, vous ne serez pas déçus"
50,Guilhaine,Guilhai,24 octobre 2024,Service irréprochable,5.0,family,5,"Un service irréprochable de la part d Adrien et Miguel , enfin des professionnels ça fait plaisir Merci vraiment.  Un bon repas également, huîtres,  quenelles, Tartare préparé devant nous avec classe Miguel. Nous garderons un très bon souvenir."
51,Nomad429813,Nomad429813,24 octobre 2024,Malade,2.0,family,2,"Déjeuner avec ma fille j ai mangé les saint jacques safranées j ai ete malade pendant 3 jours!
MERCI !!!!!
Une institution pareille se doit d avoir des produits frais 
Et c est le seul repas que j ai fait de la journée qu on vienne  pas me dire que c etait autre chose !!!  Malade tout mon sejour je n ai pas eut la force de venir vous en faire part couchee sans manger pdt 2 jours!
Voilà pourquoi mon avis"
52,Eg,eveg606,23 octobre 2024,Fun bon rapport qualité prix,5.0,business,23,"Endroit style cantine ++mais bon rapport qualité prix un orgue de barbarie  à l entrée extinction des lumieres lors du service des desserts ambiance sympa bondé ++ ne pas arriver tard
le foi gras et le service très bien à 2 140e avec vin"
53,ppeyrard,ppeyrard,22 octobre 2024,Comme toujours au top,5.0,friends,5978,"Bien longtemps que je n’étais pas venu déjeuner à la Brasserie Georges,  LA Brasserie de Lyon où se croisent habitués,  Lyonnais de quartier,  touristes... et toujours cette ambiance très spéciale que j’adore,  décontractée et très pro. Personnel au petit soins pour tous les clients.  Carte toujours très variée,  avec les incontournables comme l’andouillette... je n'ai pas pu résisté.  Avec sa purée maison, un vrai délice.  Un vrai bon moment,  merci."
54,Marie-claire S,88marieclaires,21 octobre 2024,Typique,4.0,family,4,"Un spectacle bien réglé. Du choix sur la carte et un un service typique. Trop bruyant à mon goût...Mais c'est à faire une fois
"
55,Eric G,G9511XQericg,19 octobre 2024,La choucroute royale,5.0,couples,95,"La choucroute et la bière maison restent des incontournables à Lyon.
C’est toujours un plaisir d’aller dîner dans cet établissement."
56,Eric C,CHER9233,19 octobre 2024,Top ! 👌,5.0,friends,1588,"Essayer de ne pas y aller en dehors des heures habituelles : une brasserie qui fait en moyenne 3 000 repas jour est forcément bruyante et fréquentée à ces moments là !
Surtout que la cadre est historique. 
Typique. Cuisine traditionnelle. Service professionnel et aimable. 
Un menu est proposé à prix correct (29 €). 
Une belle carte de vins. 
Et même des bières Georges."
57,Simon K,simonkR1465OU,16 octobre 2024,En colere,1.0,couples,1,"Je suis assez en colère que la brasserie nous ait facturé les plats que nous n'avons pas commandés. Nous n'avons pas commandé les desserts, mais on m'a facturé plus de 18,5 euros. J'ai trouvé que cette brasserie était une arnaque pour les touristes."
58,Alcaline69,Alcaline69,15 octobre 2024,Médiocre,2.0,friends,12,"J’ai opté pour une salade César minuscule et la salade détrempée d’une sauce à l’eau, on aurait dit ! Le dessert salade de fruits frais était correct. Mais vraiment ça ne vaut pas la réputation de cette brasserie."
59,carolemi,carolemi,14 octobre 2024,"""LA"" brasserie dans toute sa splendeur ....",5.0,friends,6,"l'endoit parfait qui n'a pas changé depuis mon enfance !!!!   le merveilleux d'une brasserie fonctionnant de la même façon avec la même justesse depuis des lustres . bien sûr merveilleuse choucroute et plats de brasserie, ambiance joyeuse et personnel attentif ... un joyau"
60,Maureen C,maureencG316UN,10 octobre 2024,Brasserie,5.0,friends,3,"Brasserie iconique de la place Lyonnaise, c’est toujours un vrai bonheur de venir en famille dans ce lieu si chaleureux. Des serveurs très gentils et une carte lyonnaise"
61,Guide45167658604,Guide45167658604,7 octobre 2024,Une très bonne adresse,5.0,family,2,"Comme d'habitude, parfait tant au niveau qualité que quantité, service professionnel....
Un excellent moment. A conseiller vivement."
62,Emilie R,emilierO8781OO,6 octobre 2024,👍,4.0,couples,3,"Jolie brasserie, qui sort de ce que l’on voit habituellement 
horaires flexibles nous avons été mangé à 22h 
Serveur agréable 
Ambiance sympathique 
Le repas à été très bon et copieux ! 

Petit bémol pour la proximité des tables mais qui fait aussi partie du concept alors finalement on s’y habitue je recommande :)"
63,Alix M,453alixm,6 octobre 2024,Prenez la choucroute !,4.0,family,107,"C’est la deuxième fois que nous nous rendons à la Brasserie Georges, et nous n’avons pas étaient déçus par nos choix. 
Je vous recommande les yeux fermés la choucroute ! Un véritable régal lyonnais !"
64,ISABELLE R,isabellerR1493XP,5 octobre 2024,Presque parfait,4.0,family,3,"Très bien comme toujours
Plats très bons et un serveur vraiment gentil
Dommage qu'un autre serveur ait mal pris le fait que je lui ai dit que nous devions partir avant de prendre les desserts du menu. Il n'y avait aucun reproche et je lui ai dit poliment, mais il s'est senti agressé à tort et pour le coup c'est lui qui s'est montré franchement désagréable."
65,Guy N,533guyn,30 septembre 2024,La réputation nest pas surfaite...,5.0,family,17,"C'est la ° fois depuis pas mal de temps que ns sommes à lyon
La réputation n'est pas surfaite 
La choucroute etait délicieuse ainsi que l'île flotante aux pralines
De plus le serveur Armel était parfait 
Bref un conseil allez y  au moins une fois vous ne regretterai pas  
Il est vrai que nous étions au salon ou l'ambiance est plus feutrée "
66,jp d,jpd672,24 septembre 2024,Aimez vous le bruit ? 🤣,4.0,business,241,"Institution lyonnais où vous appréciez l'authenticité du lieu mais aussi le bruit qui s'en dégage a l'heure de pointe. 
Pour le reste, service impeccable et préparations locales de qualité pour un moment agréable malgré le son. A faire lors d'un séjour lyonnais"
