,user,user_profile,date_review,title,rating,type_visit,num_contributions,review
19,isa v,487isav,26 octobre 2024,Délicieux voyage gustatif argentin à Lyon,5.0,family,119,"Petit resto bien décoré, avec des superbes empenadas variées et délicieuses. Le principe du choix des empenadas sur petit papier est original. Service rapide, salle un peu bruyante quand elle est remplie.
Bon voyage gustatif argentin.
Service impeccable. Merci, on a passé une bonne soirée. "
20,Paradise13898976316,Paradise13898976316,26 octobre 2024,Chaleureux et bon !,5.0,friends,1,"Atmosphère agréable, empanadas délicieux et des serveurs vraiment adorables ! Pour une petite soirée entre amis c’est parfait !"
21,Orane N,582oranen,21 octobre 2024,Un repas entre amis comme on aime,5.0,friends,1,L'endroit est très sympathique et concept original ! Les Empanadas étaient excellent et l'équipe très sympa !  On y retounera !
22,sébastien C,s_bastiencU8262HV,13 octobre 2024,Superbe expérience en famille,5.0,family,1,Deuxième visite et toujours aussi plaisant ! L endroit est sympa les empanadas très bonnes… tout comme les cocktails et les serveuses très sympas ! Un sans faute ! Bravo
23,Sightsee41662377972,Sightsee41662377972,12 octobre 2024,Nous reviendrons c'est certain.,5.0,family,2,"Nous connaissions déjà le principe... L'établissement situé à Montpellier.
Nous n'avons pas été déçu, nous avons bien mangé, dans une bonne ambiance.
Donc un grand bravo à toute l'équipe car vous avez été au top."
24,Stéphanie G,st_phanieg475,10 octobre 2024,Top - A refaire,5.0,family,26,"L'ambiance est très sympa, les serveurs très sympathiques et les empanadas divins. La prochaine nous testerons le coté bar"
25,Daydream00207903644,Daydream00207903644,10 octobre 2024,on reviendra avec plaisir,5.0,couples,1,"Accueil toujours aussi chaleureux. Cuisine pleine de saveurs tant pour les empenadas que pour les desserts. Service rapide, idéale pour les courtes pauses déjeuners"
26,Renée-Marie S,ren_emaries2024,9 octobre 2024,Un moment agréable,5.0,friends,1,"Très bon repas et jeune serveuse accueillante.  Très bon rapport qualité prix. Je suis venue 2 fois en un semaine .Mais 100 caractères, ça fait trop 😄😄"
27,Annette,N826YHannev,6 octobre 2024,PAR-FAIT!,5.0,couples,7,Tout était tout simplement PARFAIT et DÉLICIEUX !!! Concept/ambiance/service/accueil/GOÛT !!   C'est un sans faute !
28,Aurélien V,aur_lienv311,6 octobre 2024,Un vrai voyage en Argentine,5.0,friends,1,"Super expérience, bien accueillis et les empanadas étaient vraiment très bons. La déco est faite avec goût. À recommander."
29,Loris Buhagiar,Lorisb6938,24 septembre 2024,"Surtout, n’hésitez pas !",5.0,friends,231,"Un vrai voyage en Amérique Latine ! Les serveurs ne sont pas français, les empanadas sont vraiment ressemblant voir identique à ceux d’Argentine. Le vin est originaire de Mendoza. 
Il faut réserver à l’avance et les soirs en semaine, des activités sont proposées (soirées, tango, musique…)"
30,CHRISTINE E,B7559AGchristinee,24 septembre 2024,Bienvenue en Argentine,5.0,friends,2,Très bon moment passé dans votre établissement. Personnel souriant et agréable et les empanadas sont délicieux. Hâte de revenir chez vous.
31,Rahyan,Culture44032957603,7 septembre 2024,Repas 2 couples,5.0,friends,1,Le serveur doit nous offrir les shot je suis bourré à voir par la suite mais on a très bien mangé et on a été très bien reçu merci à toute l’équipe
32,Lisa R,lisarB2813UB,5 septembre 2024,Au top !,5.0,friends,1,"Super ambiance, serveurs très gentils et serviables. Je recommande! 

*ps : nourriture délicieuse et toilettes très propres"
33,rach d,968rachd,2 septembre 2024,Super adresse,5.0,friends,1,"Excellente adresse pour partager un bon repas 👌, empanadas au top , service impeccable aux petits oignons 🧅, recommande vivement"
34,Barbara B,barbarabQ3081CQ,1 septembre 2024,Très bien,5.0,family,1,"Le Personnel  était souriant et accueillant ! Plats très bons  , on reviendra  c'est certain !
TRES BON  rapport qualité prix !"
35,Marco,franceameriquelatine,25 août 2024,Delicioso !!! Les vrais empanadas Argentinas,5.0,couples,1,"Les meilleures empanadas Argentine de Lyon, un service au top (ou vous pouvez vous entrainer en espagnol) des desserts à tomber de la chaise et un Quilmes…aussi bonne qu en Argentine"
36,Fabrine F,fabrinef2018,25 août 2024,A découvrir,5.0,family,1,"Bel endroit, facile d'accès, juste un peu bruyant même à la cave, mais très bonne découverte et personnel très sympa.
On y retournera facilement d'autant plus qu'il y a des plats veggy !"
37,Nicolas B,G5014BKnicolasb,24 août 2024,Adresse pépite pour les adeptes d’Amérique Latine,5.0,friends,1,"Restaurant/bar latino avec une super ambiance. Les empanadas sont très bonnes et le personnel est très accueillant. Une adresse idéale pour venir entre amis ou avec sa/son chéri(e).
La surprise se trouve à l’étage du bas 💃"
38,Catherine Q,965catherineq,24 août 2024,Good experience,5.0,friends,1,"Tout était parfait ! Les conseils et explications, le service, les empanadas. Le verre de vin est trop cher : une alternative à  3 E au lieu de tout à 4 à 5 serait bienvenue."
39,nanoubo1,nanoubo1,21 août 2024,idéal pour passer une bonne soirée et découvrir de nouveaux mets,5.0,couples,32,Très bon accueil . Amabilité des serveuses. Lieu et ambiance agréables. Coût modeste et produits assez légers. A faire découvrir
40,Julie B,T1516KNjulieb,8 août 2024,Parfait !,5.0,family,2,"Super restaurant, l’ambiance est très sympa, les serveurs sont très agréables et surtout le repas est délicieux ! Les empeñadas sont savoureuses et les desserts très bons ! C’était un régal une fois de plus, cette adresse est vraiment top !"
41,emmanuelle g,651emmanuelleg,8 août 2024,Super,5.0,friends,2,"Lieu super sympa. Empanadas très bons, serveur de très bon conseil pour le vin. Je recommande et j y retournerais. Un petit peu bruyant quand il y a du monde."
42,GP,Resort17367656342,6 août 2024,Peut mieux faire,2.0,couples,9,"Rien de très copieux ni très appétissant, le menu est même particulièrement médiocre avec sa salade basique, ses empanadas trop classiques (boeuf poivron, poulet jspkoi, et le flamekueche/carbi) et son dessert, un empanada au chocolat resté trop longtemps au sec avant dégustation."
43,Didier B,H1544EBdidierb,1 août 2024,A découvrir absolument !,5.0,friends,1,"Nourriture excellente, serveuse/serveurs top, lieu très agréable, prix raisonnables.
Je recommande donc beaucoup cet endroit !"
44,Mat'ador,hostelandfoodtrip,31 juillet 2024,Délicieuses Empanadas,5.0,couples,488,"Pas en kiff pour l'Albiceleste, c'est tout le contraire lorsqu'il s'agit d'évoquer les enpanadas de cette enseigne argentine. Il y en a pour tous les goûts et tous les regimes. Un vrai régal qui mérite la meilleure note!"
45,Thomas G,Z6688ONthomasg,28 juillet 2024,Génial,5.0,friends,11,"Empanadas et cocktails au top, bonne atmosphère argentine et déco sympa 
Il pourrait y avoir encore 2-3 empanadas de plus à la carte!
Sinon, un sans faute"
46,Clotilde O,clotildeo206,28 juillet 2024,Satisfaite!,4.0,family,1,"La nourriture est très bonne. Tout est fait maison. Un régal. Je recommande ! 
On a peut être attendu un peu trop longtemps pour les desserts."
47,Mathilde Q,310mathildeq,20 juillet 2024,Dîner à deux,5.0,couples,1,Un dîner délicieux et original à deux.  Une découverte très agréable de la cuisine Argentine. L'équipe est très souriante et accueillante.
48,Samanta I,samantai939,16 juillet 2024,Une belle adresse pour manger des Empanadas !,5.0,family,8,"Nous avons mangé lors d'une visite sur Lyon dans ce restaurant.
Les produits sont frais et très bien cuisinés. 
Le personnel est sympa et les prix tout à fait corrects.
"
49,Galindo O,galindoo2024,14 juillet 2024,Moment convivial et agréable,5.0,family,1,"Comme à chaque fois pas déçu  je le conseille ça change des restaurant traditionnels et en plus c est super bon 
Merci encore"
50,lolo0571,lolo0571,14 juillet 2024,PARFAIT,5.0,couples,66,"3ème visite en 2 mois et 3ème satisfaction 
- accueil
- repas
- rapport qualité/prix
tout est parfait  ! ne changez rien surtout !!"
51,MaëlleYZ,MaelleYZ0,14 juillet 2024,Belle découverte,5.0,family,2,"Endroit parfait pour manger des empenadas sans prise de tête ! C'est un sans faute sur les goûts et les saveurs, et le rapport qualité/prix y est très correct.
Le personnel est vraiment accueillant et agréable.
Petit + : une belle offre d'empenadas végé !

Nous sommes partis trop tôt pour profiter de la soirée dans la pièce du bas, mais nous avons pu y jeter un œil : superbe ! Cette cave joliment décorée se transforme en bar dansant de 22h30 à 1h.

Bref, c'est sûr, nous reviendrons !"
52,Julien M,U8098MWjulienm,11 juillet 2024,Une pépite a découvrir,5.0,family,1,"Superbe restaurant !! Très bon plats , desserts inattendus , super ambiance latina,  accueil chaleureux, au petit soin !! Bravo l équipe  je recommande a 100% ..."
53,Juan,FarAway56800401547,10 juillet 2024,Ay que bueno ! :D,5.0,friends,2,"Nous avons passé une excellente soirée entre amis chez Empanadas Club ! Les empanadas sont variées et très bonnes, la déco' de la salle nous plonge dans la culture argentine et l'équipe est très accueillante. Merci, nous reviendrons sans hésitation :D"
54,Pioneer36979330919,Pioneer36979330919,7 juillet 2024,Endroit sympa pour une collation,5.0,family,1,"Equipe jeune agréable et souriante.
Les empanadas sont délicieux.
Les boissons sont originales.
Moment tres sympa.
Merci"
55,Ninon,Flyer57770812971,5 juillet 2024,Vraiment excellent !,5.0,family,19,"Le concept est génial, tout est tourné vers le partage, de la déco à la façon de commander ! On y mange très, très bien, les empanadas sont garnis, on s’en tire pour 90€, boissons comprises, pour 5, et on est tous repartis repus ! Le service est rapide, les employés sont forts agréables. Le lieu est effectivement un peu bruyant, mais ce n’est pas excessif et à mon sens ça fait partie de l’ambiance. Bref, une très bonne expérience, on y retournera !"
56,Damien Z,486damienz,22 juin 2024,Voyage en argentine,5.0,friends,90,"Nous avons passé un très bon moment, les plats sont très bons et copieux. 
Les cocktails à tomber, la musique sympa. 
Bref une très bel endroit à découvrir"
57,Léonie V,l_oniev164,20 juin 2024,Excellent !,5.0,friends,1,"Un vrai voyage culinaire ! Vous mangerez dans une ambiance musicale, aux saveurs argentines : un vrai délice !! 
Je vous recommande d’y aller les yeux fermés !"
58,3rach,3rach,8 juin 2024,Foncez ! C'est trop bien,5.0,friends,3,"Endroit est très sympa, les empanadas délicieuses, il y en a pour tous les goûts et le personnel hyper agréable. Belle experience"
59,Ben B,R3570CFbenb,7 juin 2024,Excellentes empanadas,4.0,friends,3,"Les empanadas sont excellentes et les serveurs super sympas.

Les cocktails sont bons mais sans plus.

Le rapport qualité/prix est bon."
60,Valar M,Atarys,3 juin 2024,J’ai payé 9€ de trop à l’addition 😢,2.0,couples,2,"C’était très bon, malheureusement on m’a facturé 9€ de trop à l’addition. Je n’ai pas réalisé tout de suite. Nous avions pris 8 Empanadas (32€), 1 verre de vin (4€), 1 Club Mate Cola (4€), 1 Alfajor (3€) et 1 Volcan (6€). J’ai payé 58€ au lieu de 49€. J’ai choisi de faire confiance au moment de payer. Ce n’est qu’après, sur le chemin du retour, que j’ai réalisé que j’ai payé plus que je ne devais. Je suis dégoutée 😢"
61,Caroline C,G1518OXcarolinec,2 juin 2024,Victime de son succès,1.0,solo,1,"Ayant beaucoup apprécié mes visites à l’Empanadas Club de Montpellier, j’ai voulu tester celui de Lyon. Quelle déception !
Le restaurant avait vraisemblablement pris plus de réservations qu’il ne pouvait honorer ou les serveurs ont vu des tablées plus intéressantes que la mienne dans la file d’attente. À mon arrivée, j’ai mentionné que je serai seule et pas deux comme indiqué dans la réservation et j’ai été installée. Or après que je me sois assise, alors que j’étais prête à commander, le serveur est venu me demander confirmation que j’avais réservé, a pris un air embêté quand je lui ai dit oui, puis m’a donné le choix entre partager la table d’un inconnu qui déjeunait seul, et m’assoir au comptoir utilisé pour le service. Suite à mon refus, ferme mais ni impoli ni agressif, il m’a rétorqué : « C’est une table pour deux ! C’est comme ça ! ». Autant dire que je suis partie sur le champ.
J’ai vécu des mésaventures au restaurant mais ne m’était jamais sentie insultée à ce point. Pas un mot d’excuse, pas une tentative pour arrondir les angles, juste du mépris. C’est d’autant plus dommage qu’Empanadas Club vante sa convivialité. Je suis prête à excuser beaucoup de choses, les problèmes logistiques, le manque d’expérience, mais quand on travaille au contact de clients, il faut avoir le sens du service."
62,Manon d,F667WEmanond,2 juin 2024,Une expérience mitigée mais la nourriture est bonne.,3.0,family,1,"Nous n’avons pas eu de chance, le responsable est accueillant et la nourriture est bonne. Mais nous avons fait un service à 21h pour l’anniversaire de ma sœur, nous avons été placé en bas dans la pièce qui sert de club, sans service à table, sur une table collante. On a du se faire encaisser à la fois au bar et aux cuisines et de faire nous même nos commandes, et on nous a demandé de partir vers la fin de notre plat car le club ouvrait, mais nous n’avons pas été replacé en salle pour qu’on puisse continuer notre repas. On nous a proposé d’acheter nos desserts à emporter et une serveuse peu agréable nous a fait taire en nous disant « qu’ils faisaient comme ils pouvaient ». 
On a eu l’impression d’être des numéros, et nous avons subis leur manque d’organisation à anticiper notre table, ils avaient accueilli de nouveaux clients entre temps au lieu de nous replacer…
Pas très bonne expérience, mais je ne pense pas que ce soit représentatif, par contre il n’y a eu aucun geste commercial…"
63,Christophe R,ChristopheR988,31 mai 2024,Très sympa,5.0,family,36,"Réservation en ligne en 2 minutes. Accueil, ambiance et service parfait. Les empanadas sont délicieuses. Merci et bravo à tous."
64,lolo0571,lolo0571,26 mai 2024,Allez y vite !!!,5.0,couples,66,"superbe !!!

une équipe jeune, dynamique et souriante 
des empanadas à tomber par terre … tout est fait maison et succulent 

allez y les yeux fermés !!!

et qui plus est, les prix sont plus qu’abordables

nous reviendrons c’est certain !"
65,Marine R,marinerC2798DV,19 mai 2024,Foncez !,5.0,family,1,"Super expérience ! Le repas était délicieux, on s’est régalé, les serveurs super sympas, efficaces et aux petits soins."
66,Sébastien B,skjdb69,18 mai 2024,Bonne expérience,4.0,couples,49,"Bon accueil et service rapide malgré le monde. Les empanadas sont de qualité et à un prix raisonnable. Nous n'avons pas testé le bar au sous sol. Petit bémol, une sensation de devoir libérer rapidement la place une fois terminé."
67,Emilie M,G124ASemiliem,18 mai 2024,Restaurant au top,4.0,friends,1,"Très bonne expérience pour une première fois, j’ai beaucoup aimé l’empanadas aux fromages c’était mon préféré ! Merci à l’équipe fort sympathique, Que Dieu vous bénisse !"
68,Marie F,Y9826TZmarief,15 mai 2024,Super soirée,5.0,friends,1,"Super restaurant ! 
Les empañadas sont excellentes et les serveurs très gentils et accueillants.
Les prix sont très abordables, parfait pour une soirée entre amis ! 
Adresse vivement recommandée."
69,Julia L,P9496TIjulial,9 mai 2024,Top!,5.0,friends,7,"Super expérience!!! Empanadas au top ainsi que les desserts, comme en Argentine. Le service est rapide et efficace!!!"
70,Lea M,leamB5272SQ,8 mai 2024,Délicieux,5.0,couples,1,"Nous avons étaient super bien accueillis, les empanadas étaient délicieux et les desserts maison incroyable, je recommande"
71,Maria D,mariadS7824UP,29 avril 2024,Belle découverte !,5.0,couples,122,"C'est une sans faute. Des petits empanadas (on recommande 3 par personnes) aux saveurs parfaits. J'ai aussi essayé une petite salade qui était également très bon et original.  
Le service est rapide, le local agréable. 
Et ce n'est même pas cher! 14€ pour une personne ! "
72,Philip Harris,philiph35213,26 avril 2024,Voyage en Amérique latine,5.0,solo,17,Des empanadas délicieuses dans une ambiance chaleureuse ! Des saveurs authentiques et une variété de garnitures alléchantes. Parfait pour une expérience rapide et savoureuse.
73,Guillaume C,543guillaumec,23 avril 2024,Excellent,5.0,friends,3,"Accueil chaleureux, service discret et impeccable et par dessus tout un délice ! L'impression d'être ailleurs le temps d'un repas."
74,Sylvie R,sylvier855,23 avril 2024,A découvrir. Très bonne adresse.,5.0,family,2,"Organisation originale et innovante.
Service rapide,
Très bonnes recettes,
Ambiance sympathique,
Prix attractif."
75,Isabelle O,397isabelleo,20 avril 2024,Excellent,5.0,friends,1,"Excellent empanadas. Déco sympa , service très bien.
Dîner avant un spectacle à l’opéra. Juste à côté très pratique et rapide"
76,Alice,Go28532785164,18 avril 2024,Une très belle découverte !!,5.0,friends,13,"Une très belle découverte. Des empanadas à tous les goûts, très bons. Je recommande à 100%. 
Bon rapport qualité prix également."
77,Emma G,L7758ACemmag,17 avril 2024,Empanadas Club Lyon,5.0,friends,1,"J’y vais régulièrement et c’est toujours un plaisir d’y aller, les serveurs sont très sympathique et réactif, les cuisiniers aussi font du super travail, tous leurs empanadas sont juste divins ! Et même leurs desserts. À chaque fois il y a peu d’attente avant d’être servi, c'est très rapide. Je recommande à 100% !"
78,Estherajamais,Estherajamais,13 avril 2024,On retournera sans hésiter même plus à conseiller,5.0,family,45,"Les empanadas sont excellents, variés et vite préparés. Parfait pour un repas avant le retour avec des kilomètres à faire. Personnel sympa et bien situé. "
79,marc l,956marcl,11 avril 2024,Excelente !,5.0,friends,5,"Accueil souriant, plats arrivés vite, et empanadas excellentes. La salade est délicieuse. Avec un peu plus de choix de bières ce serait top :)"
80,Célestin C,c_lestinc2024,4 avril 2024,Bonne expérience,4.0,friends,1,"Endroit très agréable, serveurs aimables et nourriture à tomber. Peut-être un peu cher pour la quantité, si je voulais dîner à ma faim, cela aurait dépassé les 40 euros."
81,Andrea D,W6891AHandread,31 mars 2024,Très bonne découverte argentine !,5.0,couples,2,"L’ambiance était très sympa, les empenadas que nous ne connaissions pas étaient vraiment bons !
Je recommande vivement ce petit restaurant typique argentin"
82,Célia B,535c_liab,30 mars 2024,"Incroyable, foncez !",5.0,friends,1,"Restaurant incroyable, je recommande. 
Le concept est super bien pensé, l’équipe est chaleureuse et les empanadas sont excellents !"
83,Aude D,auded700,28 mars 2024,Première expérience,5.0,friends,1,"Premier fois que je mange des empanadas, c'était trop bons ! Surtout avec la sauce au thym
La salade est excellente !
La boisson Mai tai était bonne aussi"
84,Octave A,octavea2015,26 mars 2024,"Très bon, mais...",2.0,family,101,"C'est bon. C'est TRÈS bon.
Mais alors, direz-vous,  pourquoi une si mauvaise note ?
Plusieurs raisons.

1 - il n'y a pas de carte. Il y a une liste des ""plats"" disponibles, mais on ne vous donne pas de description sur une carte classique. Juste un QRCode et démerde-toi.
Eh bien NON, je ne vais pas au restau pour m'emmerder avec un smartphone comme quand je suis au travail !
Il y a bien une ardoise, mais j'ai pas vraiment envie de me lever -et encombrer la petite allée- pour la lire.
(Heureusement quand on m'a proposé ce restaurant j'avais consulté la carte sur internet, mais sur mon ordinateur, tranquillement, à la maison, et j'avais mémorisé tout ça ...)

2 - c'est bruyant. Très bruyant. MONSTRUEUSEMENT bruyant. Comme quasiment tous les petits restaus de Lyon, vous me direz... 
Mais ça n'enlève rien au caractère très désagréable de cet endroit où on se croirait plus dans un hall de gare que dans un restau sympa. C'est très pénible, et pour les gens sensibles au bruit, ça en devient douloureux.
Ça coûterait pas cher de mettre cinq centimètres d'isolant et une jolie toile au plafond et sur quelques murs...

3 - mais surtout ...
c'est long ...
LONG ...
TRÈS LONG !
Presque deux heures pour manger deux ou trois empanadas, une salade et un dessert, non, c'est insupportable !
À tel point que nous avons fait l'impasse sur le café, nous n'avions pas envie d'y rester une demi-heure de plus. (dans le bruit, rappelons-le)

Bon, concluons sur une note optimiste ; en dépit des défauts susmentionnés :
- C'est SUPER bon, et
- c'est VRAIMENT pas cher : 20 euros par personne pour bien manger (avec apéro), c'est pas facile à trouver dans le coin."
85,Anne Laure Crlt,AnneLaureCrlt,17 mars 2024,Foncez,5.0,couples,7,"Très bonne adresse, les empanadas sont fabuleux, à chaque bouchée un peut dépaysement. L'ambiance est bonne, les serveurs au top! Nous recommandons vivement ! "
86,Philippe V,P1977WUphilippev,15 mars 2024,A découvrir.,5.0,friends,1,"Parfait pour une petite collation avant spectacle. Bonne cuisine, cadre agréable et accueil très sympathique. Service rapide et souriant."
87,Alicia B,aliciabK9187WD,15 mars 2024,Excellent !!!,5.0,friends,1,"Adresse que je ne connaissais pas et découverte par hasard

Le voyage en Argentine est une réussite !!!!

Très bon rapport qualité-prix"
88,Doriane L,dorianel559,15 mars 2024,Toujours ravie,5.0,friends,190,"Cela fait déjà plusieurs fois que je viens, c’est toujours un plaisir ! Une équipe chaleureuse accueillante et souriante , des empanadas pour tous les goûts ! Super rapport qualité prix"
89,Yann P,Youliic974,12 mars 2024,Delicieux.,5.0,friends,38,Excellent concept et des empanadas délicieuses et irrésistibles. Le personnel très accueillant et d'une gentillesse remarquable. Un univers et cadre magnifiques pour faire découvrir l'Argentine.
90,Fanny Pouzol,fannypouzol06,11 mars 2024,Allez-y en courant !,5.0,friends,5,"Super moment ! L’équipe est géniale, on a passé un super moment grâce à eux, ça fait plaisir de voir une équipe comme celle la en restauration. La cuisine est sublime,  merci pour ce super moment !"
91,SULLIVAN69,SULLIVAN69,8 mars 2024,Les saveurs d'Argentine,5.0,couples,304,"On se croirait en Argentine aussi bien par le cadre que dans l'assiette. Les empanadas sont excellents, variés, avec beaucoup de goût et une pâte très fine comme là-bas 😉. Et en plus, le service est agréable, bienveillant, souriant et efficace ! Par contre, n'oubliez pas de réserver car l'adresse est bien connue."
92,Nora F,norafY4074NP,6 mars 2024,parfait,5.0,friends,1,"J‘ai célébré mon anniversaire et c‘était l‘endroit parfait! Chez Empanadas Club, c’est simple, amicale, gentille :)"
93,Julie C,P7004BYjuliec,2 mars 2024,Bon et original !,5.0,couples,37,Comme d'habitude un régal et un service impeccable !  Un repas original parfait en famille ou entre amis. Je recommande .
94,Jesus R,jesusrP5775XE,27 février 2024,Super empanadas,5.0,friends,1,"Súper endroit pour partager avec des amies, les empanadas sont incroyables et l’espace pour danser au top, à refaire une autre fois !"
95,CHEZFAB,CHEZFABSAVOIE,24 février 2024,Saveurs d’Argentine,5.0,couples,1,"Empañadas variées et de qualité, service au top et souriant. Bon rapport qualité prix ! Allez y sans hésiter ! Jolie découverte"
96,Trip41932818736,Trip41932818736,24 février 2024,Que rico !,5.0,couples,1,"C'est toujours une bonne expérience de venir ici. Accueil très sympa, bonne musique et biensur très bonnes empanadas !"
97,ficare69,ficare,23 février 2024,L'Argentine à Lyon,5.0,family,1,"Propose des empelladas, très original et excellent !
Accueil super sympa, on nous a trouvé une petite place meso n'avait pas réservé 
On reviendra"
98,Chloé P,chlo_pO4082TF,23 février 2024,À tester !,5.0,family,1,"Bon endroit pour manger maison et frais à un prix abordable, nous nous sommes régalés et avons été très bien accueillis et servis par Grecia et ses collègues ! Merci à vous pour cette belle découverte"
99,Alik,AlikOpinions,23 février 2024,Le meilleur des empanadas,5.0,family,4,Une superbe expérience et d’excellents empanadas. Accueil chaleureux et service impeccable. Je reviens la semaine prochaine.
100,Lea B,leabO8550HC,23 février 2024,Je recommande les yeux fermées,5.0,friends,1,"On a testé plusieurs empanadas, je recommande fortement ! Les goûts sont divers et variés , le dessert est plus que bon et les serveurs sont super gentils !"
101,Pauline R,Q2066NVpauliner,23 février 2024,Good moment,5.0,friends,1,"Superbe ambiance, plats copieux et savoureux. Le staf est charmant et très serviable. On recommande et on reviendra prochainement"
102,Cruiser554244,Cruiser554244,23 février 2024,"Délicieux, personnel très sympathique",4.0,friends,4,"Dîner un vendredi soir
Ambiance très sympathique, plats délicieux 
Concept plutôt original à Lyon
 Desserts très bons mais peut être un peu petits 
"
