,user,user_profile,date_review,title,rating,type_visit,num_contributions,review
34,Syrius30,Syrius30,28 juillet 2024,Une belle soirée,5.0,couples,112,"Un excellent repas un service impeccable et une ambiance chaleureuse 
Nous y sommes allés pour nos 40 ans de mariage et nous ne pouvons que conseiller cet établissement"
35,Pascal E,961pascale,19 juillet 2024,"Calme et délicieux,  une adresse à retenir",5.0,friends,3,"Après une cinquième visite, je ne peux que vous recommander vivement cette adresse. Tant pour le professionnalisme qui règne en salle, sa belle sélection des vins, que pour le soin apporté en cuisine,  pour ravir nos papilles. Un grand  bravo !"
36,arnaud b,arnaudbW5136JH,18 juillet 2024,Une Expérience inoubliable,5.0,family,1,"Un endroit parfait, la cuisine était splendide. Vraiment un endroit dans la Lyon à découvrir absolument 😘😘. Vous avez un serveur au top et franchement un délice gustatif ça change vraiment. Un bonheur 😚"
37,Nathalie B,S5523KNnathalieb,18 juillet 2024,Excellente table ! je recommande !,5.0,family,3,"C'était pour l'anniversaire de mon fils ce midi !
Accueil très agréable
Cuisine excellente
Service au top
Gentillesse et professionnalisme"
38,Marie-Claude G,674marieclaudeg,3 juillet 2024,Une (toujours) bonne référence,4.0,friends,3,"Un cadre confortable, un service soigné, des produits simples mais très bien travaillés font de cet établissement une très bonne référence pour une parenthèse gourmande. 
Et un rapport qualité/prix imbattable en ce qui concerne le menu du marché
Je recommande"
39,mr_siegal,mr_siegal,2 juillet 2024,Une belle table à Lyon,5.0,family,107,"Nous y avons mangé à 4 en famille avec nos deux enfants. L’accueil fut très bon. Nous avons tous pris le menu proposé, mais avec différentes options. Toutes étaient excellentes. Certains ont opté pour les fromages, d’autres pour les desserts. Là encore c’était excellent. La cuisine y est fine, tout en restant gourmande. Et vous serez richement conseillés pour les vins. Petite originalité, ils proposent des thés froids de composition pensés comme des vins pour accompagner les plats pour ceux qui ne boivent pas d’alcool. Vraiment une belle table à des prix raisonnables, au vu de la qualité. On y retournera si on repasse à Lyon."
40,Goldans,Goldans,28 juin 2024,Amazing dining experience in the center of Lyon,5.0,couples,58,"Très belle expérience culinaire …. Sans aucune prétention, le chef offre des plats aussi délicieux qu’esthétiques. Les produits sont de qualité et le service est à la fois sympathique et professionnel. Très beau choix de vins à tous les prix.
Je recommande chaleureusement !"
41,Dominique S,J1479PVdominiques,11 juin 2024,Une belle expérience,5.0,couples,1,"Nous avons été séduits par l'accueil convivial, le cadre agréable et serein et la cuisine raffinée. Nous recommandons et reviendrons..."
42,Casimir1973,Casimir1973,3 juin 2024,Une belle soirée,4.0,family,99,"Cadre très agréable, nos assiettes étaient copieuses et très bonnes. La carte est variée, un plat végétarien serait un plus
Une belle adresse à conserver"
43,Isabelle A,V9863HHisabellea,18 mai 2024,Tout bon tout bien,5.0,family,4,"Endroit parfait pour la tranquillité et convivialité 
Mets succulents très soignés bonne présentation service discret
 Et efficace personnel compétent et a  lecoute"
44,UrsE,urseggenberger,18 mai 2024,Un rapport qualité-prix correct - avec des hauts et des bas,3.0,couples,1,"La cuisine peut offrir quelque chose si elle le veut. Le menu a toutefois des points faibles. Le plateau de fromages est maigre et ennuyeux. On nous a vendu un cabillaud pour un saint-pierre. C'est dommage, cela n'aurait pas été nécessaire."
45,Juliane F,279julianef,16 mai 2024,Super moment,5.0,couples,4,"Nous avons mangé pour la deuxième fois dans ce jolie petit restaurant. Nous n'avons jamais été déçu, le poisson est toujours excellent et le personnel est très accueillant."
46,Acy1511,Acy1511,15 mai 2024,Belle découverte bon rapport qualité prix,5.0,couples,573,"Belle découverte amuse bouche très bien , entrée œuf parfait / esturgeon agrumes excellent, plat 2 poissons   st pierre et cabillaud très bien belle présentation , petits artichauts frais très bon , la purée d artichaut moins goûteuse, 
Dessert à la rhubarbe trop crémeux à notre goût , excellent tartare fraise menthe et crumble , cette belle carte aurait mérité un service plus à l écoute du client"
47,Thierry,Thieb2,13 mai 2024,Nous y retournerons sans aucun doute,5.0,couples,4,"Belle découverte ! en franchissant la porte de ce petit restaurant, nous ne nous attendions pas à une cuisine d'une telle qualité et d'un tel raffinement. Du gastronomique sans chichi, avec un super rapport qualité/prix. Nous y retournerons sans aucun doute."
48,MARYJO P,143mariejosep,10 mai 2024,Excellente découverte gastronomique.,5.0,couples,8,"Tout était parfait: l'accueil, le cadre paisible, le service , les plats très bien cuisinés et présentés  et un excellent rapport qualité/ prix. Nous reviendrons."
49,yoyo83Var,yoyo83Var,10 mai 2024,"Très bonne expérience, à refaire !!",4.0,friends,16,"Très bon restaurant qui mérite une visite !! Les plats sont recherchés et (majoritairement) bien équilibrés d'un point de vue gustatif . Le personnel est agréable et à l'écoute, c'était un vrai plaisir !
Points d'améliorations : le faux plafond de la première salle d'un style bureau à revoir, l'affutage des couteaux devrait être repris pour être encore plus coupant même si le canard était très bon ça aurait ajouté du plaisir à la dégustation :)"
50,Cricri05160,Cricri05160,9 mai 2024,Simplement parfait,5.0,family,2,"Excellent accueil, service rapide, plats inventifs et délicieux, découverte de mets inédits.
Merci pour cette belle soirée"
51,jennifer d,D6999EFjenniferd,8 mai 2024,On recommande !!,5.0,couples,1,"J’ai emmené mon copain dans ce restaurant pour son anniversaire.

On a été très bien reçus et vraiment bien mangé ! 

On le recommande tout les 2 :)"
52,Anne Laure S,300annelaures,4 mai 2024,Fabuleux,5.0,family,1,"Tout simplement parfait du début à la fin. 
Quelle belle découverte , à refaire les yeux fermés pour découvrir d’autres saveurs 
Merci"
53,cyril u,626cyrilu,2 mai 2024,À refaire très bonne table,5.0,couples,1,"Très bon restaurant, service aux petits soins.
Les plats sont juste délicieux.
Pour les personnes allergiques plats sans gluten et sans lactose."
54,brunobuana,brunobuana,26 avril 2024,Excellent,5.0,family,17,Un Excellent restaurant - Le Chef cuisine à la perfection - la cuisson du poisson ou viande est parfaitement maitrisée - les accompagnements délicieux - Quand aux desserts succulents - Le Service est parfait - Une Magnifique adresse où nous reviendrons avec Grand Plaisir - Mérite 1 étoile - Bravo au Chef ainsi qu'à toute son équipe - A recommander sans aucune hésitation ++++++++
55,Valérie E,584val_riee,26 avril 2024,Le chef nous régale les sens à chaque visite. Pensez au menu du marché en semaine car très abordable,5.0,friends,1,La gastronomie accessible . Des plats délicieux et beaux à regarder. Un excellent choix de vins et même une boisson infusée sans alcool. J’adore La Table d’Ambre
56,Julien P,julienpA9021UB,21 avril 2024,restaurant raffiné,5.0,couples,3,"Nous avons passé une très bonne soirée. Le service était très bien, tout comme le cadre et le repas, qui était fin et raffiné."
57,Corinne C,T5645BVcorinnec,20 avril 2024,Délicieux et pas vu partout,5.0,family,6,"Première fois dans ce restaurant chic et sobre. Service tout en discrétion dans une jolie petite salle. Délicieux du début à la fin, recherché et adapté si allergie au gluten. Le chef a le souci de venir à la rencontre de ses clients."
58,Jean-Pierre B,jeanpierrebU4633OB,20 avril 2024,Gastro mais quantité à revoir quand même,4.0,couples,24,"Service plat et goût impec
Quantité vraiment faible surtout sur assiette de fromage !
Déco du lieu pouvant être amélioré"
59,Nakoda,ThierryGoddet,19 avril 2024,Largement surcoté. Les plats proposés sont inventifs mais décevants : le jus d'agneau trop réduit est trop salé. Les desserts so,3.0,family,17,"2 relances ? Bizarre. Accueil très froid : aucun sourire. La mousse de Saint Jacques est fade. La deco est triste à mourir
"
60,marc,Global11106003949,17 avril 2024,Toujours récompensé de découvrir,5.0,couples,1,Une très belle découverte. Des cuissons parfaites. Un service discret et efficace. Un menu du marché simple mais très bien réalisé et avec des mélanges  originaux.  A très bientôt 
61,Anne-Sophie L,annesophiel326,15 avril 2024,Totalement conquis,5.0,family,2,"C'est la deuxième fois que nous venons à la table d'ambre, à l'occasion  d'un anniversaire.
Tout était parfait encore une fois, avec des plats divins et des associations de saveur que l'on ne retrouve pas partout.
Je recommande totalement!"
62,SYLVIE G,880SYLVIEG,14 avril 2024,Une adresse a découvrir absolument !,4.0,couples,31,"Petit restaurant sobre , chic , et jolies tables . Cuisine raffinée et surprenante , notamment les coquilles St Jacques. Et le dessert , la mangue , c est excellent !!"
63,Simon S,simonsQ6814HA,13 avril 2024,Toujours aussi bon!,5.0,couples,18,Toujours aussi bon et raffiné. Un vrai plaisir pour les papilles à chaque fois que nous venons. Le service au petit soin et de bons conseils pour le choix du vin.
64,Tony C,J392EItonyc,9 avril 2024,A découvrir,5.0,friends,7,"Une très belle adresse Lyonnaise.
Le service est rapide et agréable.
Très bonne cuisine avec de bons produits
A découvrir"
65,Departure20678882232,Departure20678882232,6 avril 2024,A ne pas manquer,5.0,friends,1,"Un endroit calme et cosy, un dîner succulent, un chef au top et un serveur excellent, bref une soirée délicieuse.
On reviendra pour la prochaine carte avec grand plaisir."
66,laure s,laures270,6 avril 2024,Un délice gustatif,5.0,couples,73,"Tout était excellent des amuse-bouche aux entrées. Plat dessert, tout était excellent. Une très belle adresse.. à refaire"
67,Joblack,joblack888,2 avril 2024,Aussi beau que bon,5.0,friends,4,"C’était aussi beau que bon. Risotto de betterave exquis et filet d’agneau dans son jus accompagné de polenta, extra bon. Pour finir, un financier coco top"
68,Aninha P,391aninhap,2 avril 2024,Excellente table,5.0,couples,1,"Personnel attentionné, cuisine soignée et délicieuse de l'entrée au plat, excellent rapport qualité prix! Je recommande vivement!"
69,Sébastien P,Inspiration606972,1 avril 2024,exceptionnelle,5.0,family,2,Une adresse exceptionnelle et incontournable à Lyon. La qualité et la finesse des plats reflette le gout du chef pour les bons produits. Très bonne carte des vins et service au top
70,JP B,JPB51,30 mars 2024,Une table et cuisine qui méritent une pleine attention.,5.0,family,1,Une très belle expérience. Une cuisine précise et raffinée. Un service  agréable et de qualité. De beaux flacons à des prix raisonnables.
71,Bernard V,BernardV_11,30 mars 2024,Tres bonne table.,4.0,friends,63,"Très bonne table même si j'ai été un peu déçu par la re-visite des Saint-Jacques, trop ""radicale"" à mon goût. Et ce alors que la saison bat encore son plein sur la côte d'opale.
Mais j'ai adoré le ris de veau. Cuisson parfaite et l'ensemble était délicieux.
Et 10/10 pour le ""poivre et sol"" 2021 de chez Villard. Et dans 2 à 3 ans il vous tirera des larmes d'émotion..."
72,Raphael G,773raphaelg,30 mars 2024,Un ami m avait donné l adresse,5.0,couples,143,"Un bon moment culinaire. Super accueil et très jolis amuses bouche. Un magnifique morceau de veau cuit à la perfection super fromages. Peut-être le foie gras est très bien présenté et original, mais manquait un peu de goût pour moi."
73,Emmanuel B,135emmanuelb,29 mars 2024,A découvrir absolument,5.0,couples,9,"Découvert au hasard d'une recherche Google, une très bonne surprise pour nos 9 ans
Nous avons pris le menu dégustation, avec accord mets et vins. Nous ne savions donc pas ce que nous allions manger.
Des plats travaillés et excellents, de l'entrée au dessert, tout était parfait.
La plus grande surprise est venue de l'accord mets vins : pas de grand crus, juste une liste de découvertes excellentes et un serveur/sommelier passionné qui n'a pas eu peur de tenter des choses pour nous faire découvrir sa cave.

Pour l'anecdote, après avoir demandé exclusivement du vin blanc pour ma compagne, le serveur est revenu vers nous en lui demandant si elle etait prête à essayer un vin rouge qu'il pensait qu'elle pourrait aimer. Et a réussi son pari.

Pour votre gentillesse et votre fraîcheur, bravo. Ce fut une belle soirée et très belle découverte, ainsi qu'un moment délicieux pour nos papilles."
74,ed,GoPlaces61095289018,25 mars 2024,Très bonne table avec un accueil parfait,5.0,couples,1,"Très bonne soirée,
Repas parfaits, serveurs agréables et de bons conseils.
Les vins étaient parfaitement choisi en accord avec les plats. Un sans faute !"
75,VALERIE,VALJ693,25 mars 2024,belle adresse !,4.0,family,72,"Habituée de ce quartier pour mes week-ends lyonnais j’ai repéré cette adresse et après 2 tentatives infructueuses j’ai enfin réservé avec satisfaction (pour cause, il y a peu de tables et l’adresse est connue !). Atmosphère intimiste et feutrée. La cuisine est savoureuse, soignée, inventive, avec des produits frais et des associations inspirées (dessert à la mangue et pointe de piment !). Très bonne démarche de mettre en avant des produits d’artisans voisins (chocolat, thé). Le service est un atout car non seulement il est prévenant, attentif, réactif mais compétent : merci à la jeune femme pour le service et la présentation des plats, merci au jeune homme pour ses conseils éclairés pour le juste choix des boissons. Je dirais qu’il manque une déco plus recherchée pour s’accorder à la qualité de la cuisine, tout en restant « chic, sobre et élégant », la salle du fond est étroite et peu chaleureuse. Merci pour ce moment ! félicitations à l'équipe !"
76,Stay710955,Stay710955,24 mars 2024,Anniversaire enfamille,5.0,family,2,"Restaurant d'excellence, qui  fait le choix  de recevoir un petit nombre de clients pour un meilleur acceuil. Les plats sont fabuleux très créatifs avec des produits frais et de première qualité . Un vrai voyage dans le monde de la gastronomie.
Merci au chef et au personnel de service très accueillant. Pour moi une des meilleure table de Lyon ."
77,jerome s,jeromes997,22 mars 2024,Excellente table! Exceptionnel !,5.0,couples,124,"Nous avons passé un très bon moment culinaire tout était parfait !
Seul regret on aurait bien aimé voir le chef pour le remercier !😉
Produit de qualité avec des saveurs qui changent des autres restaurants. 
On s'est vraiment régalé!
Le tataki de bœuf était incroyable !
L'agneau aussi...le fait de le proposer sous 2 formes confit et saignant, un délice !
Les desserts idem!
Nous avons mangé à notre faim!
L'équipe au service est au top!
Angelina qui faisait son premier jour était super pro!
Bravo !"
78,Valérie R,I4469HNval_rier,19 mars 2024,Très belle découverte,5.0,couples,1,"Magnifique découverte que ce petit restaurant intimiste ! Accueil chaleureux, joli cadre avec le mur en pierre, belle vaisselle et les plats divinement bons.
Un petit coup de coeur pour le dessert au chocolat et à la cerise mais tous les plats étaient vraiment savoureux !
Et petite mention spéciale au jeune serveur qui, bien qu'étant cuisinier, a très bien joué son rôle de serveur !
Nous reviendrons lors d un prochain weekend à Lyon."
79,Aubert M,177aubertm,19 mars 2024,Une belle découverte,4.0,couples,1,"Une belle découverte culinaire que nous avons beaucoup appréciée. Nous avons été conquis. Pour gagner encore en excellence, il faudra peut être jouer sur le cadre avec un environnement plus cosy pour monter en gamme. Il y a un bon potentiel en cuisine. Bravo à l’équipe."
80,Philippe F,G608TIphilippef,17 mars 2024,+/-,3.0,friends,1,"Les multiples rappels de réservation envoyés par email sont agaçants
Plats gouteux mais en trop petites quantités
Personnel sympathique"
81,Relax50966559592,Relax50966559592,15 mars 2024,Très bonne expérience.,4.0,couples,1,"Restaurant très bien agencé et élégant. Bon rapport qualité prix. Les quantités sont parfaites et les plats très raffinés. Le personnel est très sympathique, chaleureux et passionné."
82,Louis S,Q2773HBlouiss,14 mars 2024,Restaurant sans fausse note,5.0,couples,1,"Restaurant, sans fausse note du début à la fin . Je recommande fortement 
Très bon choix de boisson recommandée par un professionnel passionné.
Très très bon moment"
83,Companion03114199120,Companion03114199120,14 mars 2024,Très bien avec bémol.,4.0,couples,1,"Menu d'Ambre, très bien. 
Une réserve quand même sur la carte des vins pas très adaptée aux petits buveurs.
Pas de 1/2 bouteilles. Et choix de vins au verre assez limité. 
Un Côtes du Rhône sur de l'agneau - très  bien - mais pourquoi un assemblage avec du Merlot ?
Alors qu'il y a tant d'excellents Côtes du Rhône plus classiques à tous les prix.
A défaut, un Passetoutgrain, bof..."
84,Devon,Devon38780,13 mars 2024,Menu surprise,3.0,couples,40,"Bon repas surprise, prix important malgré tout. Petite déception sur la Truffe qui est sans l odeur typique (la truffe ça se sent).

Le dessert et le chocolat servi à la fin qui vient du secteur étaient top top

Quelques choix de bières autre que Heineken, très bien"
85,Chrystèle,chryst_leg2024,10 mars 2024,Déjeuner entre épicuriennes,5.0,friends,1,Déjeuner  parfait : plats excellents de l'entrée au dessert. Le service en salle est efficace mais discret. Très bon rapport qualité prix.
86,Mélanie A,733m_laniea,10 mars 2024,Wouha !,5.0,couples,1,Soirée exceptionnelle : le service et la cuisine étaient au rendez-vous ! Félicitations au chef et aux serveurs (mention spéciale pour l'apprenti).
87,LAPORTE F,Fyloup,10 mars 2024,Jolie découverte sur Lyon 2,5.0,couples,7,"Service attentionné, se sont adaptés à mes restrictions alimentaires (grossesse), saveurs gourmandes : une adresse que nous retenons et que nous conseillerons avec plaisir autour de nous."
88,Isabelle,Meander26755971397,25 février 2024,Bon mais pas 5 étoiles,4.0,couples,3,"Restaurant sympa, je suis toute fois surprise de la notation que je trouve injustifié. Les saveurs sont bonnes, cuissons très bien. Mais pas de grosses surprises. De la nourriture française bien cuisinée."
89,sandrine B,A8069IKsandrineb,24 février 2024,Je recommande La Table d'Ambre,5.0,couples,1,"Délicieuse table, des mets délicats et savoureux. Un très bon rapport qualité/prix 
Une  belle découverte et on recommande 👏"
90,Sandrine,Flyer747904,24 février 2024,Une délicieuse table 👏,5.0,family,1,"Un grand bravo pour ce délicieux moment .
Un menu Dégustation qui nous a enchanté du debut a la fin ...des mets délicats, gustatifs,de belles surprises sur les vins .
En résumé,une très belle découverte, nous reviendrons entre amis avec plaisir.
merci à toute l'équipe 👏"
91,PHILIPPE R,PHILIPPER41,24 février 2024,Très bon restaurant français,5.0,friends,48,"Excellent raffiné les plats sont très bien présentés l’accueil est agréable. Ni trop , ni trop peu ( quantité) bon mélange des saveurs) 

Seul petit bémol. 
Pour le restaurant. Les toilettes ne sont pas forcément hermétiques, avec les conséquences que cela implique . Rien de grave toutefois…

Vraiment à recommander  j y suis venu pour la seconde fois et toujours heureux."
92,Jean-Francois P,jeanfrancoisp583,21 février 2024,Une belle découverte,5.0,couples,1,"Excellent repas avec une carte alléchante où tout fait envie. Association originale et réussie de saveurs, très beau dressage et excellent conseil pour l'association mets et vins. Serveur très sympathique et investi. Endroit sobre et calme, parfait pour une soirée en amoureux."
93,mael r,472maelr,21 février 2024,Un excellent repas à la Table D'Ambre,5.0,couples,1,"Merveilleux endroit, tranquille, idéal pour manger en couple.
Le serveur est très gentil et la cuisine est excellente !

Très bon rapport qualité/prix !
Je recommande fortement."
94,Pascale M,pascalemA4363GH,20 février 2024,Belle découverte,5.0,family,1,"Réservation facile sur internet. 
Cadre sobre et agréable. 
Plats raffinés et originaux, très bien présentés.
Serveur discret mais efficace."
95,Ll H,107llh,20 février 2024,Un excellent moment,5.0,couples,1,"3é visite, 3é délice. Tant au niveau des plats que du service. 

La passion, la vrai, celle qu'on veut transmettre se ressent extrêmement bien au niveau du service. Dans l'échange et la découverte.

Les plats sont, comme toujours succulents et donne une envie folle d'y retourner dès lors qu'on sort du restaurant. 

Merci encore à vous et à votre dévouement pour une telle qualité de service et de cuisine."
96,Ludovic G,215ludovicg,19 février 2024,Un délice !,5.0,couples,6,"Très bon moment, je recommande! Tout était parfait, la mise en bouche, les plats, les fromages, le dessert ainsi que le service."
