,user,user_profile,date_review,title,rating,type_visit,num_contributions,review
22,Oscar C,GrandTour37450580724,3 octobre 2024,Bon en tous points ?,4.0,couples,18,"Cité comme véritable incontournable italien sur Lyon, avis à l’appuie, notes en sa faveur, ce restaurant très fréquenté aux heures de pointe a su conquérir le cœur de ses hôtes.

Arrivant suffisamment tôt, sans réservation, un passage spécial étant dédié à telle situation nous as permis rapidement d’être amené à notre table. Force est de constater cependant qu’une réservation est de premier ordre si l’on ne souhaite pas attendre.

Concernant ce le lieu en son sein, il est agréable à découvrir, on ne s’y sent pas enfermé, et les différentes pièces crées une ambiance chaude et pleine de vie. On dit que la délicatesse réside dans les détails, chose qu’à su révéler le Carmelo, notamment par le biais de son argenterie, ses assiettes, sa carafe, c’est élégant.

Quant au plus important, les plats, c’est un délice, tout juste succulent, la pizza est de très grande qualité, les pâtes raffinées. Ainsi, le scepticisme d’une telle réputation, presque trop parfaite, s’estompe immédiatement. 

Les prix sont relativement abordable, pour un restaurant à deux pas de la rue de la République, qui plus est, au regard de la qualité et de sa renommée presque encéphale sur sa catégorie.

Enfin, certains points seraient à considérer pour une meilleure expérience, tel que le menu en ligne, faisant perdre une authenticité ainsi que le contact avec un support, permettant une découverte progressive des propositions et produits proposés, chose toujours satisfaisante. 
Sur un autre ton, certaines tables se trouvent à des endroits contraignants, cela pourrait rendre la situation moins agréable.

Néanmoins, cette enseigne vaut le détour, elle mérite sa reconnaissance et son prestige."
23,FLVLD,Pioneer17663044370,3 octobre 2024,Atypique,5.0,couples,72,"Restaurant vraiment incroyable ! Réservation obligatoire pour y manger, salles aux différentes décorations et thématiques (salle couple, familiale,...). La decoration des verres à cocktails est assez cocasse. Les plats sont variés, pas excessifs en termes de prix, et plein de saveurs incroyables. Un voyage en Italie !"
24,k middleton,Daydream45864829987,1 octobre 2024,Un resto d’exception,5.0,couples,19,"Situé à quelque pas de la Rue de la République à Lyon , ce restaurant en plus de sa situation idéale , offre un cadre agréable, chaleureux et digne du flegme italien grâce à sa fabuleuse décoration . A peine rentré dans le restaurant, on plonge dans un univers atypique. 

En plus de sa charmante décoration et d’un accueil plus qu’agréable , les plats proposés sont certes des plats classiques de la gastronomie italienne mais il n’en demeure pas moins qu’à chaque bouchée vos papilles frétillent . Un vrai plaisir en bouche . Qu’il s’agisse des pâtes ou même encore des pizzas, elles sont réalisées de la manière le plus incroyable possible . Un goût d’ailleurs jamais retrouvé dans aucun autre restaurant que j’ai pu fréquenter. 

Un conseil ce restaurant propose tant de spécialités qu’il faut y retourner plusieurs fois avant d’avoir tout dégusté."
25,Anna-Maria,AnnaMaria2104,29 septembre 2024,Endroit totalement surcôté,2.0,friends,5,"Si vous recherchez une ambiance bruyante et une très charmante décoration ce lieu est pour vous. Si en revanche vous recherchez de bons mets italiens et un service à la hauteur ce lieu est à fuir. 
J’avais été enchantée de découvrir cet endroit début 2020 (juste avant le Covid), tout était bon et le service fut super. Quelle n’a pas été notre déception de manière générale hier soir. Nous avions en plus réservé le créneau du dernier service, histoire d’être chill. Le serveur n’a pas arrêté de nous presser de commander à peine installés, il ne voulait pas prendre notre commande pour la bouteille de vin. Il expliquait qu’il voulait tout prendre en même temps. Nous lui avions fait signe, et alors qu’il prenait notre commande nous avions des questions sur certains plats, puis limite agressif : “ bon vous avez choisi ou pas?!!!” Nous voulions une burrata à partager avant nos plats principaux, il nous dit d’abord que ce n’est pas possible, que tout devra être servi en même temps. Je tire alors la tronche, puis il dit qu’il verra ce qu’il peut faire. Au final la burrata est arrivée au bout de 1min seulement, avant même notre bouteille de vin. Puis je le vois passer plusieurs fois à côté de notre table avec notre bouteille et nos verres à la main, discutant à droite à gauche, alors qu’on mangeait la burrata, mais qu’on aurait aimé déguste notre vin avec. Au final il vient nous servir notre bouteille une fois la burrata terminée. 
J’étais satisfaite de ma pizza mais les pâtes de mes amies étaient beaucoup trop cru/dur, pas assez cuites. Il répondait qu’en Italie on mangeait comme ça…voyageant moi-même beaucoup en Italie je ne suis pas certaine que ce soit vrai. 
Nous étions à la moitié de nos plats alors qu’il revint nous presser pour prendre des cafés et desserts. Nous lui commandions un express mais en lui disant bien une fois qu’on aura fini. 15 min plus tard il revient pour nous dire qu’il doit nous le servir maintenant. Ce n’était même pas 23h30. 
Bref très mauvaise expérience, nous avons toutes eu la même idée de ne jamais revenir. Il y’a d’autres italiens à Lyon bien meilleurs gustativement et avec un service à la hauteur."
26,MissEmmaR,MissEmmaR,22 septembre 2024,SYMPATHIQUE - AVEC RESERVATION,4.0,family,339,"Ce lieu a du succès et je m'attendais à être déçue; et bien pas du tout!
Tout d'abord nous n'avons pas eu à subir cette énorme file d'attente grâce à notre réservation.
Cadre à la hauteur: effet wow. Superbe déco, accueil avec l'accent italien (travaillé mas très sympa) .
En apéro le citrus spritz est original avec la saveur du laurier. Assez peu d'alcool mais bon.
En général il faut de la truffe de qualité et du savoir faire pour préparer des pates à la truffe; mais j'ai trouvé très réussie 
Une soirée réussie."
27,Flo S,flosops,19 septembre 2024,Super,5.0,family,6,"Le lieu, l'accueil, le service, les plats... : tout est super. 
Nous avons passé un très bon moment.
Merci à toute l 'équipe."
28,Léo Billard,clv_bil,16 septembre 2024,Une fois pas deux,2.0,friends,13,"Ce que j’adore sur tripadvisor, c’est que les avis sont plus fiables, et j’ai l’impression que c’est plus difficile de supprimer les avis pour le restaurateur (si vous voyez ce que je veux dire). 
Tres belles salles, mais l’ambiance a été gâchée par un service plus que moyen. Le serveur sert les apéros après le repas, alors que les verres sont préparés par le barman depuis 20 min.
Pas terrible vraiment, surtout quand les plats sont chers de base, le prix inclu le service qui n’etait pas au rdv. Le serveur se trompe de plats. Ok ça peut arriver, mais pas d’excuses et pas gêné.
Plats pas copieux, il existe des meilleurs pizzas (zero intérêt de mettre de la peche dans une pizza, ou bien des oignons confits quand il y a pas grand choses à coté). Idem pour les pates aux truffes, l’assiette est bien loin des photos que je vois alors je n’ai peut-être pas de chance.
Pourtant deuxième fois que j’y vais, j’ai laissé une chance, pas deux."
29,Marie-Chloé B,mariechlo_b,16 septembre 2024,Déception,2.0,couples,2,"Jolie décoration certes, mais une véritable usine à fric. Un restaurant bondé, bruyant, un service médiocre, impersonnel et expéditif.
Nous voulions essayer ce restaurant depuis un moment, nous n'y retournerons pas.

J'ai préféré leur concept La Felicità à Paris"
30,dukenico,dukenico,13 septembre 2024,Superbe,5.0,family,245,"Superbe expérience, la décoration est incroyable. On ne pense vraiment pas découvrir de telles salles en entrant.
Les serveurs sont très sympas, carte avec un choix restreint, gage de qualité !
Franchement très content aucune fausse note!"
31,Mathijs P,404mathijsp,6 septembre 2024,Resto excellent,5.0,family,1,Le services et les serveurs sont très aimable je vous conseille vivement d'y faire un tour si vous êtes de passage ou non !
32,François D,fran_oisdZ3928OT,31 août 2024,Un peu déçu,3.0,friends,1,Je tiens a souligner la bonne ambiance et la décoration du lieu. Plusieurs anniversaires ont été célébrer avec à chaque fois la chanson chantée par les serveurs et serveuses en Italien ce qui garanti une immersion complète. Toutefois concernant la nourriture j’ai pris le poisson de la carte et j’ai été très déçu puisque qu’il était tout sec. Sinon les autres plats commandés étaient satisfaisants. Enfin au moment de régler l’addition le personnel nous a demandé de régler via internet (puisqu’on partageait l’addition) alors qu’on souhaitait réglé via le TPE. Cela a gâché un peu la fin de soirée. Malgré tout je recommande ce restaurant pour l’expérience.
33,Fifi filip,R2846TWfifi,30 août 2024,Exceptionnel !!!!!!!,5.0,family,58,"Un lieu, une ambiance, un décor, un accueil, un service, un repas …. Exceptionnels !!!!
Nous avons fêté un anniversaire en famille tout simplement génial.
J’en ai fait des restaurants à Lyon mais là c’est du lourd !!!!
Nous nous sommes régalés.
N’hésitez pas … foncez"
34,Virg A,viiiiiirg,28 août 2024,Grand oui jusqu au passage aux toilettes 🥴,4.0,family,168,"C est beau, c est immense, c est chaleureux et c est très bon. Addition un peu salée mais c est une institution ! Premier prix de vin rouge en bouteille très abordable autour de 20-25 euros. Excellentes pizzas. 
Grosse déception pour le passage aux toilettes. 2/4toilettes des femmes ne fermaient pas, il n y avait plus de papier et ils étaient dégoûtants. Vraiment dommage pour ce restau !"
35,QUARATINEdelyon,749stefc,25 août 2024,MAMMA MIA CHE BUONO,5.0,family,5,"Très belle déco, très bonne cuisine, accueil et service chaleureux 
Nous avons été servis par ANTONIO (de la Basilicata) au TOP
Déjeuner à l'occasion de mon anniversaire, l'équipe a été très CHALEUREUSE 
GRAZIE DI TUTTO e A PRESTO"
36,Océane M,oc_anem477,21 août 2024,Très sympa,4.0,couples,20,"Très bon moment, cuisine de qualité, des pizzas à la hauteur des attentes ! Le service est impeccable et le cadre idéal pour un dîner à deux. 
Le prix pourrait être un peu moins cher mais ça reste raisonnable. 
Si vous chercher à passer un moment sympa en tête à tête c'est validé !"
37,alexandrea194,alexandrea194,21 août 2024,Superbe !!!,5.0,family,25,"Attention, établissement sur réservation uniquement !!
Accueil normal, par contre ensuite , serveur extrêmement sympathique !!
Cadre superbe, ambiance pizzeria italienne typique,on se croirait en Italie !!
Pizza vraiment au top !!! La pâte, les ingrédients la cuisson, tout était parfait !!!
Vous pouvez y allez les yeux fermés !!
Prix normal pour l’ultra centre de Lyon.
Seul bémol, si vous y allez l’été, leurs climatisations est inefficace , doc grosse chaleur, mais c’est un détail…"
38,Nadege F,954nadegef,20 août 2024,Déçu,2.0,friends,1,"Le décor du restaurant est joli certes, mets le repas très déçu, 17 €, une petite assiette de pâtes, l’apéro qui arrive en même tant que le repas, une serveuse pas agréable du tout et les toilettes dans un salle état!! Nous étions quatre, nous sommes les quatre déçus"
39,kevin,Culture26532331186,17 août 2024,Magnifique et très bon,5.0,family,4,"J'ai cru partir de Lyon et de France le temps d'un repas ! L'endroit est magnifique ainsi que  les serveurs sont tous italiens c'est super sympathique.
Le repas était super bon et généreux, nous adorons cette endroit ."
40,Loan F,loanf900,13 août 2024,Service catastrophique,2.0,couples,1,"Notre soirée a commencé par 35 min d'attente avant d'avoir un serveur pour prendre notre commande. En arrivant, il nous a rapporté une commande qui n'était pas du tout la nôtre (nous n'avions même pas commandé). Après avoir vraiment commandé, 15-20 minutes plus tard, nos plats sont arrivés, mais celui qu'avait commandé ma copine n'était pas celui présent sur la table, il a donc été renvoyé et nous avons attendu 15 nouvelles minutes le temps d'avoir le bon plat.
Au moment du dessert, le serveur s'est excusé et a décidé de nous offrir un tiramisu.
Cependant, nous avons décidé de commander une crème brûlée en plus, qui n'est pas arrivée brûlée. Le liquide inflammable était présent sur toute la crème brûlée (ce n'est vraiment pas bon).

Bref, expérience catastrophique. Nous sommes restés 1 h 30, dont 1h à attendre."
41,Xavier C,471xavierc,13 août 2024,"Déçu, le cadre ne suffit pas",3.0,family,5,"Très bel endroit, c’est super bien décoré 
Mais la carte est pauvre, en italien pour faire branche mais chère et pas beaucoup de choix 
Très déçu par rapport à ma 1ere visite il y a 3 ans"
42,RVL6901,RVL6901,10 août 2024,J'adore !!,5.0,family,154,"Cadre exceptionnel, de nombreuses salles avec une décoration différente et plus belles les unes que les autres, un personnel d'une très grande gentillesse, service efficace, agréable mais un petit peu rapide, une cuisine authentique italienne délicieuse, cocktails et desserts fabuleux, un pur régal. Un véritable moment de plaisir dans cet endroit dépaysant. Je recommande vivement et j'y retournerai pour déguster d'autres plats."
43,gaston et lola,Escape25812584418,8 août 2024,Très bonne  expérience avec les serveurs,5.0,couples,4,"Une erreur a été faite sur notre commande, pour s’excuser nous n’avons pas payé le plat, et nous avons reçu trois entrées et les desserts étaient gratuits. Très bonne surprise, serveurs gentils et généreux. 
Pour le restaurant en lui même, la cuisine était qualitative, les prix raisonnables et très bonne ambiance (environnement très jolie et serveurs réellement italiens) 
Nous recommandons !"
44,rachel t,racheltT312RT,6 août 2024,Bruyant et service expéditif,3.0,couples,1,Service bcp trop rapide apéro et plats en même temps !!! Pâtes à la truffe un peu sèches très peu de sauce et pas très chaudes service expéditif pour amasser un maximum de monde et endroit bruyant
45,Franck692,Franck692,6 août 2024,TRES BON MAIS CHER,4.0,couples,11,"Très beau décor, original et immense, super service, par contre, les prix sont assez élevés...
Compté 20€ pour une bonne pizza, 7€ le cocktail, et 8€ le dessert.
Après chacun dépense son argent comme il veut."
46,Carla M,carloo_mgd,29 juillet 2024,À ne surtout pas manquer !,5.0,couples,33,"Une décoration originale signature du restaurant, un service chaleureux et agréable, ainsi qu’une cuisine goûtue et gourmande.
Un large choix de plats qui raviront les papilles des végétariens aussi 🤩
Je recommande vivement !
Je compte bien revenir pour déguster d’autres plats de la carte."
47,Syrius30,Syrius30,27 juillet 2024,Une soirée comme on les aime,5.0,couples,112,"Les salles sont toutes plus belles les unes que les autres nous avons été très bien accueillit 
Le service est parfait et nous avons éte tres bien conseillé 
Un excellent vin pour accompagner des plats succulents 
Une petite grappa pour digérer tout ça c était juste parfait 
Bravo à toute l équipe nous reviendrons"
48,Anne Laure L,allf63,27 juillet 2024,"Ambiance extra , personnel sympathique , mais ne pas y aller pour les plats",3.0,family,406,"Bonne ambiance , personnel sympathique et dynamique . Carte alléchante , apéro sympa , cocktails bons sans plus , focaccia et mortadelle très bons à l'apéro . Pâtes aux truffes fades et très lourdes , pâtes cruccio très très lourdes , pizza correcte 
Déçus par le repas . Y aller pour partager pizzas foccacia  et apéro car  ambiance . Sympa .resto immense, nombreuses salles et service long"
49,MoonBlue,MoonBlue75,22 juillet 2024,l'un des meilleurs retaurants Italiens à Lyon !,5.0,family,36,"charmant restaurant avec une décoration trés originale
excellente cuisine italienne, j'ai tout aimé, de l'entrée au dessert
je recommande fortement"
50,alyssia,a18xly,22 juillet 2024,Plutôt bon,3.0,friends,67,"Repas assez bons, pizza très bonne et décoration chaleureuse !

L’équipe est dynamique et sympathique, je recommande (attention s’y prendre un peu à l’avance en période de vacances ou le weekend)"
51,nicolas q,Connector309556,22 juillet 2024,L’impression générale n’est plus aussi bonne qu’à ses débuts,3.0,family,4,"Les tarifs ont assez peu augmenté depuis la période inflationniste, en revanche les quantités de certains plats semblent avoir diminué. La qualité du service est très inégale selon le personnel mais globalement brouillon voire amateure : à l’arrivée, une jeune fille nous a très agréablement reçus mais ensuite les prestations ont commencé à se dégrader : 20 minutes d’attente au bout desquelles nous avons sollicité une employée qui nous a enfin envoyé un serveur pour prendre commande. Des anti pasti jusqu’aux plats, le service s’est relativement bien déroulé. Par contre le professionnalisme du personnel est très hétérogène : entre autres, un serveur pour le moins original, qui s’amuse à trimbaler les coupes de dessert de façon très désinvolte puis qui éternue négligemment en tenant son plat de tiramisu, nous sommes partis sans dessert et sans pourboire. A bon entendeur."
52,Florence M,GrandTour317452,19 juillet 2024,Déçu !!!!,3.0,friends,3,"Nous avons dîner vendredi soir où il faisait très chaud, nous étions installés a coté des cuisines et il n y avait pas de Clim , pas de ventilation…  beaucoup trop chaud!!!!!
Nous avons commandé l apéritif puis les plats et malheureusement on nous a amener les plats très rapidement et notre apéritif n était encore pas servi!!! 
Dommage …. les plats étaient bon mais nous n avons pas apprécié le repas!!!"
53,Popo21600,Popo21600,18 juillet 2024,Soirée italienne au top,5.0,family,5,"Restaurant ayant un très joli cadre, plusieurs salles décorées avec soin.  Les repas sont copieux, avec des produits italiens de qualité. Les spaghettone sauce cacio e pepe étaient délicieux. Dépaysement garanti avec les serveurs italiens, très sympathiques !"
54,respks,respks,16 juillet 2024,Restaurant italien,4.0,family,86,Un endroit à découvrir à Lyon. Une déco originale avec plusieurs salles et donc plusieurs ambiance. Serveurs au top qui vous disent bonjour en arrivant. Une cuisine italienne très sympa. Bref un excellent moment à passer entre amis ou en famille. Par contre réservez et venez un peu en avance
55,maparadis,maparadis,15 juillet 2024,Un regale,5.0,family,104,"La décoration est originale et différente d’une salle a l’autre 
Le menu varie et vraiment italien 
Les serveurs très sympathiques

Une belle découverte"
56,karima Rahmouni,Karima07,7 juillet 2024,Grosse déception,2.0,friends,7,"Très déçue 
Réservé une semaine avant, on s est retrouvé au sous sol au fond (0 charme) alors que j avais précisé que c était pour un événement 
S en est suivi une série de maladresses (cocktail sans vodka ,poisson pas cuit, double facturation….)On m a recontacté ce que j ai trouvé assez bien mais malheureusement sans donner suite bref il s intéresse uniquement à leur image sans tenir compte des clients 
Ne mérite pas tout cet emballement 
Passer votre chemin ,certes la déco est magnifique (même si on en n a pas profité),mais il y a des restaurants italiens bien mieux sur Lyon"
57,Kévin Pilastra L,K-pilastra,5 juillet 2024,Excellent restaurant italien au cœur du vieux Lyon,4.0,business,477,"Repas d’affaires un soir dans ce restaurant atypique, à la décoration chargée mais chaleureuse.
Après avoir déambulé dans tout le restaurant pour y trouver notre table, nous avons pu prendre place et ainsi goûter une bonne partie des spécialités du restaurant, à savoir : pizzas, aubergines grillées, salade de tomates, pâte à pizza à garnir, pâtes à la truffe (un délice) puis le dessert avec des fraises à la crème.
Sans oublier bien sûr le spritz !
Une très belle découverte quoiqu’un peu bruyant. Il y a fait aussi très chaud"
58,Olivier F,608olivierf,1 juillet 2024,Immersion des sens dans la cuisine italienne,5.0,family,56,"Formidable expérience immersive dans la gastronomie italienne. Service attentionné et adorable, délices des papilles, vin merveilleux... le tout dans un lieu extraordinairement et jouissivement kitsch ! Allez y vite"
59,Serpollet,Serpollet,22 juin 2024,Ce n’est plus Big Mamma!,2.0,friends,152,"Nous avions réservé une semaine à l’avance et avons pourtant été relégués en sous sol dans une salle sinistre!!Comment fait-on pour être bien placés dans ce restaurant pourtant très vaste?
Accueil sympathique malheureusement très ""in"" pour les trattoria s désormais,à savoir qu’on se croit obligé de nous parler en italien!Bon,apparemment il faut s’y faire!Si c’était le seul défaut !malheureusement,ce n’est pas la cas:le choix est juste indigent que ce soit  pour les pizzas ou les pâtes,quant au reste,pas grand chose à se mettre sous la dent!Et pizzas et pâtes sont en plus fort médiocres!Le Tiramisu final était en revanche fort bon mais pas très copieux (autrefois il était servi à la louche,pratique sympa disparue avec le changement de groupe).
Bref Big Mamma était une excellente adresse,Carmelo est devenu une trattoria médiocre,il y a mille fois mieux en presqu’île !!"
60,Lea M,leamQ6625BN,14 juin 2024,Médiocre,3.0,friends,1,"Très chouette comme endroit, mais très peu de choix dans les pizzas et les pâtes. Ayant commandé une pizza, j’ai été très déçue de la composition la pâte à pizza quasiment inexistante pour un prix assez élevé."
61,Mélani,Lil_Lao78,7 juin 2024,Bien,4.0,friends,2859,"J'y avais été il y a quelques années et c'était très bien.
J'y suis retournée et puis j'ai trouvé que c'était moins bien.

C'est bon et copieux mais c'est moins qualitatif par rapport à avant.

C'est dommage."
62,Léna D,468l_nad,29 mai 2024,Une superbe découverte !,4.0,family,6,Un personnel agréable et à l’écoute ainsi qu’une très bonne cuisine italienne ! Le tout dans un décor coloré et chaleureux.
63,PhilNey,NorthStar29278116546,25 mai 2024,Médiocre,2.0,friends,11,c’était médiocre comme les serveurs : pâtes al dante aux truffes surimi pas assez cuites et truffes absentes . On a été expédiés et avec des sous entendus partials . Bref on reviendra pas
64,Maud BG,991maudg,20 mai 2024,Soirée entre amis,5.0,friends,111,"Nous sommes venus entre amis sous les conseils d’autres amis. Nous avions réservé bien en avance et heureusement. Le restaurant est superbement décoré, très original un petit coin d’Italie dans une petite rue de Lyon. Les repas sont copieux et délicieux. Nous nous sommes tous régalé. Des pâtes en passant par la pizza ou même des aubergines. Les desserts étaient très bons également. L’ambiance est très sympa, nous avions demandé de chanter joyeux anniversaire pour un ami et le dessert est arrivé en chanson avec une bougie l’attention était cool. Le service était impeccable, les serveurs et serveuses sont agréables et souriants :) une belle adresse vraiment nous avons tous passé un excellent moment."
