,user,user_profile,date_review,title,rating,type_visit,num_contributions,review
10,Laurent G,laurentgI6999HL,4 août 2024,Bien mais trop chère,3.0,business,13,"Très bonne viande mais trop chère.
Le serveur pousse à la consommation et le prix n est pas annoncé.
Le cadre est sympa et le service est serieux"
11,ninoacmo,ninoacmo,15 juin 2024,J'ai hâte d'y retourner !,5.0,family,30,"Samedi dernier, pour mon anniversaire, mon fils m'a dit ""je t'invite dans le meilleur restaurant de viande de Lyon"". J'en ai déjà fait quelques uns mais celui-ci est vraiment au-dessus. D'abord, un accueil parfait ; comme nous voulions une côte de boeuf, on nous a pris en main et on nous a bien expliqué les différences entre les 4 à la carte. Comme j'avais déjà goûté aux 3 autres, on a pris un boeuf de Gallice ; nous étions 4 et les côtes sont pour 2 ou 3 mais le serveur (patron ?) nous a dit qu'il en avait une de 1,4kg qui pourrait faire pour 4 si on prenait des entrées. On a pris une assiette de bellota et une burrata pour 4, les 2 étaient excellentes. Entre temps, la sommelière nous a judicieusement conseillé un Cahors qui collait parfaitement à la Gallice effectivement plus forte en goût qu'une Simmental ou une Wagyu. Les desserts sont présentés sur une ardoise, procédé très original qui permet de se faire une idée de ce qu'on va manger et ceux qu'on a choisis étaient délicieux, accompagnés d'un coteau d'Aix au verre assez renversant. Bref, tout a été parfait ; vu le prix, ce n'est pas la cantine pour tous les jours (hélas !) mais je compte y retourner assez vite...pour le Wagyu bien sûr donc je vous dis ""A bientôt"""
12,Estelle C,P7470VJestellec,17 mai 2024,Un bon déjeuner,4.0,couples,2,"Nous nous sommes régalés en nous faisant plaisir  à l'occasion d'un anniversaire. Rien à redire , tout était parfait .  cadre agréable, viande cuite à la perfection."
13,Raphaël,raphapautard,30 avril 2024,Viande d'exception !!!!,5.0,friends,54,"Restaurant spécialisé dans la viande ! Avec des pièces d'exception de  l'entrée au plat principal, tout est à tester ! Adresse lyonnaise à absolument tester ! "
14,Christopher G,H387QDchristopherg,24 mars 2024,L'anniversaire au champagne !,5.0,friends,8,"Ce fut un réel plaisir de découvrir cet endroit magnifique. 
Un jambon sec extra, qui fond dans la bouche !!
Une petite côte de bœuf d'1,4kg qui était succulentes et en plus surprise du chef on a eu droit à un onglet de boeuf avec ! 

Pour accompagner ceci un ""petit"" pinot noir conseillé par une sommelière excellente . 
Un accueil et un service au top !
 Si vous ne savez pas où aller manger un bon morceau de viande avec des bons vins, ici vous serez au bonne endroit !"
15,Bulledooo,Bulledooo,31 janvier 2024,Déçu,3.0,family,14,"Devenu trop cher pour la qualité de viande proposé,  la ration de frites et légumes devenue également rachitique en quantité, là où avant on avait une quantité de frites vraiment appréciable. Maintenant il faut payer un complément pour un petit saladier de frites supplémentaire. Je veux bien que la crise est là mais les pommes de terre ce n'est pas ce qui coûtent le plus cher pour un restaurant de cet trempe !"
16,Camille E,camillee686,19 janvier 2024,Viandes et vins 🍷,5.0,friends,3,"Magnifique sélection de pièce de viandes ! Carte des vins intéressante !

Beau moment passé entre amis sublimé par l’accompagnement très agréable de toute l’équipe du BLO !"
17,Laetitia A.,Laetitia3048,11 décembre 2023,Exceptionnel,5.0,couples,6,"Je recommande vivement, un vrai plaisir, très bien accueilli, les plats sont une succession de saveurs et les recommandations des serveurs et du sommelier sont vraiment en adéquation avec nos attentes. Un vrai plaisir gustatif dans une ambiance sereine. À recommander sans hésiter "
18,Nadège C,512nad_gec,12 novembre 2023,Meilleur restaurant de viande lyonnais,5.0,family,2,"Une viande à couper le souffle, du début à la fin !  
Les gyozas en entrée, la pluma accompagné d'une côte de boeuf persillé pour le plat.... UNE TUERIE ! 

Le meilleur restaurant de viande sur Lyon ! 
Encore merci pour votre accueil chaleureux ! :) "
19,maxrvp20,maxrvp20,9 novembre 2023,2eme visite,5.0,friends,928,"Toujours aussi bon ! Les gyozas au bœuf une tuerie ! Les viandes sont bonnes, les frites excellentes ! Un temple de la viande à Lyon"
20,Ursula T,UrsulaT190,18 octobre 2023,Excellent 👌,5.0,friends,1,"L’ambiance, le manger et le service étaient excellents! Nous étions très contentes 👌
Nous pouvons bien recommander ce restaurant👌
Ursula et Nina"
21,Hanane A,690hananea,16 octobre 2023,Trésor culinaire !,5.0,friends,11,"Avis aux Gastronomes avertis : ce restaurant ne peut que RAVIR vos papilles ! Quand la viande d’exception s’allie au service délicat,  on vit une expérience culinaire parfaite !
On ne mange pas…  on se régale 😍!!!!"
22,Lucas A,lucasaH9167AM,12 octobre 2023,Toujours aussi bien reçu! Quel beau moment…,5.0,friends,16,"Encore une soirée parfaite dans ce restaurant, du service aux desserts en passant par les entrées et les plats! 
Un bœuf wagyu à couper le souffle accompagné d’une ambiance très simple et chaleureuse! 
Je recommande vivement à tout bon vivant!! 
Un beau moment à partager!! 
À très vite!"
23,françois G,362fran_oisg,5 octobre 2023,Ça c’est de la bonne viande,5.0,family,1,Très bon accueil personnel très sympa une côté de bœuf délicieuse et contrairement à ce que j’ai pu lire les meilleures frites que j’ai mangé 
24,Guide38410527069,Guide38410527069,4 octobre 2023,Belle découverte,5.0,family,1,"Restaurant très bien, très bien accueilli, très bon conseil pour faire  son choix !!!
Une cliente de la Guyane "
25,zalic t,zalict,30 septembre 2023,Très correct,4.0,couples,295,Très correct. Repas plaisant et copieux un midi. Frites bonnes mais sensation de gras dans la bouche par la suite. Très bonne cuisse du traverser porc.
26,Camélia & Loan,LoanCamelia,21 septembre 2023,Amateur de viande n’hésitez pas! 🥩,5.0,couples,72,"C’est un 5/5 pour nous. Le personnel était au top, passionné et connaisseur de ce qu’ils proposent, la nourriture de grande qualité. 
Nous avons pris les gyozas de boeuf en entrée qui étaient délicieux puis l’onglet et les ribs d’agneau en plat qui étaient tout aussi bons et tendres.
Pour ce qui est des accompagnements, ce sont des frites, salade et légumes à partager, nous avons eu des portions très généreuses. 
Nous recommandons fortement ce restaurant et y retournerons sans hésitation."
27,Mélanie D,377m_lanied,14 septembre 2023,Bof bof,2.0,friends,2,Viande de bon goût mais mal cuite carbonisée pour une viande qui aurait du être saignante et très petite quantité pour un prix trop cher
28,justin c,M7506LYjustinc,5 août 2023,Très bonne viande à tester sur Lyon,5.0,couples,4,"Accueil rapide et service sur-mesure  ! Leur viande était d'une qualité et d'une saveur indéniable. Nous avons affaire à de vrais passionnés, je 
recommande particulièrement ce restaurant. Nous reviendrons."
29,Thomas M,X429XNthomasm,18 juillet 2023,Excellent !,5.0,friends,2,"Parfait du début à la fin . Personnel très agréable , cuisine de qualité , si vous êtes amateur de bonnes viandes vous pouvez y aller les yeux fermés !"
30,Florian C,floriancT7088NB,8 juin 2023,Je recommande !,5.0,friends,3,"Un endroit très agréable, des viandes excellente, de très bons dessets et des serveurs agréables. Je recommande vivement ce restaurant que vous soyez en famille ou entre amis !"
31,alberto,Safari53206232780,4 avril 2023,Gran calidad y gran servicio= súper momento,5.0,business,1,"Grande qualité de la viande, présentation soignée, ambiance décontractée et personnel attentif, le tout accompagné d'un excellent vin, BRAVO À TOUTE L'ÉQUIPE. Je recommande BLO les yeux fermés."
32,Fremis,178frederics,2 mars 2023,Heuuue 🫣...VENEZ AVEC DES $$$$ !!,3.0,business,3607,"Il est certain que la viande est bonne , le cadre est sympa mais franchement le prix est ""more expensive""!!. Et servir un morceau de viande avec des frites c'est un peu juste.
Dommage 😒...J'aime la viande mais à  ce prix là  je ne reviendrai pas .
Je laisse ma place !!! 🏃🏃"
33,Pascale E,961pascalee,26 février 2023,Le paradis des carnivores,4.0,none,130,"Des viandes exceptionnelles et parfaitement préparées. Absolument délicieux.
Les accompagnements sont également excellents. Seul bémol, les frites, un peu molles.
Les serveurs sont aux petits soins et vous guideront dans vos choix.
Bref un incontournable pour tous les amateurs de viande !"
34,Milagml,Milagml,13 février 2023,Magnifique découverte,5.0,couples,8,"Quelle joie de découvrir une adresse comme celle ci !
Tout était parfait de l’entrée au dessert , c’était un délice.
Un service au top 
Ce restaurant vaut clairement le détour !"
35,Octavia Y,octaviay2015,1 février 2023,Délicieux!,5.0,business,72,"Restaurant spécialisé en viande diverses, plats délicieux, service courtois et rapide. J’y reviendrai sans hésiter!"
36,Nico,baracuda42,27 janvier 2023,A tester,5.0,friends,38,Très bon produit avec personnel au petit soin. Pour notre part nous avons pris trois grosses cote avec deux bouteilles de vins. Prix un peu excessif par rapport à la race de la viande.
37,Julia F,S7739LHemmac,26 janvier 2023,L’excellence à Lyon,5.0,friends,1,"BLO est la pépite pour vous remontez le morale. 
Un service de qualité, une viande EXCEPTIONNELLE, surtout quand on sait d’où elle vient ! 
Une belle histoire, des serveurs/serveuses souriant, un charmant endroit ! 
Sans parler d’un RAPPORT QUALITÉ PRIX qui en vaut bien la peine ! 

Merci"
38,Francisco C,franciscocX9084IW,6 janvier 2023,Expérience décevante,2.0,solo,13,Une viande caoutchouteuse.  Et cher pour la qualité et pour la quantité.  L'assiette remplie d'huile. Cerise sur le gâteau les serveurs qui parlent tellement fort d'un bout à l'autre de la salle qui vous laisse pas la tranquillité de dîner dans le calme . Je ne reviendrai pas 
39,gregory,Stay01939029265,16 décembre 2022,Super !,5.0,business,1,"Très bonne adresse, 
Merci à Brahmin et son équipe pour ce menu découverte 
Toutes mon équipe c’est régalé autour de ces fabuleux plateaux de viande"
40,Pito,pito69009,25 novembre 2022,À faire absolument,5.0,couples,21,"Alors la ! Cela fait bien longtemps que nous n’avions pas été aussi bien reçu dans un resto ! Le personnel est top les conseils sur les viandes et vins parfait ! On s’est régalé .
À faire absolument pour beaux mangeurs 
Je conseil à 200% viande cadre accueil"
41,OlivierCorse2a,OlivierCorse2a,21 novembre 2022,Un moment d'exception !!!,5.0,family,21,"Une viande exceptionnelle cuite à la perfection..... Une superbe carte de vins pour accompagner ! Un patron qui vous accueille avec beaucoup de simplicité.... Merci pour ce bon moment ! Olivier, CORSE !"
42,SIHN T,sihnt,12 novembre 2022,Soirée de folie,5.0,friends,3,"Je suis déjà allé 2 fois au BLO, et comme on dit jamais 2 sans 3 ! Comme vous le savez bien si on retourne plusieurs fois à un restaurant c’est qu’on a apprécié le moment ( dans la logique). Y aller avec la famille et ses amis c’est déjà fait, et sincèrement le cadre convient pour les deux. 
Le service est top, serveurs souriants et qualifiés, nous avions une serveuse vraiment incroyable, elle nous a très bien expliqué le menu et excellemment bien servie. 
Les viandes sont parfaites avec une bonne cuisson, très bonne carte de vin et les desserts de même. 
Je conseille entièrement ce restaurant et bien évidement je reviendrais dès mon prochain retour à Lyon ! 
Merci aux serveurs"
43,johann,Happiness07943577267,5 novembre 2022,Wouahh un délice,5.0,family,16,"Tout simplement merveilleux une équipe au top des plats gourmands bien exécutés simple efficace on veut manger de la viande et on en mange 
N’hésitez pas à demander des conseilles au sommelier vous ne serez pas déçu du vin que vous dégusterez merci BLO !!"
44,Morgan E,morganeG1857GY,2 novembre 2022,Excellent moment pour les amoureux de la viande et de l'ambiance bien française,5.0,friends,5,Serveur impeccable cuisine irréprochable.  Les températures très sont bien les garnitures top le vin excellent.  Rien à dire mis à part top !
45,Cédric Kunga,cedrickunga,16 octobre 2022,Repas entre amis puis en couple,5.0,friends,152,Deux visites chez eux et une excellente découverte. La première fois entre amis et la deuxième fois en couple. Nous avons super bien mangé. L’accueil du personnel est vraiment top. Merci à tous 😘
46,XavierB,Lyon03102022,3 octobre 2022,Lyon,5.0,couples,1,Superbe accueil. Prise de commande et service nickel. Viande de très bonne qualité. 1ère visite et pas la dernière. A très bientôt BLO et la prochaine fois je passe a la boucherie en repartant!!les Jurassiens
47,Julien Thomas,julientL5463EP,11 septembre 2022,Dégustation entre amis,4.0,friends,11,"Très bon accueil, service personnalisé en fonction du groupe, belle présentation des viandes sur un plateau. Nous avions toutes les infos pour bien déguster.
La carte des vins est peut-être un peu chère mais le service était au rendez-vous.
Nous avons passé un très bon moment entre amis et nous y retournerons avec plaisir."
48,Christophe B,christopheb383,23 août 2022,Une vraie claque!,5.0,none,3,"Amateurs de viande, oubliez L'*** ou Le ***.
La bonne adresse lyonnaise c'est le B.L.O!
Écoutez Brahim le jurassien vous raconter l'histoire de ses pièces...puis savourez les.
Écoutez Rémi le picard vous guider dans l'accord met vin...puis laissez glisser.
Une tuerie!
Seul ou à 5 comme nous ce soir, vous n'aurez qu'une envie...revenir.
Merci pour l'accueil, la Sapinette et ce moment.

Christophe."
49,Rosario P,U6765QSrosariop,5 août 2022,Butcher+Love=Orgasm,5.0,friends,3,"J'habite en Suisse et je suis allé voir des amis vivant à Lyon qui m'ont conseillé ce restaurant. Eh bien j'ai été impressionné tant par la qualité de la viande (j'ai pris la ""Limousin""), accompagné de potatoes et de haricots.

Sans parler de la gentillesse des serveurs et du patron. Bref, adresse à tester absolument pour les viandards😊"
50,Charles L,609charlesl,18 juin 2022,Magnifique,5.0,friends,3,"Des viandes d’exception, lieu agréable, une équipe très prévenante  pour vous servir 🤗
que du bonheur, je recommande vivement"
51,Laurent de Lyon,krumk2019,31 mai 2022,Une explosion de saveurs 💕👍,5.0,friends,8,"Après une saison bien dure,nous voulions du moelleux et de la tendresse nous l'avons trouvée chez Fred et son équipe,je vous dévoilerais pas les planche de charcuterie de grande qualité, ainsi que des planches de viandes de toutes sortes servis avec classe et découpé 💕👍
J'arrête là sinon vous me croirez pas 😋
Ah si peut être un problème de ma personne mon appareil dentaire n'ayant pas été prêt à temps pour ce jour j'étais à moitié édenté et bien croyez-moi pas besoin de dents pour les viandes servis au B.L.O 🤜🤛💕👍🙏"
52,Mathieu D,mathieudW6559MQ,21 mai 2022,Viande très bonne / service perfectible,3.0,none,2,"En couple, nous voulions goûter de la viande top. Nous avons pris la Wagyu, la,plus chère de la carte.La viande était effectivement très bonne et très bien cuite. L’accompagnement frites / légumes étaient très  bon aussi et bien adapté.
Nous avons donc trouver ce que nous étions venu chercher.
Après réflexion, et au vu de la note, pour un prix équivalent nous avons fait de supers restaurants avec accord mets / vin, des explications par les serveurs sur les plats et des lavabos pour se laver les mains avec une poubelle pour mettre les feuilles d essuie main. 
Ici, la viande nous a été présentée avant cuisson sans commentaire, j ai pris un verre en apéro et on nous a servi la viande sans demander si on voulait boire autre chose. Pas très grave en soit…mais je m attendais à un service un peu plus en adéquation avec le prix."
53,SG,D7281MRstephanieg,8 mai 2022,Le rapport qualité prix n’est pas au rendez vous,3.0,friends,125,"Si vous voulez manger une bonne viande bien évidemment vous pouvez aller dans ce restaurant. Néanmoins le service était plus que limite, plus de cocktails, quand nous voulons prendre une côte de bœuf classique (et non une matière, forcément beaucoup plus chère) on nous répond qu’on peut manger la même chez nous et qu’elle n’a rien d’exceptionnelle, pourquoi la mettre à la carte dans ce cas ? Comme la sensation que l’on voulait nous pousser à prendre des plats chers. 
Pas de choix sur la cuisson puisque quand on demande une entrecôte à point on nous répond quelle sera servie saignante, dans ce cas pourquoi demander ? 
Nous avons du renvoyer notre côte de bœuf car elle n’était pas suffisamment cuite à notre goût. 
La viande était bonne mais nous n’avons pas vu une grande différence entre la cote de bœuf classique et la maturée… est ce que les prix sont justifiés je ne pense pas. 
Nous étions une grande tablée qui avons beaucoup consommé, aucun digestif offert alors que d’autres tables l’ont eu devant nous. Nous avons commandé une chartreuse à 11 euros chacun… un petit geste aurait été apprécié et aurait rendu la soirée plus sympathique. 

La viande est tout de même excellente néanmoins le service n’était pas vraiment au rendez vous, et les prix exorbitants ne sont selon moi pas forcément justifiés. A ce prix là on s’attend à de l’excellent autant au niveau du service que sur les plats."
54,Lola I,lolaimbert,26 avril 2022,Le meilleur repas de ma vie,5.0,family,1,"Repas incroyable: entre viandes de qualités, vins très bien conseillés, et service rapide et agréable: nous avons passé un excellent repas. 
Je recommande vivement."
55,aubin,aubin,17 avril 2022,L’adresse des amateurs de viande,5.0,family,1,L’adresse à Lyon pour les mangeurs de viande. Ambiance décontractée et service efficace. Qualité irréprochable. Top!
56,VaSavoie,VaSavoie,24 mars 2022,Grande claque viande !,5.0,business,270,"Tout est fluide et souriant : l’accueil, les conseils, le service !
La viande est à la hauteur de la réputation du lieu et la saveur honore les noms d’exception alignés sur la carte.
Merci pour cette soirée !"
57,fanfan01000,fanfan01000,20 mars 2022,Mitigés,3.0,none,16,"S'il ne s'agit que de noter la qualité de la viande, le 5 sur 5 ne fait aucun doute. 
En revanche, et pour certains, le bruit ambiant de la salle pourra s'avérer rédhibitoire. 

Le gros bémol est avéré pour la présence d'ananas dans le dessert avec une personne allergique et alors qu'il avait bien été demandé s'il y en avait. 
Que la réponse soit mauvaise peut se comprendre d'autant que le serveur s'est excusé, mais ne pas proposer  le remplacement après erreur et surtout le facturer l'est vraiment beaucoup moins. 
Le service est effectivement sympathique mais surjoué et surfait. 
Dommage."
58,Jean paul M,popolpao2004,18 mars 2022,LE PARADIS DU FLEXITARIEN,5.0,none,201,"Amateur raisonné de viande, mais de bonne viande c'est endroit est fait pour toi.
C'est une petite folie en coût (une côte à deux c'est normal)mais c'est une merveille pour les papilles. Sans doute la meilleure viande de Lyon.
La richesse des cartes plats et vins ne peut qu'apporter le sourire.
La connaissance du maitre des lieux en accord viande/vin et ses conseils sont époustouflants . Nous avons accompagné nos choix avec du blanc (du Jura) et du Sake (même chaud) Cuisson parfaite
La convivialité et le professionnalisme du personnel sont irréprochables.
C'est un passage obligé  à Lyon,si vous aimez la bonne viande 
Merci à toute l'équipe un très bon moment"
59,risajuma71,risajuma71,12 mars 2022,Expérience culinaire à la bonne franquette,5.0,couples,88,"De l’apéro au dessert, avec en plat magistral la dégustation « wyagu », un vrai bon moment d’épicurien a renouveler rapidement."
60,Lucas,Lcss13,6 mars 2022,Très bien,5.0,couples,98,Restaurant très atypiques. La viande y est très bonne. Le personnel est au petit soin et professionnel. L’endroit est très tranquille et on passe un bon moment.
61,CKF6954,CKF6954,26 février 2022,Meilleur restaurant de viande de Lyon,5.0,business,171,"Une superbe carte des viandes et des vins !
Nous avons passé une superbe soirée dans ce restaurant qui est selon moi le meilleur restaurant de viande de Lyon."
62,Franklin P,621fr_d_ricp,24 février 2022,Un monde meilleur,5.0,couples,6,Cuisine exceptionnelle. Et service parfait du Shanghai Express. Mojito hors du commun. Merci Fred pour cette soirée de St Valentin hors du temps et merci pour ta bonne humeur. On s'en souviendra longtemps. 
63,Thomas40100,Thomas40100,14 février 2022,"Bon mais pas waouh, déception",3.0,friends,180,"Nous sommes arrivés tout excité à l’idée de manger de belles pièces de bœuf, peut être trop d’où notre probable d’exception.
Accueil et cadre très sympathique mais viande bonne sans plus et trop cuite à notre goût, on ne nous a pas demandé la cuisson, bref cher pour une viande qui ne nous a pas paru exceptionnelle."
64,laurie,Journey30407717017,11 février 2022,L’excellence en tout point,5.0,couples,18,"Première fois pour nous, nous n’avons pas été déçues. La viande est exceptionnelle, cuite à la perfection. Nous n’avons jamais mangé une viande aussi bonne. Les sommeliers sont géniaux, les vins excellents. Bref nous avons passé un bon moment et nous reviendrons"
65,Jacques G,jacquesg874,26 janvier 2022,Passion,5.0,none,8,"Et oui,on peut travailler encore avec passion.
Accueil parfait 
Service nickel,  serveuse qui nous font se sentir chez soi.
Cuisine parfaite , ’
C'est vrai que la qualité de  vos viande sublime tout le reste
Restez avec ce vrai esprit artisan
Merci à toutes les équipes"
66,lydier329,lydier329,19 janvier 2022,Aux petits soins !,5.0,business,7,"Merci de nous avoir accueillis aujourd’hui alors que nous ne disposions que de peu de temps. En un délai court, un service qui a pris en compte nos contraintes et dans l’assiette tout était parfait ! Le cadre est superbe et tout était régal. Merci encore !"
67,Jade B,jadebJ3877PS,21 décembre 2021,Repas,5.0,family,4,"I-N-C-R-O-Y-A-B-LE, restaurant super, accueil très agréable, et repas vraiment copieux et qui vaut bien son prix, je recommande. Nous avons passé un super moment chaleureux. Foncer pour une bonne soirée garantie !! Nous reviendrons !"
68,Lolotrip42,Lolotrip42,17 décembre 2021,Top,5.0,friends,47,"Excellent tout est parfait, qualité et choix dez morceaux, empathie du service, conseil, vins, pas grand chose à redire au final si ce n'est le prix mais c'est de la viande donc..... "
69,cubiland68,cubiland68,2 décembre 2021,Un vrai délice culinaire.,5.0,solo,16,"Si vous aimez manger de la très bonne viande, présentée et expliquée avec amour par le personnel, cuit à merveille par le cuisto qui sublime la viande de là meilleur des façons, accompagné avec la boisson qui se marrie avec le morceau choisi et proposé par le sommelier.

Bref, je peux dire que c’est l’un des meilleurs restaurant de viande que j’ai pu testé.

Je le conseille les yeux fermés."
70,Lorick C,lorickc7,18 novembre 2021,Rien à dire,5.0,family,1,Comme d'habitude ! Ibrahim est de super conseil ! Franchement au top ! Ne changez rien et à bientôt 🤙👍
71,Nicolas p,nicolaspC8545GZ,7 novembre 2021,Repas impeccable 👌,5.0,couples,2,"Bonsoir je recommande sans hésitation cette établissement 
La qualité des produits est présente.
La viande est extraordinaire la team est au top.

Bonne appétit…."
72,Alexandra B,alexandrab416,31 octobre 2021,Bonne adresse,4.0,couples,338,"Nous avons été très bien accueillis, les serveuses et serveurs sont agréables et souriant, nous avons pris une viande a partager un régale pleine de saveurs , petit bémol l’attente nous avons été servie 1h30 après être arrivée, mais il nous ont apporté une assiette de charcuterie pour s’excuser du retard , nous reviendrons"
73,isabelle,Curious15580505032,29 octobre 2021,Merci,5.0,family,1,"BLO : promesse tenue de bout en bout accueil assiette verre. Nous et nos papilles avons été choyés de bout en bout. Une expérience inédite et délicieuse d’accord entre une côte de wagyu et un mercurey blanc,grâce à une sommelière exceptionnelle. Merci."
74,Maxime V,maximev589,27 octobre 2021,Repas d'affaire tres reussi...,5.0,business,7,"Moment tres agreablr, accueil au top, nous avons eu l'impression d'etre accueillis comme de vieux habitués alors que nous venions pout la premiere fois. Malgré deux belles pieces de boeuf pour 4 nous avions encore un peu faim, le patron nous a très gentiment offert un autre morceau de viande ce qui ne m'etait jamais arrivé!
Mention spéciale à  l'adorable oeunologue pour le choix d'un chateauneuf du pape qui a accompagné à merveille notre repas. 5 etoiles!...
J'oubliais, en plus de la viande, les frites sont à tomber!"
75,antonin l,539antoninl,15 octobre 2021,Super restaurant de viande !,5.0,family,28,L’un des meilleurs restaurants de viande à Lyon. Vous allez vous régaler. Large choix de vins et très bon accueil. Foncez !
76,Heat94,Heat94,6 octobre 2021,Excellent pour les amateurs de viande !,5.0,none,257,"Pour les amateurs de viande c'est une adresse parfaite ! Le tarif est certes élevé mais la qualité est bien présente (ainsi que les quantités...), le service est jeune et souriant, le choix des vins est étendu : tout ceci fait que l'on ressort de cet établissement rassasié et en ayant passé un très bon moment !

Contrairement à d'autres avis le service fut parfait en terme de timing malgré l'affluence de ce samedi à midi. Pensez à réserver car c'était complet :"
77,Toni,245toni,14 septembre 2021,Bof,2.0,friends,1,"Dîner en semaine.
Apres la commande une heure d’attente pour être servi. 
Erreur de cuisson pour 2 plats sur 4.
Les gestes barrières ne sont pas respectés par tout les serveurs en particulier celui qui a pris notre commande, masque uniquement sur la bouche en début de service et sans masque en cours et  fin de service.
Rien d’exceptionnel sauf les tarifs qui sont exagérés et non justifiés au regard du service et de la qualité de la viande.
En consultant les avis j’avais vu  que des remarques négatives  avaient déjà été faites concernant les gestes barrières mais 
rien n’a vraiment changé !
Dommage !"
