,user,user_profile,date_review,title,rating,type_visit,num_contributions,review
11,Jean-François B,Carlit69,13 juillet 2023,Quelle déception !,2.0,family,6,"Nous nous souviendrons de notre dîner au Bouchon Sully....
Ce fut une véritable déception au vu des avis, peut-être aurions-nous du prêter davantage attention aux plus récents....
En entrée les salades lyonnaises manquaient cruellement de saveurs.
Puis vinrent les plats :
La quenelle de mon fils était trop cuite, tellement cuite que l’on aurait cru qu’elle était « en croute », pourtant selon le serveur, le chef avait bien remarqué qu’elle était restée au four trop longtemps.
Mon vol au vent de ris de veau pas insipide mais presque….
Le foie de veau poêlé en persillade de me femme : plein de « nerfs », immangeable. Le serveur aurait bien proposé de lui en ramener un autre mais il n’en avait plus. Aussi lui a-t-il proposé un plat hors carte sans nous impacter le supplément, heureusement……
Le clou du spectacle ? Le service. En ramassant les assiettes des entrées, la serveuse a aussi ramassé les couverts alors qu’elle ne devait pas le faire. Elle l’a réalisé aussitôt. Aussi a-t-elle tendu à ma femme le paquet de couverts sales et mélangés. Sans doute voulait elle que ma femme fasse la redistribution…. Interloquant mais rigolo après coup.

Pour se faire pardonner le serveur nous a offert des mini brioches chaudes aux pralines, verre de vin liquoreux et nous a consenti une remise.
Nous avons préféré prendre le dessert ailleurs.
"
12,papybruno69,papybruno69,7 juin 2023,frustrant,3.0,friends,14,"la cuisine est très bonne, mais , comme dans de plus en plus de restaurant, la portion de poisson (ou viande) est de plus en plus ridicule. le plat devrait s'appeler du nom du légume principal, garniture: poisson. pâté croûte absolument excellent. le fameux poisson, du maigre, 2 petits morceaux d'environ 30 à 35 g chacun. Quand j'étais jeune un plat à la carte, poisson = 150 à 200 g . de nos jours c'est couramment 100 à 120g. mais là..."
13,Jean Claude A,893jeanclaudea,24 mai 2023,Une mauvaise surprise.,2.0,friends,49,"En entrant dans ce restaurant, l’accueil paraît aussitôt très curieux, léger, un peu trop ‘’cool’’. Ambiance bouchon ? Pas sûr. J’avais réservé une table pour 4, dont 2 amis canadiens de Toronto. Le menu de la semaine, tel qu’il figure sur le site Internet du restaurant nous convenait et en passant commande du dîner, le serveur (patron ?) nous indique qu’il ne reste plus qu’un plat d’onglet, sans proposer autre chose, sauf, après insistance une assiette de poitrine de veau en sauce blanche, façon blanquette, tout à fait moyenne. Notre déception ne l’a pas ému le moins du monde. En attendant d’être servi, nous nous apercevons que les verres sont mal nettoyés (traces de rouget à lèvres). Notre amie canadienne avait commandé du saumon qui lui a été servi quasiment cru. Il a fallu avec insistance le faire retourner 2 fois en cuisine pour qu’il soit satisfaisant. 
En fin de compte, une impression désagréable d’avoir dérangé en venant dîner dans ce restaurant. Je m’efforcerai à l’avenir d’éviter le dérangement. Vraiment un drôle de bouchon.
Un autre point: le prix des plats servis dans ce restaurant et qui figurent sur le site de Trip Advisor sont très en dessous de la réalité. Ceci est encore beaucoup plus inquiétant."
14,Belgarath91,Belgarath91,14 mai 2023,Bouchon qui rend bougon,3.0,business,404,"Cadre : décoration bien mais table située dans la mezzanine avec un groupe bruyant à côté et des tables serrées abusivement. J'ai été dérangé par le service quand la table d'à côté était servie (malgré les efforts louables du serveur)
Service efficace et sympathique
Menu :
* entrée excellente (pâte en croûte)
* plat le menu indique de la tête de veau avec des petits légumes , il m'a été servi des petits légumes accompagnés d'un peu de tête de veau
* dessert moyen
Et rapport qualité/prix très moyen."
15,ZE DUDE,RedFist,20 mars 2023,Excellent Bouchon +,5.0,couples,387,Accueil très sympathique. Décor sobre et chaleureux. Cuisine bouchon+  très bonne de l'entrée au dessert. Prix corrects pour l'heure actuelle. A deux pas de la Tête d'Or. On recommande.
16,soleilgris,soleilgris,8 mars 2023,Du bouchon de qualité,5.0,solo,100,"Excellente expérience,  
J'avoue que les commentaires d'autres internautes m'ont décidé à pousser la porte, ce n'était pas du tout dans le périmètre d'où je séjournais pour qq jours de détente à Lyon , mais je voulais éviter les endroits pièges à touristes de certains quartiers plus courru que cette petite rue du 6 ieme arrondissement. 
2 formules de menu le midi ou je suis passé a des tarifs tout doux.
A la carte, de quoi se faire plaisir avec un vaste panel de ce qu'il y a de régional. 
Du tablier de sapeur aux quenelles en passant par le foie de veau et bien d'autres choses.
Le foie de veau à la carte à largement suffit ( papilles et appétit pleinement satisfaits) ...
Un pot de crozes hermitage pour l'accompagnement et le demi saint marcelin pour terminer sur une note fromagère et terminer ce très bon vin...
Je recommande vivement. 
Attention,  ça se remplit vite malgré une belle salle à l'étage. 
Merci à toute l'équipe,  car en salle aussi,  le sourire,  le bonne humeur et l'efficacité sont au r.v."
17,joel p,joelp192,29 novembre 2022,Très bon ! Allez y les yeux fermés...,5.0,family,118,"De passage à Lyon, on découvre cette très belle adresse. C'était bon, le service soigné, les produits extras ( du jus de pomme, au verre de vin hermitage , cuisson parfaite et service agréable et professionnel). Et tout cela à des tarifs tout à fait accessibles. Vous faites  honneur à la cuisine française. Félicitations "
18,Le Bourreau de Lyon,LyonBourreau,28 août 2022,Un vrai bistrot lyonnais,4.0,none,356,"Difficile de noter objectivement un restaurant dont les plats ne m'enthousiasment pas. 

J'y déjeune fréquemment avec des amis, le problème c'est un vrai bouchon lyonnais donc avec des plats typiquement lyonnais ... certains aiment d'autres moins vous l'aurez compris je suis de ceux-là

Donc toujours ce même exercice périlleux au moment de choisir son plat ... 

Au final des plats quand même agréables et un service au top

D'où cette note très bien car je ne peux pas sanctionner un restaurant que j'ai choisi pour des plats que je connaissais et qui s'ils ont ravi mes convives ne m'ont pas tansporté

Donc un conseil regardez bien la carte et souvenez vous qu'ici vous mangez lyonnais !!!

Attention la salle du haut est bruyante"
19,anne l,annelU5298OI,16 août 2022,Une belle adresse,5.0,none,12,"Une belle adresse pour déguster une cuisine lyonnaise bien réaliser dans un cadre chic.
service agréable et gourmandise dans les assiettes..."
20,Archicube63,Archicube63,24 mai 2022,sympa et délicieux,5.0,none,466,"dîner à quatre pour des retrouvailles amicales. choix du bouchon pour sa carte abondante, variée et originale.
Accueil cordial et service convivial ,de Pierre notamment, suprême de poulet ou tête de veau sauce gribiche dignes des meilleurs, un saint joseph rouge de qualité en accompagnement pour couronner le tout!
ambiance chaleureuse et salut du patron-chef à la sortie renforcent le plaisir de la soirée."
21,jeanclaudeb2013,jeanclaudeb2013,11 mars 2022,Bel endroit !!!,4.0,none,107,"Une  bonne expérience ce Bouchon au cœur du 6eme 
Un cadre sympathique un bon service et une cuisine
typique avec de bons vins. de quoi passer un bon moment.
Dommage que le pain n'était pas frais.
Allez-y !"
22,Coline D,colined68,23 février 2022,Bon repas,4.0,couples,78,Nous avons passé un bon moment dans ce restaurant typique de Lyon. Patron sympathique et commerçant. La cuisine est de qualité mais manque peut être un peu de générosité. Brioche praline excellente.
23,Bernard C,327bernardc,15 janvier 2022,Typique bouchon Lyonnais,5.0,none,52,"Un cadre typiquement Lyonnais un personnel accueillant ,sympathique courtois ,bref professionnel. Une cuisine lyonnaise raffinée mais du terroir des vins excellents .Une table à ne pas manquer. Un vrai bouchon Lyonnais à un prix très correct. Bravo"
24,Asteropa,Asteropa,27 juillet 2021,Mérite votre intérêt par ses qualités culinaires,5.0,none,163,"Nous y avons déjeuné hier et nous en conservons un très bon souvenir.
- Épaule de porcelet confite (manifestement réalisée en cuisson basse température) + caviar d'aubergine, le tout onctueux et goûteux.
- La quenelle de brochet, sauce Nantua a également été appréciée.
- Les enfants sont pris au sérieux puisque le menu qui leur est proposé échappe aux sempiternels nuggets et autre viande hachée au profit de saucisson chaud + pommes de terre ""grenailles"" (notre petit-fils a aimé).
- Certes la crème brûlée est un dessert des plus classiques, pour autant celle-ci était particulièrement réussie, et en goût, et en consistance.
Enfin le service était courtois et agréable.
Nous recommandons cet établissement."
25,LesCheese,LesCheese,30 octobre 2020,Génial !,5.0,couples,12,"Génial !
Le chef et son équipe sont parfaits, juste au niveau de leurs préparations techniques et succulentes.
Félicitations et bonne continuation."
26,Stéphan L,993st_phanl,2 août 2020,Un bouchon à la cuisine régulière mais sans tralala.,3.0,none,76,"Une étape sur la route des vacances, l'envie de se faire un bouchon Lyonnais, l'embarras du choix et le Bouchon Sully fût celui-ci. Une terrasse bienvenue après les heures de route, un service efficace, un menu parfait pour cette étape mais sans waaaw. Y retourner? Peut-être pas pour en découvrir d'autres."
27,Forget06,Forget06,11 juillet 2020,"Produits frais et très bon,",4.0,none,282,"Produits frais et très bon, de l’entrée au dessert. Le vin était excellent (cote rotie). Vous pouvez venir ici vous ne serez absolument pas déçu "
28,MadeIam,MadeIam,5 mars 2020,Très bon repas,4.0,none,5,"Venue déjeuner à midi dans le cadre du travail : le service était efficace et rapide, la carte était variée et les plats étaient pleins de saveurs !  Très bon rapport qualité/prix."
29,isabelle v,isaver69,19 janvier 2020,Agréable repas,3.0,couples,10,"Service efficace et attentionné 
Cuisine agréable 
Un bon moment et un rapport qualité prix correct.
A essayer!"
30,gnafr,gnafr,16 décembre 2019,Superbe,5.0,friends,718,"Ce midi merveilleux déjeuner dans cette maison bien connue à Lyon, et c’est mérité.
Accueil et services parfaits.
Nous avons mangé un très goûteux pâté croûte, puis un joli magret de canard rosé pour moi et à point, comme demandé, par mon ami. Pour terminer un somptueux (le mot n’est pas trop fort) riz au lait et à la vanille. La gentillesse du personnel et une note plus que raisonnable (22€) ont parfait cet agréable moment gastronomique. Vraiment à retenir."
31,geaibleu033,geaibleu033,1 décembre 2019,Accueillant et sympathique,4.0,solo,765,"J’ai choisi ce restaurant pour son menu et sa terrasse dehors. Il est excentré du vieux Lyon, mais sa terrasse est tranquille, même si elle donne directement sur la rue. 
Le foie de veau était bon et l’île flottante pas banale. 
J’étais en solo et j’ai été très bien accueillie. 
Mes demandes par internet ont été acceptées. J’ai beaucoup apprécié le fait qu’on ait souligné mon anniversaire avec une chandelle, même si j’étais en solo.

"
32,Laetitia,Laeti69290,6 novembre 2019,Super bon!,5.0,business,845,"Restaurant très bien placé à Lyon 6eme. Tout était très bon, frais, fait maison et le cadre très agréable. Je n’oublie pas le personnel super sympa! Je reviendrais!!"
33,harryKaysersberg,harryKaysersberg,31 octobre 2019,Un vrai bouchon mais….,5.0,none,452,"J’écris "" mais"" car dans le dernier bouchon où nous avons mangé nous nous partagions les plats avec la tablé. Là non, mais cela n’enlève en rien à la qualité des plats proposés.
A conseiller sans hésiter."
34,Sandra R,sandrarA5891QN,17 octobre 2019,Un petit bouchon parfait,5.0,business,7,"Plat fait maison, les saveurs ,la qualité tout y est , n’hésitez pas à pousser la à porte .
Un vrai régal ."
35,Max,MAXIPINS,5 octobre 2019,Très bien,5.0,business,46,Accueil sympathique. Menu du jour toujours de très bonne qualité. Nombreuses spécialités Lyonnaises... Un très bon moment dans un cadre sympathique.
36,Sandrine E,931sandrinee,4 octobre 2019,Simplicité excellente ou Excellence simple,4.0,family,5,"Très frais, très goûteux, quantité parfaite.
Ma viande se coupait à la fourchette HUM ! 
Le pain est fameux. 
Bon appétit à tous !"
37,jean Luc b,boutaix,13 septembre 2019,Très bon et fort sympathique,5.0,solo,26,"La cuisine est excellente, toujours une jolie sélection de vins, un service impeccable et la constance et professionnalisme de Pierre.
et tout cela dans un cadre très agréable 
Merci !"
38,Pkoell,Pkoell,1 septembre 2019,Un vrai bouchon,5.0,friends,329,"Rue Sully petit bouchon où il faut réserver

Excellent accueil
Deco traditionnel de ce que l on peut imaginer pour un bouchon
De l apéritif au dessert c est un véritable plaisir de dîner au Sully
À retenir une quenelle exceptionnelle 
Nous avons eu du mal à partir tant l ambiance est chaleureuse la nourriture bonne et généreuse et le vin bon
Bravo à cette petite équipe 
"
39,jean marnier,jeanmarnier,27 août 2019,Excellent bouchon,5.0,none,5,Très bon bouchon lyonnais avec un choix important et des plats très bien réalisés. Le personnel est sympathique.
40,MieStrawberry,MieStrawberry,1 août 2019,Un excellent bouchon !!,5.0,couples,215,"Le bouchon Sully est vraiment un excellent bouchon. Nous nous sommes vraiment régalés !
Nous avons mangé un vol-au-vent avec ris de veau, quenelles, champignons et crevettes. C’était vraiment un délice !
Pour finir, nous avons mangé une glace.
Le service et le personnel sont au top. 
Et le rapport qualité-prix est très bon.
Si vous passez sur Lyon, c’est vraiment une bonne adresse à découvrir. ;)"
41,Julien F,Julien_7Art,26 juillet 2019,Top,5.0,none,64,"Un vrai bouchon lyonnais conseillé par l’hôtel le patio Morand. Super accueil, carte typiquement bouchon, bonne ambiance, resto climatisée. Super adresse on recommande les yeux fermés."
42,Laurence690809,laurence690809,5 juillet 2019,L’un des meilleurs bistrots de Lyon!,5.0,couples,6,"Très sincèrement, nous avons trouvé par hasard l’un des meilleurs bistrots de Lyon. Nous y avons dîné plusieurs fois et tout était toujours parfait de l’entrée au dessert. La meilleure joue de Boeuf est ici et le meilleur saucisson brioché également. Même la tête de veau fait envie tellement elle est présentée de manière raffinée (tout en restant authentique dixit mon chéri qui est un spécialiste de la chose). Une adresse à découvrir. Un seul bémol, je crois que le restaurant est fermé le week-end."
43,David BOURIAUX,davidbL6411OK,16 mai 2019,Dîner entre amis,5.0,none,116,"Excellente adresse où on sent toute l’âme du bouchon lyonnais comme on les aime . 
Deco , couverts, assiette et plats . Rien ne manque et c’est bon .
Franchement c’est une excellente table et l’accueil est top . Bravo ."
44,Alain B,A3194OXalainb,7 mai 2019,excellent restaurant au bon rapport qualité-prix,5.0,family,74,"une excellente adresse, un peu en dehors des circuits touristiques et de visite et qui vaut le détour...
certes pas très bouchon malgré son nom 
mais une excellente cuisine, du choix menus et carte
des produits frais et très bien cuisinés
une salle en bas et une en haut (agréable)
service rapide et efficace, agréable
ouvre à 19h30 et pas avant (une certaine rigidité à ce niveau) Pourquoi laisser des clients dehors, en attente à 19h25 pendant plusieurs minutes - ce n'est pas très commerçant. (seul point négatif) car très bon professionnel pour tout le reste
"
45,Fanny P,fannyp431,4 mai 2019,Le bouchon à faire à Lyon !,5.0,couples,11,"Cadre très sympathique, service excellent et bien sûr repas délicieux ! Nous avions pris la planche, la salade lyonnaise et une tête de veau et pour finir la brioche aux pralines servie tiede !!! A refaire. Belle visite. "
46,Laurent69003,Laurent69003,3 mai 2019,BON BOUCHON DE QUARTIER,4.0,friends,121,"Bon bouchon de quartier qui est le le petit frère du fameux ""M""

Cuisine bien réalisée à prix doux : pour 27€ le soir terrine de foie de volaille, risotto et cabillaud et un dessert rien à dire 
UNE BONNE ADRESSE DE QUARTIER  !"
47,Phildolive,Phildolive,30 avril 2019,Un vrai Bouchon lyonnais...,5.0,friends,84,"Cadre très sympa, accueil souriant et aimable, carte ""variée de produits frais"" joliment servis, un bouchon pour passer un moment très agréable entre amis exigeants...sans aucun snobisme!"
48,Humberto B,622humbertob,24 avril 2019,De passage à Lyon,4.0,couples,71,"Charmante découverte.
Des produits frais et bien cuisinés.
Du très bon pain à la croûte bien croustillante et une mie sombre et élastique. Un régal.
Brandade de cabillaud, moules et crème d'ail.
Suprême de volaille, légumes de saison et jus de volaille.
Pot de rhubarbe, crème de mascarpone et glace à la vanille.
Café Sully, brioche à la praline"
49,Travel00000001,548travel00000001,22 avril 2019,Excellente adresse,5.0,family,10,"Délicieux plats typiquement lyonnais, service très sympathique, ambiance chaleureuse. Une excellente adresse dans le 6eme. "
50,El Casteil 69 et 66,ElCasteil,18 mars 2019,Belle surprise,4.0,couples,355,"Vraiment pas mal du tout
Personel très agréable et pro
Salle agréable mais pas très représentative d’un « vrai bouchon « 
Repas lyonnais copieux voir trop
Un petit bémol pour la salade lyonnaise ou les croûtons et les lardons ont eu un coup de chaud mais rien de grave
Le saucisson brioché était bon 
La quenelle était parfaite 
La tête de veaux parfaite comme ses légumes 
La brioche aux pralines qui accompagne le café était un peut sèche 
Le verre de fin est à 6€ ....
Un moment très agréable "
51,David BOURIAUX,davidbL6411OK,16 mars 2019,Dîner entre amis,5.0,none,116,"Excellente adresse où on sent toute l’âme du bouchon lyonnais comme on les aime . Deco , couverts, assiette et plats . Rien ne manque et c’est bon .
Franchement c’est une excellente table et l’accueil est top . Bravo ."
52,Alexia R.A.,AlexxiaRA,26 février 2019,Typique bouchon,5.0,business,246,"Très bon restaurant lyonnais. Le personnel est agréable. Le cadre intime. Petit mais très chaleureux, joliment décoré.
Les plats très corrects. Très bon rapport qualité prix. Ce n est si copieux ni trop peu c est juste lz bonne quantité. A recommander sans hésiter."
53,Loval,Lovalvif,21 février 2019,Un jeune bouchon prometteur.,4.0,couples,209,"Malgré la promiscuité le lieu est chaleureux et convivial avec une décoration réussie. Convient parfaitement aux groupes d'amis ou en mode romantique. L’accueil pour cette soirée ne fut par contre pas terrible et le service au début trop long et manquant de rigueur mais s'améliorant par la suite.
Le reste, et le plus important par ailleurs, était bien au rendez-vous. Qualité adéquate, belle présentation des plats et du goût que ce soit pour les plats ou les desserts.
Le tout avec une addition dans la très bonne moyenne. Un bouchon de très bonne qualité à refaire."
54,Pat,Patocaluire,13 février 2019,Un accueil chaleureux,4.0,friends,489,"Excellent bouchon lyonnais,  formule menu avec un bon rapport qualité /prix , grand choix à la carte ! La tête de veau et ses petits légumes est délicieuse, la quenelle, un pur plaisir des yeux et des papilles, et pour terminer , l’époustouflante île flottante à la praline !!!! Prudent de réserver ( opter pour la salle du bas , belle salle en mezzanine mais un peu bruyante)"
55,Zemfira,ZemfiraI,15 janvier 2019,Plats peu copieux hormis la salade lyonnaise,3.0,friends,266,"Les salades lyonnaises sont copieuses donc on s attend à avoir des plats copieux. Mais quelle déception! la tête de veau une petite tranche accompagnée de quelques légumes,  le foie de veau idem, quand à la joue de boeuf bien qu elle soit très tendre quel gachis d avoir l impression de manger un morceau de sucre à cause du confit d oignons avec lequel il la serve, et  mélangé au gratin de macaronis c est vraiment pas bon du tout.
Heureusement qu on avait pris des entrées."
56,Eric W,ericwI4510CA,8 janvier 2019,un très bon moment,5.0,family,18,"en visite à Lyon nous nous sommes rendu au bouchon Sully. Un bouchon labellisé, gage de qualité selon l'émission de cuisine de la cinq ""les escapades de Petitrenaud"".
Nous n'avons pas été déçu, j'ai pris un Vol au vent, ris de veau, quenelles de volaille, crevettes,champignons et sauce suprême.
...un délice.
pour finir une tarte au praliné de Lyon... une tuerie.
Je conseille vivement ce bouchon ."
57,William k,Curious649748,26 décembre 2018,Parfait,5.0,couples,11,"Très bon vin, très bonne planche de charcuterie, la joue de bœuf et la quenelle de brochet sont excellents ! Je mettrais un 6/5 si c’etait Possible ! Vraiment un excellent bouchon !"
58,Annoa84,Annoa84,7 décembre 2018,Très bon,5.0,couples,6,"Très bon bouchon ! On voulait un resto typique pour notre 1ère visite à Lyon et on ne regrette pas ce choix !
Plats typiques préparés et présentés avec beaucoup de goût ! Et le goût est vraiment au rdv ! Belle découverte de la gastronomie lyonnaise.
Personnel très sympa, bon vin, cadre chaleureux et deco top, bref très bon moment !
Par contre il faut y aller le ventre vide car c’est très copieux et croyez-moi on n’a pas envie d’en laisser !!!!
On reviendra et on recommandera sans hésiter !"
59,Xenacaco,XenaCaco,3 décembre 2018,Très bons plats et copieux,5.0,couples,236,"Des spécialités du coin cuisinées finement et en belles portions. Ne prévoyez pas de dessert si vous prenez une entrée... vous n’aurez plus de place !
Equipe sympathique également. Je recommande chaudement !"
60,Heifara90,Heifara90,29 novembre 2018,Très bon mais copieux,4.0,friends,24,"Un agréable moment à table. J'ai vraiment aimé les entrées. La salade lyonnaise est très copieuse mais de très bonne qualité. 
On a lutté pour terminer notre quenelle, joue de boeuf... 
La table était très bien dressée. "
61,369colettec,369colettec,27 novembre 2018,Un régal pour les papilles,5.0,friends,8,"A l'occasion d'un départ à la retraite nous nous sommes réunis en un petit comité de 9 participants au Bouchon Sully où nous avons passé une excellent soirée à savourer entrées, plats, fromages et desserts. Un pâté en croûte excellent, une délicieuse joue de bœuf avec ses macaronis et une salade de fruits de saison légère et rafraichissante. Un excellent rapport qualité-prix dans un quartier bien desservi par les transports en commun."
62,pierre s,851pierres,2 novembre 2018,Excellent,4.0,friends,298,"Situé à côté du vaisseau amiral le M, ce bouchon lyonnais labellisé sert une jolie cuisine bien faite: tête de veau, brandade de morue
Le décor est sympa, personnel attentif
Excellente table"
63,Dyonisos,lesframboisiers,22 octobre 2018,Bouchon fort sympathique,5.0,none,68,"Au cœur du 6ème arrondissement de Lyon, voici un bouchon qui mérite qu’on s’y arrête.
Plats testés tous excellents :
Le filet de hareng pommes à l’huile , le vol au vent au ris de veau, le foie de veau servi avec pommes de terre sautées, le suprême de volaille aux écrevisses.
A noter pour finir le repas la superbe île flottante aux pralines de Saint-Genix (en photo) qui nécessite d’avoir encore faim !
"
64,Francois T,francoist661,21 octobre 2018,Cuisine pas mal mais contexte a revoir,4.0,solo,265,"Tout d'abord ayant réservé par Internet je me presente dans cet établissement. Accueil peu chaleureux et a revoir.
Menus interessant avec a part le menu du jour. Peut etre a rassembler pour la simplicité du client. 
Service rapide avec une organisation limite dès que trop de monde.
Les mets sont goutus avec une quantité correcte. Les saveurs sont au rdv.
Prix correct
Des choses a revoir dont l'accueil 
"
65,RobertBranche,RobertBranche,20 octobre 2018,Cette fois très décevant....,2.0,family,153,"Troisième fois que je viens dans ce restaurant et cette fois quelle déception ! La quenelle était trop cuite (le tour de la quenelle était une croûte craquante !) et le feuilleté du vol au vent en partie brûlé. Inadmissible à ce prix et quel contraste avec les fois précédentes où j'avais déjà mangé ces mêmes plats....
Est-ce qu'une erreur passagère ? Peut-être mais je vais à partir de maintenant éviter cette adresse..."
66,FREDERIC D,FDESPREZ,7 octobre 2018,"Fraîcheur , bon et efficace",4.0,business,298,Restaurant authentique avec une cuisine à base de bon ingrédients frais. Joli salle à l’étage . Service rapide pour le déjeuner et sympa 
67,chantfou,chantfou,27 août 2018,Un bouchon à découvrir,4.0,couples,30,"Dans le 6•,une rue tranquille un bouchon intéressant.bon accueil et bonne cuisine des mères lyonnaises en plus léger.plats traditionnels bien présentés et goûteux : foie de veau,tête de veau,excellent pâté croûte,île flottante..service agréable.pot de côté du Rhône.prix raisonnable.une adresse à retenir"
68,Xavbask,xavbask,25 août 2018,Excellente adresse,5.0,family,23,Accueil chaleureux et cadre très sympathique. Le personnel est entièrement à votre service et la cuisine est excellente. Les plats sont très bien présentés. Notre fils (4ans) a adoré. Nous y retournerons si nous passons de nouveau sur Lyon.
69,Denis A,464DenisA,21 août 2018,Excellent rapport qualité prix,4.0,family,146,"Nous y avions bien mangé un midi il y a un an et demi. Là, c’était le soir en terrasse. Le menu à 22 euros est top. On a pris un Saint Véran très correct pour le prix. Les entrées sont originales et rafraîchissantes  Le poisson et la joue très copieux, bien cuisinés et bien en température. Le service est sympa mais je ne mets pas 5/5 car il y a eu un peu d’attente entre les plats."
70,berthel2017,berthel2017,10 août 2018,Excellente cuisine,5.0,family,18,"Nous étions 5, et bien installés autour d'une table ronde. La cuisine était vraiment excellente. Nous y reviendrons sûrement"
71,Ebonn,Ebonn,2 juillet 2018,Une bonne adresse,4.0,friends,166,"Bonne cuisine, foie de veau excellent et copieux. Service qui pourrait être amélioré (manque de soin de certaines serveuses)..."
72,RobertBranche,RobertBranche,27 juin 2018,Excellent !,5.0,solo,153,"Excellent restaurant, avec un très bon rapport qualité prix vu la qualité de la cuisine 
Ai mangé pâté en croûte et vol au vent en tous points parfaits"
73,patrick T,patricktR1599AT,6 juin 2018,Parfait,4.0,couples,10,Nous étions pressés pour cause de RDV .serveuse compréhensive qui a accéléré le service en conséquence. Repas typique bouchon . Bon rapport qualité / prix. Allez y sans hesiter
74,Alexine M,62alexinem,29 mai 2018,Bon mais ambiance moyenne,3.0,couples,59,"Bouchon sympathique, plats variés faits maison et très bons.
Seul bémol : serveur pas très avenant qui fait le boulot, sans plus. Chef qui préfère parler avec les 2 seules clientes du rez-de-chaussée plutôt que nous saluer quand nous rentrons dans le restaurant. Il ne nous a pas remercié ni dit au revoir quand nous étions à la caisse.
Cet accueil nous a déçus.."
75,Stéphane Flaquet,Flaquets,25 mai 2018,Superbe découverte,5.0,friends,27,Déjeuner en semaine en terrasse. Menu entrée/ plat / dessert avec super rapport qualité prix. Service très sympa. Bravo !
76,Yo Y,zozoland13,24 mai 2018,super adresse,4.0,friends,133,"de passage sur lyon j ai eu la chance de pouvoir tester ce bouchon, je n ai pas été déçu !!!!
acceuil tres professionnel, serveur sympathique. cadre soigné.
je recommande vivement ce bouchon"
